Hour,Load_MW,Generation_MW,StorageCharge_MW,StorageDischarge_MW,TransmissionLoss_MW,LoadShedding_MW,Curtailment_MW,AvgLMP_LoadWeighted,TotalEmissions_ton
22,1460.300883476276,1407.626614218461,0.0,52.674269257814885,0.0,0.0,0.0,32.11069600869227,356.6363841757156
23,1413.3413152743508,1407.0570135529367,0.0,6.284301721414081,0.0,0.0,-4.263256414560601e-14,32.11069600869228,356.60611502751647
24,1362.9474912445246,1335.4474912445246,0.0,27.499999999999996,0.0,0.0,0.0,31.407216124410912,311.6904688652696
25,1312.0312418557141,1289.490857863994,0.18518518518520785,22.72556917690489,0.0,0.0,7.105427357601002e-15,31.40721612441091,274.713250998854
26,1265.0903645994533,1261.7252802100816,20.911531929532796,24.276616318904257,0.0,0.0,-1.4210854715202004e-14,31.40721612441092,260.92756457389373
27,1224.781319472944,1237.9203255132302,29.280539107889386,16.1415330676033,0.0,0.0,-1.4210854715202004e-14,31.407216124410915,245.0916979072271
28,1193.8511012877118,1219.9772911681334,30.0,3.8738101195785073,0.0,0.0,-1.4210854715202004e-14,31.40721612441092,231.6389927375016
29,1174.4075532984778,1195.6969637425368,21.289410444059275,0.0,0.0,0.0,-1.4210854715202004e-14,31.40721612441091,215.12839927854517
30,1167.775721168726,1196.5382211687258,30.0,1.2375000000000005,0.0,0.0,-1.4210854715202004e-14,31.407216124410915,224.79866730803394
31,1174.4075532984778,1219.1684457124557,44.76089241397782,0.0,0.0,0.0,-8.881784197001252e-15,16.663317410470544,65.8768
32,1193.8511012877118,1234.3375823001165,40.48648101240474,0.0,0.0,0.0,2.1316282072803006e-14,16.663317410470547,65.8768
33,1224.781319472944,1259.1883378297043,34.407018356760524,0.0,0.0,0.0,1.509903313490213e-14,16.663317410470547,65.8768
34,1265.0903645994533,1362.0520404217364,103.92282358805967,6.961147765776483,0.0,0.0,2.6645352591003757e-14,16.28096290744103,65.8768
35,1312.0312418557141,1386.1300826223342,90.22978547854345,16.13094471192341,0.0,0.0,7.4495964952348e-14,15.972745483583306,65.8768
36,1362.40500803018,1397.7089343879518,52.5,17.19607364222816,0.0,0.0,8.526512829121202e-14,16.235521712687245,65.8768
37,1412.7787742046464,1457.1031270955707,58.30422588968314,13.97987299875897,0.0,0.0,7.4495964952348e-14,16.299139935587327,65.8768
38,1459.7196514609075,1464.9558859270962,21.71970905189388,16.483474585705,0.0,0.0,2.6645352591003757e-14,16.793718082005174,65.8768
39,1500.0286965874166,1495.4096104889813,15.165879239515311,19.784965337950165,0.0,0.0,2.930988785010413e-14,16.793718082005167,65.8768
40,1530.9589147726488,1518.028912077281,10.345938589420015,23.27594128478792,0.0,0.0,2.4868995751603507e-14,16.791431435648573,65.8768
41,1550.4024627618826,1541.4341189749362,2.777777777777776,11.746121564723994,0.0,0.0,-1.9095836023552692e-14,31.03954253826776,231.69372321699768
42,1557.0342948916343,1471.1054089871839,0.0,85.92888590445045,0.0,0.0,1.2034084227501265e-13,32.11069600869228,409.4169147151071
43,1550.4024627618826,1490.3016105275951,0.0,60.100852234287046,0.0,0.0,-7.105427357601002e-15,32.11069600869228,419.5049575988355
44,1530.9589147726488,1530.9589147726488,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,32.11069600869228,442.5200868710274
45,1500.0286965874166,1411.0367243825108,0.0,88.99197220490565,0.0,0.0,-2.1316282072803006e-14,32.11069600869228,358.88014652619506
46,1459.7196514609075,1428.3257894075045,0.0,31.393862053402778,0.0,0.0,-1.4210854715202004e-14,32.11069600869228,371.25978532231255
47,1412.7787742046464,1410.7039153543678,0.0,2.074858850278419,0.0,0.0,7.105427357601002e-15,32.11069600869229,359.35701688133844
48,1362.40500803018,1336.293896919069,1.388888888888889,27.499999999999996,0.0,0.0,-7.105427357601002e-15,31.407216124410915,312.4078062325757
49,1311.4799510194707,1313.9799510194707,30.0,27.499999999999996,0.0,0.0,-2.842170943040401e-14,31.4072161244109,302.22354965383954
50,1264.5587974364357,1267.7582352268032,26.787360522769553,23.587922732402014,0.0,0.0,-2.842170943040401e-14,31.407216124410944,266.45270359584407
51,1224.2666894120987,1234.9866601671054,27.03820531583592,16.318234560828976,0.0,0.0,0.0,31.40721612441091,242.0972369291774
52,1193.349467522461,1218.46333624651,25.113868724048913,0.0,0.0,0.0,-7.105427357601002e-15,31.407216124410915,227.58448669647456
53,1173.9140893461768,1191.585535888199,17.671446542022334,0.0,0.0,0.0,-2.1316282072803006e-14,31.407216124410922,210.8320456200643
54,1167.285043787479,1168.6033293494688,2.5557855619899943,1.2375,0.0,0.0,-7.105427357601002e-15,31.40721612441091,196.46308444635585
55,1173.9140893461768,1220.3641685971877,46.45007925101093,0.0,0.0,0.0,-3.6443070783320763e-14,16.663317410470558,65.8768
56,1193.349467522461,1237.884661657078,44.53519413461689,0.0,0.0,0.0,-1.0658141036401503e-14,16.66331741047056,65.8768
57,1224.2666894120987,1240.7111383946528,16.444448982554327,0.0,0.0,0.0,1.9539925233402755e-14,16.663317410470555,65.8768
58,1264.5587974364357,1363.6934581500084,106.6949674367091,7.560306723136618,0.0,0.0,5.3290705182007514e-14,16.280962907441044,65.8768
59,1311.4799510194707,1388.747030317333,93.22035247930674,15.953273181444336,0.0,0.0,-6.039613253960852e-14,15.972745483583322,65.8768
60,1361.8325510853922,1400.413300564721,52.5,13.91925052067142,0.0,0.0,-4.263256414560601e-14,16.23552171268724,65.8768
61,1412.185151151314,1459.6477416208545,61.31680352070998,13.8542130511695,0.0,0.0,-6.039613253960852e-14,16.299139935587345,65.8768
62,1459.106304734349,1458.4630612299004,15.789995246115762,16.433238750564335,0.0,0.0,4.263256414560601e-14,16.79371808200519,65.8768
63,1499.398412758686,1503.9175379135581,24.252467433399737,19.73334227852728,0.0,0.0,2.842170943040401e-14,16.79371808200518,65.8768
64,1530.3156346483238,1516.1059146566263,9.056519776593786,23.26623976829093,0.0,0.0,-7.105427357601002e-15,16.791431435648587,65.8768
65,1549.7510128246072,1542.4347424982125,2.0142347044102724,9.330505030804902,0.0,0.0,5.329070518200751e-15,31.039542538267764,234.41780442882765
66,1556.3800583833054,1461.8030507758797,0.0,94.57700760742529,0.0,0.0,1.264738939709087e-13,32.11069600869229,402.4405140414587
67,1549.7510128246072,1462.24167580553,0.0,87.50933701907722,0.0,0.0,-1.4210854715202004e-14,32.110696008692294,398.75422163082015
68,1530.3156346483238,1530.3156346483238,0.0,0.0,0.0,0.0,-7.105427357601002e-15,32.11069600869227,441.9213976418415
69,1499.398412758686,1463.0554271376952,0.0,36.342985620990646,0.0,0.0,-7.105427357601002e-15,32.110696008692294,394.9675440320383
70,1459.106304734349,1405.0106500606114,0.0,54.09565467373732,0.0,0.0,-2.842170943040401e-14,32.11069600869229,356.1282456464643
71,1412.185151151314,1412.1851511513137,0.0,0.0,0.0,0.0,-2.842170943040401e-14,32.11069600869228,360.1187895610246
72,1361.8325510853922,1336.4849830476483,2.152431962256394,27.499999999999996,0.0,0.0,-7.105427357601002e-15,31.40721612441091,312.4710628257272
73,1310.899958065341,1303.9838919523445,0.0,6.916066112996524,0.0,0.0,7.105427357601002e-15,31.407216124410915,279.3581829988291
74,1263.999555038543,1259.4119866066412,19.68570926139801,24.273277693299942,0.0,0.0,-7.105427357601002e-15,31.407216124410915,258.3200342034444
75,1223.725265920811,1226.1511963461394,19.48095740526862,17.055026979939903,0.0,0.0,-2.1316282072803006e-14,31.40721612441092,233.4984342034444
76,1192.8217169591076,1212.646336919411,30.0,10.175380039696412,0.0,0.0,-1.4210854715202004e-14,31.407216124410905,227.82950305275324
77,1173.3949339446435,1197.110981855631,30.0,6.2839520890128195,0.0,0.0,7.105427357601002e-15,31.407216124410912,220.1281467341634
78,1166.7688200355783,1192.6366062849395,30.0,4.1322137506386145,0.0,0.0,0.0,31.407216124410905,222.35032799182923
79,1173.3949339446435,1216.832237127048,43.43730318240441,0.0,0.0,0.0,-1.867950238931826e-14,16.663317410470558,65.8768
80,1192.8217169591076,1237.419711176851,44.597994217743505,0.0,0.0,0.0,-1.687538997430238e-14,16.663317410470558,65.8768
81,1223.725265920811,1227.0957656981489,3.3704997773381358,0.0,0.0,0.0,-5.440092820663267e-15,16.663317410470555,65.8768
82,1263.999555038543,1364.2308759087302,108.04751481016919,7.816193939982451,0.0,0.0,1.0547118733938987e-14,16.280962907441054,65.8768
83,1310.899958065341,1391.339852165248,96.21361329547865,15.773719195571418,0.0,0.0,-8.992806499463768e-15,15.97274548358332,65.8768
84,1361.230290041508,1403.834590110268,53.97470930952001,11.370409240760484,0.0,0.0,1.0647038806155251e-13,15.986447525563975,65.8768
85,1411.5606220176753,1462.1663672626369,64.33214634289457,13.72640109793279,0.0,0.0,-8.992806499463768e-15,16.299139935587345,65.8768
86,1458.461025044473,1475.3257857358926,33.24514815458549,16.380387463165942,0.0,0.0,-1.787459069646502e-14,16.793718082005185,65.8768
87,1498.7353141622057,1493.2916983710634,14.235415751984826,19.679031543126975,0.0,0.0,-5.440092820663267e-15,16.793718082005174,65.8768
88,1529.638863123909,1514.166900438384,7.781894833934523,23.253857519459995,0.0,0.0,-1.3322676295501878e-14,16.791431435648587,65.8768
89,1549.0656461383726,1543.8544247422192,1.66666666666667,6.877888062819951,0.0,0.0,-6.217248937900877e-15,31.039542538267796,237.5447196933777
90,1555.691760047438,1498.3513480498095,0.0,57.340411997628095,0.0,0.0,1.3260651328946507e-13,32.110696008692294,429.85873568458084
91,1549.0656461383726,1453.5127360566435,0.0,95.5529100817293,0.0,0.0,0.0,32.11069600869229,392.15975996060797
92,1529.638863123909,1522.4063211238504,0.0,7.232542000058502,0.0,0.0,-1.4210854715202004e-14,32.110696008692294,437.7472738875663
93,1498.7353141622057,1440.1046224528116,0.0,58.63069170939399,0.0,0.0,-1.4210854715202004e-14,32.11069600869228,375.61599999999993
94,1458.461025044473,1404.990473194022,0.0,53.47055185045105,0.0,0.0,-7.105427357601002e-15,32.11069600869228,356.01417459642846
95,1411.5606220176753,1408.2278807930384,0.0,3.332741224636527,0.0,0.0,7.105427357601002e-15,32.11069600869228,356.94286767213026
96,1361.230290041508,1334.7472391940505,1.0169491525423728,27.499999999999996,0.0,0.0,-2.842170943040401e-14,31.40721612441091,310.59526702732387
97,1310.2914348577544,1312.7914348577547,30.0,27.499999999999996,0.0,0.0,0.0,31.407216124410915,300.77627167324766
98,1263.412803121368,1259.5719437396924,20.293919989097127,24.13477937077242,0.0,0.0,7.105427357601002e-15,31.407216124410986,258.2707556878304
99,1223.157209434546,1228.1046763436595,21.696415745875985,16.748948836762217,0.0,0.0,-1.4210854715202004e-14,31.407216124410965,235.1515556878304
100,1192.268005981533,1221.2511288187825,28.983122837249965,0.0,0.0,0.0,-2.1316282072803006e-14,31.4072161244109,230.12469595710124
101,1172.8502409308276,1191.7556985332576,18.905457602430232,0.0,0.0,0.0,-1.4210854715202004e-14,31.407216124410894,210.72692004765128
102,1166.2272028812624,1176.3068652173822,10.770801339470992,0.6911390033510084,0.0,0.0,-7.105427357601002e-15,31.407216124410887,203.6221586631237
103,1172.8502409308276,1219.3436305107527,46.49338957992508,0.0,0.0,0.0,-1.4682699500667695e-14,16.66331741047054,65.8768
104,1192.268005981533,1221.6123853605975,29.34437937906484,0.0,0.0,0.0,1.3322676295501878e-14,16.66331741047054,65.8768
105,1223.157209434546,1226.5706845243465,3.413475089800559,0.0,0.0,0.0,3.197442310920451e-14,16.663317410470544,65.8768
106,1263.412803121368,1356.6203471821732,98.70611198681452,5.498567926009048,0.0,0.0,-4.629630012686903e-14,16.280962907441037,65.8768
107,1310.2914348577544,1393.905104884465,99.20613862811017,15.592468601399833,0.0,0.0,-4.085620730620576e-14,15.972745483583314,65.8768
108,1360.5984033614732,1412.6002870275395,66.1285428294491,14.126659163382776,0.0,0.0,1.5987211554602254e-14,15.986447525563968,65.8768
109,1410.905371865192,1464.6556160725527,67.34679968237228,13.596555475011453,0.0,0.0,-1.2434497875801753e-14,16.299139935587334,65.8768
110,1457.7840036015784,1478.5129628836817,37.05389566659048,16.324936384486865,0.0,0.0,-1.787459069646502e-14,16.79371808200517,65.8768
111,1498.0395972883996,1495.9301295159785,17.512581452770903,19.622049225192065,0.0,0.0,-3.0309088572266774e-14,16.793718082005167,65.8768
112,1528.9288007414134,1512.2140762261365,6.524038709240862,23.238763224518014,0.0,0.0,2.042810365310288e-14,16.791431435648576,65.8768
113,1548.3465657921183,1543.770827630169,0.0,4.575738161949514,0.0,0.0,-2.398081733190338e-14,31.038877013912593,239.2459848014461
114,1554.9696038416832,1488.0136870664724,0.0,66.95591677521074,0.0,0.0,1.2452899848612857e-13,32.11069600869229,421.51525649933495
115,1548.3465657921183,1452.7789348645879,0.0,95.56763092753053,0.0,0.0,-1.4210854715202004e-14,32.11069600869229,391.50385714529193
116,1528.9288007414134,1528.9288007414134,0.0,0.0,0.0,0.0,-2.1316282072803006e-14,32.11069600869229,440.6627443286126
117,1498.0395972883996,1396.383370140927,0.0,101.65622714747255,0.0,0.0,-1.4210854715202004e-14,32.11069600869229,352.95925168857036
118,1457.7840036015784,1425.799766127213,0.0,31.984237474365084,0.0,0.0,7.105427357601002e-15,32.11069600869228,369.0991614046026
119,1410.905371865192,1407.538081037142,0.0,3.367290828049837,0.0,0.0,0.0,32.110696008692294,356.50932713106
120,1360.5984033614732,1351.0161986975718,17.917795336098678,27.499999999999996,0.0,0.0,-2.1316282072803006e-14,31.407216124410915,326.89600272997995
121,1257.2683792466598,1231.7549378914941,0.0,25.513441355165234,0.0,0.0,0.0,31.405582758539975,229.7733682285678
122,1212.2867669300792,1195.1146033052257,0.4007113716942535,17.572874996546886,0.0,0.0,-2.842170943040401e-14,31.40489299970445,200.74639999999997
123,1173.6601807494735,1188.1160291679082,22.69996949700236,8.24412107856722,0.0,0.0,-7.105427357601002e-15,31.40489299970445,200.74639999999997
124,1144.0209587196,1172.1857865311054,30.0,1.8351721884947303,0.0,0.0,-2.1316282072803006e-14,31.3293269181313,192.6755165288733
125,1125.3889648406637,1155.3889648406634,30.0,0.0,0.0,0.0,-2.1316282072803006e-14,31.228881375580798,184.59478199781182
126,1119.0339387046884,1126.8816257867811,7.847687082092724,0.0,0.0,0.0,-7.105427357601002e-15,31.27529175194241,163.78
127,1125.3889648406637,1148.2525413376884,22.863576497024788,0.0,0.0,0.0,3.552713678800501e-15,14.536384153067118,65.8768
128,1144.0209587196,1166.7013551456348,22.68039642603488,0.0,0.0,0.0,2.6645352591003757e-14,14.536384153067125,65.8768
129,1173.6601807494735,1211.3737738482391,37.71359309876581,0.0,0.0,0.0,0.0,14.52383004672743,65.8768
130,1212.2867669300792,1327.5024598933715,123.12499999999999,7.909307036707635,0.0,0.0,3.5416114485542494e-14,14.142410733210507,65.8768
131,1257.2683792466598,1350.1718292161213,105.01189841400333,12.10844844454144,0.0,0.0,1.5987211554602254e-14,14.170102797906686,65.8768
132,1305.5395951554697,1372.6718288293896,80.28797636211442,13.15574268819405,0.0,0.0,-1.609823385706477e-14,14.170102797906683,65.8768
133,1353.8108110642797,1417.4759984314287,73.28704116486533,9.621853797716263,0.0,0.0,1.5987211554602254e-14,14.348456144711932,65.8768
134,1398.7924233808603,1415.575438672685,28.276277893224744,11.493262601399787,0.0,0.0,6.994405055138486e-15,14.603392123464934,65.8768
135,1437.4190095614658,1457.5175613084386,34.99999999999999,14.901448253027354,0.0,0.0,5.1514348342607263e-14,14.613325147552272,65.8768
136,1467.0582315913396,1467.561888260363,18.97646236618879,18.472805697165345,0.0,0.0,1.9539925233402755e-14,14.61332514755227,65.8768
137,1485.6902254702754,1469.8008912734654,10.602744328923906,26.492078525734083,0.0,0.0,-1.7319479184152442e-14,31.215547861608208,178.47963835413307
138,1492.0452516062508,1396.4202516062503,0.0,95.625,0.0,0.0,1.2355878375030454e-13,32.06399511424035,360.2995676128722
139,1485.6902254702754,1397.0713116096804,0.0,88.61891386059509,0.0,0.0,-1.4210854715202004e-14,31.41959072268562,357.77080333301603
140,1467.0582315913396,1395.448419311711,0.0,71.60981227962847,0.0,0.0,-2.1316282072803006e-14,31.419590722685605,354.85256612724487
141,1437.4190095614658,1370.3436396308364,0.0,67.0753699306294,0.0,0.0,-1.4210854715202004e-14,31.40721612441091,343.12589520051176
142,1398.7924233808603,1376.7869648327996,0.0,22.00545854806083,0.0,0.0,-2.842170943040401e-14,31.407216124410905,341.5790900274824
143,1353.8108110642797,1329.7437092143366,0.0,24.067101849943104,0.0,0.0,0.0,31.40721612441092,305.4591896274051
144,1305.5395951554697,1278.0395951554694,0.0,27.499999999999996,0.0,0.0,-7.105427357601002e-15,31.407216124410905,265.7169804952176
145,1256.6299462628597,1256.62994626286,0.0,0.0,0.0,0.0,-7.105427357601002e-15,31.407216124410912,239.079010588085
146,1211.6711753264026,1212.9057562619412,1.2345809355387876,0.0,0.0,0.0,0.0,31.40721612441091,207.7794701520839
147,1173.064203483576,1194.9289106781912,25.342832194615237,3.4781250000000004,0.0,0.0,0.0,31.407216124410912,203.38752248734642
148,1143.4400320644315,1171.6850960638349,30.0,1.7549360005966383,0.0,0.0,0.0,31.331032660323988,191.99912438599927
149,1124.8174993949253,1148.0178585158462,30.0,6.799640879078912,0.0,0.0,-1.4210854715202004e-14,31.243693238843964,177.1049829427672
150,1118.4657003012946,1127.0692915249047,16.827154349343616,8.223563125733406,0.0,0.0,-1.4210854715202004e-14,31.37667144884439,163.78
151,1124.8174993949253,1149.7442842474827,24.926784852557436,0.0,0.0,0.0,8.854028621385623e-15,14.536384153067129,65.8768
152,1143.4400320644315,1168.084576621741,24.644544557309278,0.0,0.0,0.0,2.1316282072803006e-14,14.536384153067129,65.8768
153,1173.064203483576,1200.6599297489054,27.59572626532909,0.0,0.0,0.0,3.6415315207705135e-14,14.53638415306713,65.8768
154,1211.6711753264026,1324.901890536501,120.40289625827685,7.1721810481781505,0.0,0.0,-2.842170943040401e-14,14.294911287320629,65.8768
155,1256.6299462628597,1352.6951529806095,107.99124665716911,11.926039939419674,0.0,0.0,5.5067062021407764e-14,14.170102797906686,65.8768
156,1304.8766503515103,1376.8621838190486,85.71433216701196,13.728798699473474,0.0,0.0,2.4868995751603507e-14,14.170102797906694,65.8768
157,1353.1233544401612,1419.9215814147324,76.28847628086866,9.490249306297589,0.0,0.0,8.348877145181177e-14,14.348456144711951,65.8768
158,1398.0821253766185,1409.6775367182797,23.030497365447406,11.435086023785988,0.0,0.0,0.0,14.610030840087067,65.8768
159,1436.6890972194446,1445.3616132321436,23.67813495005656,15.005618937357516,0.0,0.0,3.6415315207705135e-14,14.613325147552283,65.8768
160,1466.3132686385895,1480.9788518366765,32.94958286819566,18.28399967010824,0.0,0.0,2.842170943040401e-14,14.613325147552276,65.8768
161,1484.935801308095,1480.4288212768186,14.27087009755106,18.77785012882764,0.0,0.0,-3.377853552422039e-14,30.840603553285842,190.8937123768512
162,1491.2876004017262,1400.1454451605653,0.0,91.14215524116075,0.0,0.0,1.1548616426386078e-13,32.11069600869228,363.8927501002281
163,1484.935801308095,1397.8414300246832,0.0,87.0943712834123,0.0,0.0,-2.1316282072803006e-14,32.11069600869228,358.1089162298454
164,1466.3132686385895,1405.7718784077208,0.0,60.54139023086873,0.0,0.0,0.0,32.11069600869227,359.3771076364396
165,1436.6890972194446,1404.7892978939742,0.0,31.899799325470298,0.0,0.0,7.105427357601002e-15,32.11069600869228,361.6691680893319
166,1398.0821253766185,1370.5821253766185,0.0,27.499999999999996,0.0,0.0,0.0,31.40721612441091,340.72589635618067
167,1353.1233544401612,1342.0464426548326,16.423088214671584,27.499999999999996,0.0,0.0,-7.105427357601002e-15,31.4072161244109,319.88169680295397
168,1304.8766503515103,1282.2533966540082,4.876746302497829,27.499999999999996,0.0,0.0,1.4210854715202004e-14,31.40721612441092,269.8618840153166
169,1308.2965288474136,1311.8343715673739,3.5378427199601923,0.0,0.0,0.0,-1.4210854715202004e-14,31.40721612441088,282.58882653428657
170,1261.489269373502,1291.4892693735023,30.0,0.0,0.0,0.0,7.105427357601002e-15,31.407216124410915,275.3064359213664
171,1221.294964437915,1226.222387407142,4.927422969226962,0.0,0.0,0.0,0.0,31.407216124410905,222.60782738878797
172,1190.4527894977832,1209.8115222710462,29.122598761247502,9.763865987984618,0.0,0.0,0.0,31.407216124410915,224.2221070004749
173,1171.0645878061725,1187.3147332674855,22.986279473328363,6.7361340120153885,0.0,0.0,-1.4210854715202004e-14,31.407216124410922,210.01839999999996
174,1164.4516332678481,1164.4516332678481,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,31.407216124410912,190.8650549131068
175,1171.0645878061725,1181.6604868928043,10.595899086631679,0.0,0.0,0.0,-1.9539925233402755e-14,16.663317410470558,65.8768
176,1190.4527894977832,1241.1000507238696,50.647261226086215,0.0,0.0,0.0,-3.552713678800501e-14,16.663317410470558,65.8768
177,1221.294964437915,1224.8875658407892,3.592601402873875,0.0,0.0,0.0,3.197442310920451e-14,16.663317410470558,65.8768
178,1261.489269373502,1357.7811258936795,102.47198876093667,6.180132240759476,0.0,0.0,-2.142730437526552e-14,16.280962907441037,65.8768
179,1308.2965288474136,1395.6898263743578,99.68380438842249,12.290506861478306,0.0,0.0,4.440892098500626e-14,16.110522559113573,65.8768
180,1358.526905479156,1428.7028090480435,87.75395139391688,17.57804782502951,0.0,0.0,-3.7414515929867775e-14,16.110522559113576,65.8768
181,1408.7572821108986,1471.9134067188074,76.35213191789781,13.19600730998891,0.0,0.0,4.440892098500626e-14,16.299139935587345,65.8768
182,1455.5645415848103,1453.1510935559718,13.729704507870672,16.143152536709728,0.0,0.0,-5.5067062021407764e-14,16.793718082005185,65.8768
183,1495.7588465203974,1508.2003057838283,31.876704818501086,19.43524555507035,0.0,0.0,2.220446049250313e-14,16.79371808200518,65.8768
184,1526.601021460529,1506.2948393848721,2.870725595306511,23.17690767096373,0.0,0.0,-3.552713678800501e-14,16.791431435648615,65.8768
185,1545.9892231521396,1547.7694893872545,4.166666666666666,2.3864004315521608,0.0,0.0,-2.2648549702353193e-14,31.407216124410965,248.75056945470473
186,1552.602177690464,1457.9623848753674,0.0,94.63979281509678,0.0,0.0,1.1452314105667938e-13,32.11069600869227,399.0581334595392
187,1545.9892231521396,1466.8864899112414,0.0,79.10273324089812,0.0,0.0,-7.105427357601002e-15,32.11069600869228,402.1391301755573
188,1526.601021460529,1430.9760214605294,0.0,95.625,0.0,0.0,0.0,32.11069600869229,372.90192090280937
189,1495.7588465203974,1430.1920278662253,0.0,65.56681865417184,0.0,0.0,-7.105427357601002e-15,32.11069600869229,369.51055745943637
190,1455.5645415848103,1448.4247506598128,0.0,7.139790924997476,0.0,0.0,7.105427357601002e-15,32.11069600869229,382.6987747298655
191,1408.7572821108986,1408.7572821108986,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,32.11069600869229,356.9992457653282
192,1358.526905479156,1332.938522843494,1.9116173643377292,27.499999999999996,0.0,0.0,-7.105427357601002e-15,31.407216124410915,308.3534153355085
193,1307.575771536489,1280.075771536489,0.0,27.499999999999996,0.0,0.0,0.0,31.407216124410912,267.3535493602047
194,1260.7942987812044,1242.8715203600905,7.255049302328892,25.177827723442935,0.0,0.0,-1.4210854715202004e-14,31.40721612441096,241.62653758234939
195,1220.622137402908,1235.0834651380378,30.0,15.538672264870165,0.0,0.0,-7.105427357601002e-15,31.407216124410954,240.9961328485565
196,1189.7969538118953,1219.7969538118955,30.0,0.0,0.0,0.0,-2.1316282072803006e-14,31.40721612441092,228.18924874936323
197,1170.419433328869,1199.5223337487341,30.0,0.8970995801347346,0.0,0.0,-2.1316282072803006e-14,31.40721612441091,218.63763583942378
198,1163.8101219518808,1193.8101219518808,30.0,0.0,0.0,0.0,-1.4210854715202004e-14,31.407216124410912,220.37806341117
199,1170.419433328869,1206.8576262151246,36.438192886255706,0.0,0.0,0.0,-1.0658141036401503e-14,16.663317410470555,65.8768
200,1189.7969538118953,1200.0080382998203,10.211084487924971,0.0,0.0,0.0,-3.2862601528904634e-14,16.663317410470558,65.8768
201,1220.622137402908,1228.934202000821,8.312064597913215,0.0,0.0,0.0,0.0,16.663317410470555,65.8768
202,1260.7942987812044,1372.850506567061,123.12499999999999,11.06879221414328,0.0,0.0,-6.572520305780927e-14,16.25654331845858,65.8768
203,1307.575771536489,1386.992292129381,86.16762332117607,6.751102728284188,0.0,0.0,-3.552713678800501e-15,16.27441032396162,65.8768
204,1357.7784756105277,1427.0592490096524,84.71649058989543,15.435717190770907,0.0,0.0,1.5987211554602254e-14,16.274410323961625,65.8768
205,1407.9811796845668,1480.5852809704897,88.7525919193446,16.14849063342184,0.0,0.0,-3.552713678800501e-15,16.27441032396163,65.8768
206,1454.7626524398513,1450.5265324596617,11.84135425558061,16.077474235770122,0.0,0.0,-6.572520305780927e-14,16.763987195421937,65.8768
