Line,From_bus,To_bus,From_zone,To_zone,Hour,Flow_MW,LineLoss_MW,Limit_MW,Loading_pct,ShadowPrice,BindingSide,CongestionRent
1,1,2,Z1,Z1,19,10.478616423474007,0.0,175.0,5.9877808134137185,0.0,None,1.1791395769808526
1,1,2,Z1,Z1,20,9.631237153581052,0.0,175.0,5.503564087760601,0.0,None,1.0837855346661076
1,1,2,Z1,Z1,21,1.1599377544538552,0.0,175.0,0.6628215739736316,0.0,None,0.13052567799379297
1,1,2,Z1,Z1,22,4.826346214904098,0.0,175.0,2.7579121228023418,0.0,None,0.5430999288662218
1,1,2,Z1,Z1,23,-5.153356248867119,0.0,175.0,2.9447749993526395,0.0,None,-0.5798977710175824
1,1,2,Z1,Z1,24,-21.904006590939574,0.0,175.0,12.516575194822614,0.0,None,-2.252574521182831
1,1,2,Z1,Z1,25,-38.131656947470454,0.0,175.0,21.789518255697402,0.0,None,-3.9214012529509463
1,1,2,Z1,Z1,26,-39.90880093739463,0.0,175.0,22.805029107082646,0.0,None,-4.10416002156025
1,1,2,Z1,Z1,27,-46.20340756925664,0.0,175.0,26.401947182432366,0.0,None,-4.751487735827471
1,1,2,Z1,Z1,28,-53.430366568584546,0.0,175.0,30.531638039191172,0.0,None,-5.4946971409165295
1,1,2,Z1,Z1,29,-62.090895664097026,0.0,175.0,35.48051180805544,0.0,None,-6.3853327011059395
1,1,2,Z1,Z1,30,-19.115493841305756,0.0,175.0,10.923139337889003,0.0,None,-1.9658081368804798
1,1,2,Z1,Z1,31,1.192693052694107,0.0,175.0,0.6815388872537754,0.0,None,2.7327525364861125
1,1,2,Z1,Z1,32,2.9698759901932803,0.0,175.0,1.6970719943961603,0.0,None,6.804714865167759
1,1,2,Z1,Z1,33,6.387788740481515,0.0,175.0,3.6501649945608654,0.0,None,14.635991920685175
1,1,2,Z1,Z1,34,-0.5318748613544049,0.0,175.0,0.30392849220251705,0.0,None,-1.2612748620835927
1,1,2,Z1,Z1,35,-10.747350426365598,0.0,175.0,6.141343100780341,0.0,None,-25.515479603045538
1,1,2,Z1,Z1,36,4.974098370954303,0.0,175.0,2.842341926259602,0.0,None,11.547441864393175
1,1,2,Z1,Z1,37,6.15998377399678,0.0,175.0,3.51999072799816,0.0,None,14.584501599066433
1,1,2,Z1,Z1,38,7.15980476703812,0.0,175.0,4.091317009736069,0.0,None,16.807450556017603
1,1,2,Z1,Z1,39,6.580772713703352,0.0,175.0,3.76044155068763,0.0,None,15.448188268367343
1,1,2,Z1,Z1,40,4.940980694087706,0.0,175.0,2.823417539478689,0.0,None,11.609370109665218
1,1,2,Z1,Z1,41,-16.000915765991113,0.0,175.0,9.143380437709206,0.0,None,-1.6455096934171516
1,1,2,Z1,Z1,42,7.189141084754075,0.0,175.0,4.1080806198594715,0.0,None,0.8089809221895521
1,1,2,Z1,Z1,43,-3.60035988996402,0.0,175.0,2.0573485085508687,0.0,None,-0.40514192581004294
1,1,2,Z1,Z1,44,-3.544196774824769,0.0,175.0,2.025255299899868,0.0,None,-0.3988219929915394
1,1,2,Z1,Z1,45,8.027480671088322,0.0,175.0,4.58713181205047,0.0,None,0.9033177454157562
1,1,2,Z1,Z1,46,-6.591044512063768,0.0,175.0,3.766311149750725,0.0,None,-0.741678206715028
1,1,2,Z1,Z1,47,-7.1566681773837715,0.0,175.0,4.089524672790727,0.0,None,-0.8053268052038228
1,1,2,Z1,Z1,48,-21.38255974288723,0.0,175.0,12.218605567364133,0.0,None,-2.1989497252261105
1,1,2,Z1,Z1,49,-20.684402927181317,0.0,175.0,11.819658815532181,0.0,None,-2.1271523465903774
1,1,2,Z1,Z1,50,-36.71606769988107,0.0,175.0,20.980610114217757,0.0,None,-3.775824220806553
1,1,2,Z1,Z1,51,-47.83281977705558,0.0,175.0,27.33303987260319,0.0,None,-4.919053994016527
1,1,2,Z1,Z1,52,-56.64127446896996,0.0,175.0,32.36644255369712,0.0,None,-5.824901996190114
1,1,2,Z1,Z1,53,-64.53246959092817,0.0,175.0,36.87569690910181,0.0,None,-6.636420427743089
1,1,2,Z1,Z1,54,-35.73296695529973,0.0,175.0,20.418838260171274,0.0,None,-3.674723644535004
1,1,2,Z1,Z1,55,1.15058453074937,0.0,175.0,0.6574768747139258,0.0,None,2.636271576953216
1,1,2,Z1,Z1,56,2.8913288687953873,0.0,175.0,1.6521879250259355,0.0,None,6.624744130242382
1,1,2,Z1,Z1,57,6.456552940091491,0.0,175.0,3.6894588229094234,0.0,None,14.793547580525074
1,1,2,Z1,Z1,58,-1.7442805735342812,0.0,175.0,0.9967317563053036,0.0,None,-4.13634371479273
1,1,2,Z1,Z1,59,-10.57400209284487,0.0,175.0,6.042286910197068,0.0,None,-25.1039301799134
1,1,2,Z1,Z1,60,5.153820148109107,0.0,175.0,2.9450400846337756,0.0,None,11.96466858945741
1,1,2,Z1,Z1,61,6.2646833252515055,0.0,175.0,3.5798190430008603,0.0,None,14.83239036447879
1,1,2,Z1,Z1,62,7.168615380471646,0.0,175.0,4.096351645983797,0.0,None,16.828133235849055
1,1,2,Z1,Z1,63,6.589826625508657,0.0,175.0,3.7656152145763757,0.0,None,15.469442084631595
1,1,2,Z1,Z1,64,4.896559770787537,0.0,175.0,2.7980341547357352,0.0,None,11.504998331847565
1,1,2,Z1,Z1,65,-14.859980425895017,0.0,175.0,8.491417386225724,0.0,None,-1.5281776488550114
1,1,2,Z1,Z1,66,10.587322886241145,0.0,175.0,6.049898792137797,0.0,None,1.1913721167878428
1,1,2,Z1,Z1,67,7.731918898195138,0.0,175.0,4.418239370397222,0.0,None,0.8700587186724681
1,1,2,Z1,Z1,68,-3.577560062349889,0.0,175.0,2.044320035628508,0.0,None,-0.402576302830664
1,1,2,Z1,Z1,69,-5.384120832042041,0.0,175.0,3.076640475452595,0.0,None,-0.6058652882918553
1,1,2,Z1,Z1,70,-6.904488239654762,0.0,175.0,3.9454218512312926,0.0,None,-0.7769494571762042
1,1,2,Z1,Z1,71,-7.710041231182942,0.0,175.0,4.405737846390252,0.0,None,-0.8675968647421821
1,1,2,Z1,Z1,72,-21.24285740293959,0.0,175.0,12.138775658822622,0.0,None,-2.184582950352793
1,1,2,Z1,Z1,73,-38.91585565630501,0.0,175.0,22.237631803602863,0.0,None,-4.002047048218187
1,1,2,Z1,Z1,74,-41.24961708118349,0.0,175.0,23.57120976067628,0.0,None,-4.242047502124875
1,1,2,Z1,Z1,75,-52.63148237489568,0.0,175.0,30.075132785654677,0.0,None,-5.41254111285801
1,1,2,Z1,Z1,76,-54.00208660823465,0.0,175.0,30.858335204705515,0.0,None,-5.553491954971149
1,1,2,Z1,Z1,77,-57.47433488424913,0.0,175.0,32.842477076713784,0.0,None,-5.910572654581902
1,1,2,Z1,Z1,78,-19.690525414314546,0.0,175.0,11.25172880817974,0.0,None,-2.0249435039585317
1,1,2,Z1,Z1,79,1.1081126467273528,0.0,175.0,0.6332072267013444,0.0,None,2.538958065712131
1,1,2,Z1,Z1,80,2.8354865793384185,0.0,175.0,1.6202780453362393,0.0,None,6.496795738313698
1,1,2,Z1,Z1,81,6.489722499247591,0.0,175.0,3.708412856712909,0.0,None,14.869547182193925
1,1,2,Z1,Z1,82,-2.3166777741474665,0.0,175.0,1.3238158709414094,0.0,None,-5.493712247725468
1,1,2,Z1,Z1,83,-10.400826155587785,0.0,175.0,5.943329231764449,0.0,None,-24.692790045877995
1,1,2,Z1,Z1,84,4.665174136762532,0.0,175.0,2.6658137924357326,0.0,None,11.062878307422743
1,1,2,Z1,Z1,85,6.3693532876205,0.0,175.0,3.6396304500688577,0.0,None,15.080209074649572
1,1,2,Z1,Z1,86,7.177884705076888,0.0,175.0,4.101648402901079,0.0,None,16.849892727910582
1,1,2,Z1,Z1,87,6.599351915444849,0.0,175.0,3.7710582373970567,0.0,None,15.491802448474381
1,1,2,Z1,Z1,88,4.85254209471627,0.0,175.0,2.772881196980726,0.0,None,11.401574027136121
1,1,2,Z1,Z1,89,-13.487425503108174,0.0,175.0,7.707100287490386,0.0,None,-1.3870262008238232
1,1,2,Z1,Z1,90,2.5303934453531323,0.0,175.0,1.4459391116303613,0.0,None,0.2847405550664888
1,1,2,Z1,Z1,91,10.400026633245025,0.0,175.0,5.9428723618543,0.0,None,1.1702960113553353
1,1,2,Z1,Z1,92,-3.43466035446839,0.0,175.0,1.9626630596962227,0.0,None,-0.38649605957215416
1,1,2,Z1,Z1,93,0.07279388090893324,0.0,175.0,0.04159650337653328,0.0,None,0.008191362530407163
1,1,2,Z1,Z1,94,-6.909196258129045,0.0,175.0,3.9481121475023118,0.0,None,-0.7774792419004306
1,1,2,Z1,Z1,95,-7.89583274996923,0.0,175.0,4.511904428553846,0.0,None,-0.8885036451810127
1,1,2,Z1,Z1,96,-22.2426560701645,0.0,175.0,12.710089182951142,0.0,None,-2.287400715438518
1,1,2,Z1,Z1,97,-21.327349414581047,0.0,175.0,12.187056808332025,0.0,None,-2.193271979543725
1,1,2,Z1,Z1,98,-41.2070905707107,0.0,175.0,23.54690889754897,0.0,None,-4.237674140859916
1,1,2,Z1,Z1,99,-51.627058772196996,0.0,175.0,29.501176441255428,0.0,None,-5.309247726484319
1,1,2,Z1,Z1,100,-54.9470797600458,0.0,175.0,31.398331291454742,0.0,None,-5.6506736047129165
1,1,2,Z1,Z1,101,-64.40052273616054,0.0,175.0,36.80029870637745,0.0,None,-6.622851215098095
1,1,2,Z1,Z1,102,-31.447014984142267,0.0,175.0,17.969722848081293,0.0,None,-3.233962902012172
1,1,2,Z1,Z1,103,1.024986629536027,0.0,175.0,0.5857066454491583,0.0,None,2.348495956609984
1,1,2,Z1,Z1,104,2.876677824001611,0.0,175.0,1.6438158994294918,0.0,None,6.591174990444049
1,1,2,Z1,Z1,105,6.433325480552114,0.0,175.0,3.6761859888869224,0.0,None,14.740327769418549
1,1,2,Z1,Z1,106,1.9326116986603399,0.0,175.0,1.1043495420916227,0.0,None,4.582947476558286
1,1,2,Z1,Z1,107,-10.228039513080857,0.0,175.0,5.844594007474775,0.0,None,-24.282574143570734
1,1,2,Z1,Z1,108,-0.6625682838602085,0.0,175.0,0.37861044792011916,0.0,None,-1.5711980045808311
1,1,2,Z1,Z1,109,6.473862199830323,0.0,175.0,3.6993498284744706,0.0,None,15.327646479221116
1,1,2,Z1,Z1,110,7.187609994152897,0.0,175.0,4.107205710944513,0.0,None,16.87272258439496
1,1,2,Z1,Z1,111,6.609345760963095,0.0,175.0,3.7767690062646255,0.0,None,15.515262734037638
1,1,2,Z1,Z1,112,4.808984380133552,0.0,175.0,2.7479910743620297,0.0,None,11.299230451835957
1,1,2,Z1,Z1,113,-12.917344971687761,0.0,175.0,7.3813399838215785,0.0,None,-1.3296620066905578
1,1,2,Z1,Z1,114,-0.44403167459000237,0.0,175.0,0.2537323854800014,0.0,None,-0.04996607374321395
1,1,2,Z1,Z1,115,10.370287211049343,0.0,175.0,5.92587840631391,0.0,None,1.1669494884662146
1,1,2,Z1,Z1,116,-3.647215968852393,0.0,175.0,2.084123410772796,0.0,None,-0.41041455482961925
1,1,2,Z1,Z1,117,4.327640843092633,0.0,175.0,2.4729376246243615,0.0,None,0.4869815237837984
1,1,2,Z1,Z1,118,-6.694442450985266,0.0,175.0,3.825395686277295,0.0,None,-0.7533133880246007
1,1,2,Z1,Z1,119,-7.188147454545149,0.0,175.0,4.107512831168656,0.0,None,-0.8088691107960552
1,1,2,Z1,Z1,120,-12.52016568193413,0.0,175.0,7.154380389676645,0.0,None,-1.2875546808764329
1,1,2,Z1,Z1,121,-56.59896219000825,0.0,175.0,32.342264108576146,0.0,None,-5.826080344460782
1,1,2,Z1,Z1,122,-69.86086542166755,0.0,175.0,39.92049452666718,0.0,None,-7.190554344778938
1,1,2,Z1,Z1,123,-67.32203790470604,0.0,175.0,38.46973594554631,0.0,None,-6.929240988258881
1,1,2,Z1,Z1,124,-62.14512799862895,0.0,175.0,35.511501713502255,0.0,None,-6.332515404608011
1,1,2,Z1,Z1,125,-57.72981672981208,0.0,175.0,32.98846670274976,0.0,None,-6.2113838868448275
1,1,2,Z1,Z1,126,-49.048192716759985,0.0,175.0,28.02753869529142,0.0,None,-5.290030084431297
1,1,2,Z1,Z1,127,-5.089518345964681,0.0,175.0,2.9082961976941033,0.0,None,-6.342615068081784
1,1,2,Z1,Z1,128,-3.4245255258983534,0.0,175.0,1.9568717290847735,0.0,None,-4.2676822687583105
1,1,2,Z1,Z1,129,0.038352593667881685,0.0,175.0,0.021915767810218107,0.0,None,0.047896338006861744
1,1,2,Z1,Z1,130,-9.249475511250504,0.0,175.0,5.285414577857431,0.0,None,-12.050391311733613
1,1,2,Z1,Z1,131,-10.53846110755,0.0,175.0,6.021977775742858,0.0,None,-13.671286069212817
1,1,2,Z1,Z1,132,-5.9354581153780135,0.0,175.0,3.391690351644579,0.0,None,-7.69992364340835
1,1,2,Z1,Z1,133,6.418176309408787,0.0,175.0,3.6675293196621643,0.0,None,8.303352802679578
1,1,2,Z1,Z1,134,8.035013243658405,0.0,175.0,4.591436139233374,0.0,None,10.310117765840822
1,1,2,Z1,Z1,135,7.174933334308179,0.0,175.0,4.099961905318959,0.0,None,9.212721813846212
1,1,2,Z1,Z1,136,5.321343725551976,0.0,175.0,3.0407678431725578,0.0,None,6.832685006974125
1,1,2,Z1,Z1,137,-21.71697214172654,0.0,175.0,12.409698366700882,0.0,None,-2.40028457662327
1,1,2,Z1,Z1,138,7.262208132786311,0.0,175.0,4.149833218735035,0.0,None,1.56833956282819
1,1,2,Z1,Z1,139,7.043571551590139,0.0,175.0,4.02489802948008,0.0,None,0.7413471160828495
1,1,2,Z1,Z1,140,5.883781603190984,0.0,175.0,3.362160916109134,0.0,None,0.6192773781366542
1,1,2,Z1,Z1,141,4.133876021195475,0.0,175.0,2.362214869254557,0.0,None,0.42512148452901605
1,1,2,Z1,Z1,142,-9.288621547483595,0.0,175.0,5.307783741419198,0.0,None,-0.9552276268683264
1,1,2,Z1,Z1,143,-25.12653927684297,0.0,175.0,14.358022443910267,0.0,None,-2.583974851611306
1,1,2,Z1,Z1,144,-41.26030756334205,0.0,175.0,23.57731860762403,0.0,None,-4.243146894951916
1,1,2,Z1,Z1,145,-57.01394712360366,0.0,175.0,32.579398356344946,0.0,None,-5.863227081743944
1,1,2,Z1,Z1,146,-69.74744011774823,0.0,175.0,39.8556800672847,0.0,None,-7.172720016982735
1,1,2,Z1,Z1,147,-66.25302281592056,0.0,175.0,37.85887018052603,0.0,None,-6.8133594886800015
1,1,2,Z1,Z1,148,-61.787346271374886,0.0,175.0,35.30705501221422,0.0,None,-6.290082121978764
1,1,2,Z1,Z1,149,-53.76429404199112,0.0,175.0,30.72245373828064,0.0,None,-5.739564697095889
1,1,2,Z1,Z1,150,-48.05971728970589,0.0,175.0,27.462695594117648,0.0,None,-4.998194232757108
1,1,2,Z1,Z1,151,-5.128518397748526,0.0,175.0,2.930581941570586,0.0,None,-6.3912173717351966
1,1,2,Z1,Z1,152,-3.44362278162811,0.0,175.0,1.9677844466446346,0.0,None,-4.291481483873942
1,1,2,Z1,Z1,153,0.006761505652001176,0.0,175.0,0.0038637175154292436,0.0,None,0.008426264474575595
1,1,2,Z1,Z1,154,-7.973192225983238,0.0,175.0,4.5561098434189935,0.0,None,-10.343425922798918
1,1,2,Z1,Z1,155,-10.366857475254632,0.0,175.0,5.92391855728836,0.0,None,-13.448668903036205
1,1,2,Z1,Z1,156,-7.183242520080961,0.0,175.0,4.104710011474835,0.0,None,-9.318643623043267
1,1,2,Z1,Z1,157,6.5220505813030325,0.0,175.0,3.7268860464588753,0.0,None,8.437737507162575
1,1,2,Z1,Z1,158,8.045216544445658,0.0,175.0,4.59726659682609,0.0,None,10.327867411947658
1,1,2,Z1,Z1,159,6.980746884140007,0.0,175.0,3.988998219508576,0.0,None,8.963383504755125
1,1,2,Z1,Z1,160,5.491571786969459,0.0,175.0,3.1380410211254053,0.0,None,7.0512603862394165
1,1,2,Z1,Z1,161,-23.676931254828837,0.0,175.0,13.529675002759335,0.0,None,-2.658626303764589
1,1,2,Z1,Z1,162,7.230431706621287,0.0,175.0,4.13167526092645,0.0,None,0.8136272804905117
1,1,2,Z1,Z1,163,5.092414262289088,0.0,175.0,2.909951007022336,0.0,None,0.5730400805201027
1,1,2,Z1,Z1,164,-0.5239833723158585,0.0,175.0,0.29941906989477624,0.0,None,-0.058962892333135376
1,1,2,Z1,Z1,165,-6.398885695381887,0.0,175.0,3.6565061116467925,0.0,None,-0.7200549258677752
1,1,2,Z1,Z1,166,-9.61822179427027,0.0,175.0,5.49612673958301,0.0,None,-0.9891232119068345
1,1,2,Z1,Z1,167,-15.695220666027716,0.0,175.0,8.968697523444408,0.0,None,-1.6140724770991441
1,1,2,Z1,Z1,168,-38.701885278369836,0.0,175.0,22.115363016211337,0.0,None,-3.980042661960195
1,1,2,Z1,Z1,169,-38.19022746545315,0.0,175.0,21.822987123116086,0.0,None,-3.927424555398037
1,1,2,Z1,Z1,170,-36.515798699938635,0.0,175.0,20.866170685679222,0.0,None,-3.755228863296037
1,1,2,Z1,Z1,171,-62.64559095011112,0.0,175.0,35.79748054292064,0.0,None,-6.4423767155467795
1,1,2,Z1,Z1,172,-55.80678768381458,0.0,175.0,31.889592962179762,0.0,None,-5.739084652102434
1,1,2,Z1,Z1,173,-62.91491744029862,0.0,175.0,35.951381394456355,0.0,None,-6.470073839685104
1,1,2,Z1,Z1,174,-38.81815604735825,0.0,175.0,22.181803455633286,0.0,None,-3.991999769930112
1,1,2,Z1,Z1,175,1.0923416197322653,0.0,175.0,0.6241952112755802,0.0,None,2.502822771785111
1,1,2,Z1,Z1,176,2.697666234001946,0.0,175.0,1.5415235622868262,0.0,None,6.181015498421386
1,1,2,Z1,Z1,177,6.242678012381866,0.0,175.0,3.5672445785039235,0.0,None,14.303507624419817
1,1,2,Z1,Z1,178,0.3452638602402356,0.0,175.0,0.19729363442299178,0.0,None,0.8187501597613283
1,1,2,Z1,Z1,179,-4.570790435966151,0.0,175.0,2.6118802491235145,0.0,None,-10.839059138940621
1,1,2,Z1,Z1,180,-7.65625211446258,0.0,175.0,4.375001208264332,0.0,None,-18.155846480797535
1,1,2,Z1,Z1,181,6.785110801617213,0.0,175.0,3.877206172352693,0.0,None,16.06456493501813
1,1,2,Z1,Z1,182,7.219492159677578,0.0,175.0,4.12542409124433,0.0,None,16.94756511685369
1,1,2,Z1,Z1,183,6.642108328178366,0.0,175.0,3.7954904732447807,0.0,None,15.59217198596228
1,1,2,Z1,Z1,184,4.6816352075463,0.0,175.0,2.6752201185978857,0.0,None,11.000009756743172
1,1,2,Z1,Z1,185,-8.149408999470836,0.0,175.0,4.656805142554764,0.0,None,-0.8380727516078315
1,1,2,Z1,Z1,186,10.429049207293266,0.0,175.0,5.959456689881867,0.0,None,1.1735618686310607
1,1,2,Z1,Z1,187,9.922328586892538,0.0,175.0,5.669902049652879,0.0,None,1.1165415222570592
1,1,2,Z1,Z1,188,9.38419414633322,0.0,175.0,5.362396655047554,0.0,None,1.0559862360478545
1,1,2,Z1,Z1,189,0.18323461899742632,0.0,175.0,0.1047054965699579,0.0,None,0.020619057173317374
1,1,2,Z1,Z1,190,-3.720200940708165,0.0,175.0,2.125829108976094,0.0,None,-0.4186274204754296
1,1,2,Z1,Z1,191,-7.882813851654184,0.0,175.0,4.504465058088106,0.0,None,-0.887038652320164
1,1,2,Z1,Z1,192,-23.100723589710697,0.0,175.0,13.200413479834683,0.0,None,-2.3756430661682617
1,1,2,Z1,Z1,193,-40.57085626039586,0.0,175.0,23.18334643451192,0.0,None,-4.172244777927568
1,1,2,Z1,Z1,194,-50.3236550380412,0.0,175.0,28.756374307452116,0.0,None,-5.175207680880054
1,1,2,Z1,Z1,195,-48.02452979598375,0.0,175.0,27.442588454847858,0.0,None,-4.938769159016144
1,1,2,Z1,Z1,196,-55.655545454682084,0.0,175.0,31.803168831246907,0.0,None,-5.723531132683617
1,1,2,Z1,Z1,197,-59.09677410446091,0.0,175.0,33.769585202549095,0.0,None,-6.077421821397278
1,1,2,Z1,Z1,198,-21.303567173412308,0.0,175.0,12.173466956235604,0.0,None,-2.190826250252409
1,1,2,Z1,Z1,199,0.8393068378513888,0.0,175.0,0.47960390734365077,0.0,None,1.923057977781968
1,1,2,Z1,Z1,200,2.796539321053684,0.0,175.0,1.5980224691735339,0.0,None,6.407558009774598
1,1,2,Z1,Z1,201,6.309288720738025,0.0,175.0,3.6053078404217285,0.0,None,14.456129107211432
1,1,2,Z1,Z1,202,-8.930747660465498,0.0,175.0,5.103284377408856,0.0,None,-21.05734860697804
1,1,2,Z1,Z1,203,5.610937316946506,0.0,175.0,3.2062498953980034,0.0,None,13.209029117339492
1,1,2,Z1,Z1,204,-3.813148396025417,0.0,175.0,2.1789419405859523,0.0,None,-8.976751181965898
1,1,2,Z1,Z1,205,1.128400264486677,0.0,175.0,0.6448001511352441,0.0,None,2.6564317346053508
1,1,2,Z1,Z1,206,7.231011150432481,0.0,175.0,4.132006371675703,0.0,None,16.881905896040102
1,1,2,Z1,Z1,207,6.653945407079643,0.0,175.0,3.8022545183312246,0.0,None,15.534657306259076
1,1,2,Z1,Z1,208,4.640480082569098,0.0,175.0,2.651702904325199,0.0,None,10.841562501924004
1,1,2,Z1,Z1,209,-9.015179977176,0.0,175.0,5.151531415529143,0.0,None,-0.92710731418718
1,1,2,Z1,Z1,210,10.392149604955355,0.0,175.0,5.938371202831632,0.0,None,1.1694096237417435
1,1,2,Z1,Z1,211,-3.8960998957660937,0.0,175.0,2.226342797580625,0.0,None,-0.43842100877719675
1,1,2,Z1,Z1,212,-2.348906460594174,0.0,175.0,1.3422322631966708,0.0,None,-0.26431815598364683
1,1,2,Z1,Z1,213,7.9065192393167525,0.0,175.0,4.518010993895287,0.0,None,0.8897061763186559
1,1,2,Z1,Z1,214,-6.349522625224416,0.0,175.0,3.62829864298538,0.0,None,-0.7145001896973047
1,1,2,Z1,Z1,215,-7.920046810314751,0.0,175.0,4.525741034465572,0.0,None,-0.8144854950358129
1,1,2,Z1,Z1,216,-24.468958174142912,0.0,175.0,13.982261813795951,0.0,None,-2.5163502172137724
1,1,2,Z1,Z1,217,-40.7048311457049,0.0,175.0,23.25990351183137,0.0,None,-4.186022550129483
1,1,2,Z1,Z1,218,-40.405844055809965,0.0,175.0,23.089053746177125,0.0,None,-4.155275175302703
1,1,2,Z1,Z1,219,-48.412795415182515,0.0,175.0,27.66445452296144,0.0,None,-4.97869780118612
1,1,2,Z1,Z1,220,-62.19426013073048,0.0,175.0,35.53957721756027,0.0,None,-6.395962544689935
1,1,2,Z1,Z1,221,-61.537915266806834,0.0,175.0,35.164523009603904,0.0,None,-6.3284650431969665
1,1,2,Z1,Z1,222,-21.642694712274174,0.0,175.0,12.367254121299528,0.0,None,-2.2257016074298024
1,1,2,Z1,Z1,223,0.8819332227626582,0.0,175.0,0.5039618415786619,0.0,None,2.0207254884833676
1,1,2,Z1,Z1,224,2.8964745595042114,0.0,175.0,1.6551283197166922,0.0,None,6.636534170693034
1,1,2,Z1,Z1,225,6.024482609431704,0.0,175.0,3.4425614911038314,0.0,None,13.803568399055145
1,1,2,Z1,Z1,226,-6.595370160573273,0.0,175.0,3.768782948899013,0.0,None,-15.519604530580377
1,1,2,Z1,Z1,227,6.703144976076198,0.0,175.0,3.830368557757827,0.0,None,15.780257765368042
1,1,2,Z1,Z1,228,-9.900269368426441,0.0,175.0,5.6572967819579665,0.0,None,-23.306791534113213
1,1,2,Z1,Z1,229,2.9180842228880888,0.0,175.0,1.6674766987931935,0.0,None,6.86962931319183
1,1,2,Z1,Z1,230,7.242970363145903,0.0,175.0,4.138840207511945,0.0,None,16.90982651452877
1,1,2,Z1,Z1,231,6.66623486433318,0.0,175.0,3.8092770653332457,0.0,None,15.563348931337684
1,1,2,Z1,Z1,232,4.600064594217191,0.0,175.0,2.6286083395526805,0.0,None,10.747139719104842
1,1,2,Z1,Z1,233,-8.45902377758895,0.0,175.0,4.833727872907971,0.0,None,-0.8699130616294827
1,1,2,Z1,Z1,234,10.353526022981177,0.0,175.0,5.916300584560672,0.0,None,1.165063382571154
1,1,2,Z1,Z1,235,10.195427086120985,0.0,175.0,5.825958334926277,0.0,None,1.1472727978225001
1,1,2,Z1,Z1,236,-3.4703541824359876,0.0,175.0,1.9830595328205645,0.0,None,-0.3905126208727716
1,1,2,Z1,Z1,237,-2.797306834926987,0.0,175.0,1.5984610485297068,0.0,None,-0.3147758315336751
1,1,2,Z1,Z1,238,-7.398352248282283,0.0,175.0,4.227629856161305,0.0,None,-0.8325230724976495
1,1,2,Z1,Z1,239,-8.223244371608468,0.0,175.0,4.698996783776267,0.0,None,-0.8456658682986083
1,1,2,Z1,Z1,240,-24.98811610584157,0.0,175.0,14.278923489052325,0.0,None,-2.569739624515088
1,1,2,Z1,Z1,241,-23.55519210360793,0.0,175.0,13.460109773490245,0.0,None,-2.4223799127280228
1,1,2,Z1,Z1,242,-37.53078998502227,0.0,175.0,21.446165705727008,0.0,None,-3.85960901395522
1,1,2,Z1,Z1,243,-59.167346202255345,0.0,175.0,33.809912115574484,0.0,None,-6.0846793479474535
1,1,2,Z1,Z1,244,-57.31581757225962,0.0,175.0,32.751895755576925,0.0,None,-5.894270976773304
1,1,2,Z1,Z1,245,-61.34971824913312,0.0,175.0,35.056981856647496,0.0,None,-6.309111149870904
1,1,2,Z1,Z1,246,-38.330729430291505,0.0,175.0,21.903273960166572,0.0,None,-3.9418735624712893
1,1,2,Z1,Z1,247,0.7979492590064794,0.0,175.0,0.45597100514655964,0.0,None,1.8282976132136801
