Time Period,Month,Day,Hours,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,NI
1,1,1,11,0.2363497797965308,0.24381345705326335,0.25127713430999593,0.25874081156672846,0.2363497797965308,0.24381345705326335,0.25127713430999593,0.25874081156672846,0.2363497797965308,0.24381345705326335,0.25127713430999593,0.25874081156672846,0.2363497797965308,0.24381345705326335,0.0
1,1,1,12,0.23376014259449998,0.2411420418343263,0.24852394107415263,0.25590584031397895,0.23376014259449998,0.2411420418343263,0.24852394107415263,0.25590584031397895,0.23376014259449998,0.2411420418343263,0.24852394107415263,0.25590584031397895,0.23376014259449998,0.2411420418343263,0.0
1,1,1,13,0.2363497797965308,0.24381345705326335,0.25127713430999593,0.25874081156672846,0.2363497797965308,0.24381345705326335,0.25127713430999593,0.25874081156672846,0.2363497797965308,0.24381345705326335,0.25127713430999593,0.25874081156672846,0.2363497797965308,0.24381345705326335,0.0
1,1,1,14,0.2439422119068827,0.25164565017762636,0.25934908844837,0.2670525267191137,0.2439422119068827,0.25164565017762636,0.25934908844837,0.2670525267191137,0.2439422119068827,0.25164565017762636,0.25934908844837,0.2670525267191137,0.2439422119068827,0.25164565017762636,0.0
1,1,1,15,0.2560200272243224,0.264104870189301,0.27218971315427964,0.2802745561192582,0.2560200272243224,0.264104870189301,0.27218971315427964,0.2802745561192582,0.2560200272243224,0.264104870189301,0.27218971315427964,0.2802745561192582,0.2560200272243224,0.264104870189301,0.0
1,1,1,16,0.2717601425945,0.2803420418343263,0.28892394107415265,0.297505840313979,0.2717601425945,0.2803420418343263,0.28892394107415265,0.297505840313979,0.2717601425945,0.2803420418343263,0.28892394107415265,0.297505840313979,0.2717601425945,0.2803420418343263,0.0
1,1,1,17,0.29008989516670847,0.2992506286982887,0.308411362229869,0.3175720957614493,0.29008989516670847,0.2992506286982887,0.308411362229869,0.3175720957614493,0.29008989516670847,0.2992506286982887,0.308411362229869,0.3175720957614493,0.29008989516670847,0.2992506286982887,0.0
1,1,1,18,0.3097601425945,0.31954204183432633,0.3293239410741527,0.339105840313979,0.3097601425945,0.31954204183432633,0.3293239410741527,0.339105840313979,0.3097601425945,0.31954204183432633,0.3293239410741527,0.339105840313979,0.3097601425945,0.31954204183432633,0.0
1,1,1,19,0.3294303900222916,0.33983345497036394,0.3502365199184363,0.36063958486650866,0.3294303900222916,0.33983345497036394,0.3502365199184363,0.36063958486650866,0.3294303900222916,0.33983345497036394,0.3502365199184363,0.36063958486650866,0.3294303900222916,0.33983345497036394,0.0
1,1,1,20,0.34776014259450005,0.3587420418343264,0.36972394107415274,0.380705840313979,0.34776014259450005,0.3587420418343264,0.36972394107415274,0.380705840313979,0.34776014259450005,0.3587420418343264,0.36972394107415274,0.380705840313979,0.34776014259450005,0.3587420418343264,0.0
1,1,1,21,0.3635002579646776,0.37497921347935165,0.3864581689940257,0.3979371245086997,0.3635002579646776,0.37497921347935165,0.3864581689940257,0.3979371245086997,0.3635002579646776,0.37497921347935165,0.3864581689940257,0.3979371245086997,0.3635002579646776,0.37497921347935165,0.0
1,1,1,22,0.37557807328211734,0.38743843349102636,0.3992987936999353,0.4111591539088443,0.37557807328211734,0.38743843349102636,0.3992987936999353,0.4111591539088443,0.37557807328211734,0.38743843349102636,0.3992987936999353,0.4111591539088443,0.37557807328211734,0.38743843349102636,0.0
1,1,1,23,0.3831705053924692,0.3952706266153893,0.4073707478383094,0.4194708690612295,0.3831705053924692,0.3952706266153893,0.4073707478383094,0.4194708690612295,0.3831705053924692,0.3952706266153893,0.4073707478383094,0.4194708690612295,0.3831705053924692,0.3952706266153893,0.0
1,1,1,24,0.38576014259450003,0.39794204183432635,0.4101239410741527,0.422305840313979,0.38576014259450003,0.39794204183432635,0.4101239410741527,0.422305840313979,0.38576014259450003,0.39794204183432635,0.4101239410741527,0.422305840313979,0.38576014259450003,0.39794204183432635,0.0
1,1,2,1,0.3838917249300838,0.39601462150682326,0.40813751808356274,0.4202604146603023,0.3838917249300838,0.39601462150682326,0.40813751808356274,0.4202604146603023,0.3838917249300838,0.39601462150682326,0.40813751808356274,0.4202604146603023,0.3838917249300838,0.39601462150682326,0.0
1,1,2,2,0.3762992928197319,0.3881824283824603,0.40006556394518866,0.41194869950791707,0.3762992928197319,0.3881824283824603,0.40006556394518866,0.41194869950791707,0.3762992928197319,0.3881824283824603,0.40006556394518866,0.41194869950791707,0.3762992928197319,0.3881824283824603,0.0
1,1,2,3,0.36422147750229217,0.37572320837078566,0.3872249392392791,0.3987266701077725,0.36422147750229217,0.37572320837078566,0.3872249392392791,0.3987266701077725,0.36422147750229217,0.37572320837078566,0.3872249392392791,0.3987266701077725,0.36422147750229217,0.37572320837078566,0.0
1,1,2,4,0.3484813621321146,0.35948603672576035,0.3704907113194061,0.3814953859130518,0.3484813621321146,0.35948603672576035,0.3704907113194061,0.3814953859130518,0.3484813621321146,0.35948603672576035,0.3704907113194061,0.3814953859130518,0.3484813621321146,0.35948603672576035,0.0
1,1,2,5,0.33015160955990613,0.34057744986179794,0.3510032901636897,0.3614291304655815,0.33015160955990613,0.34057744986179794,0.3510032901636897,0.3614291304655815,0.33015160955990613,0.34057744986179794,0.3510032901636897,0.3614291304655815,0.33015160955990613,0.34057744986179794,0.0
1,1,2,6,0.3104813621321146,0.3202860367257603,0.33009071131940604,0.33989538591305174,0.3104813621321146,0.3202860367257603,0.33009071131940604,0.33989538591305174,0.3104813621321146,0.3202860367257603,0.33009071131940604,0.33989538591305174,0.3104813621321146,0.3202860367257603,0.0
1,1,2,7,0.29081111470432297,0.2999946235897227,0.3091781324751224,0.31836164136052203,0.29081111470432297,0.2999946235897227,0.3091781324751224,0.31836164136052203,0.29081111470432297,0.2999946235897227,0.3091781324751224,0.31836164136052203,0.29081111470432297,0.2999946235897227,0.0
1,1,2,8,0.2724813621321146,0.2810860367257603,0.28969071131940605,0.29829538591305177,0.2724813621321146,0.2810860367257603,0.28969071131940605,0.29829538591305177,0.2724813621321146,0.2810860367257603,0.28969071131940605,0.29829538591305177,0.2724813621321146,0.2810860367257603,0.0
1,1,2,9,0.25674124676193694,0.26484886508073496,0.272956483399533,0.28106410171833096,0.25674124676193694,0.26484886508073496,0.272956483399533,0.28106410171833096,0.25674124676193694,0.26484886508073496,0.272956483399533,0.28106410171833096,0.25674124676193694,0.26484886508073496,0.0
1,1,2,10,0.24466343144449723,0.2523896450690603,0.2601158586936234,0.26784207231818646,0.24466343144449723,0.2523896450690603,0.2601158586936234,0.26784207231818646,0.24466343144449723,0.2523896450690603,0.2601158586936234,0.26784207231818646,0.24466343144449723,0.2523896450690603,0.0
1,1,2,11,0.23707099933414533,0.2445574519446973,0.2520439045552493,0.25953035716580125,0.23707099933414533,0.2445574519446973,0.2520439045552493,0.25953035716580125,0.23707099933414533,0.2445574519446973,0.2520439045552493,0.25953035716580125,0.23707099933414533,0.2445574519446973,0.0
1,1,2,12,0.23448136213211454,0.24188603672576026,0.24929071131940597,0.2566953859130517,0.23448136213211454,0.24188603672576026,0.24929071131940597,0.2566953859130517,0.23448136213211454,0.24188603672576026,0.24929071131940597,0.2566953859130517,0.23448136213211454,0.24188603672576026,0.0
1,1,2,13,0.23707099933414533,0.2445574519446973,0.2520439045552493,0.25953035716580125,0.23707099933414533,0.2445574519446973,0.2520439045552493,0.25953035716580125,0.23707099933414533,0.2445574519446973,0.2520439045552493,0.25953035716580125,0.23707099933414533,0.2445574519446973,0.0
1,1,2,14,0.24466343144449723,0.2523896450690603,0.2601158586936234,0.26784207231818646,0.24466343144449723,0.2523896450690603,0.2601158586936234,0.26784207231818646,0.24466343144449723,0.2523896450690603,0.2601158586936234,0.26784207231818646,0.24466343144449723,0.2523896450690603,0.0
1,1,2,15,0.25674124676193694,0.26484886508073496,0.272956483399533,0.28106410171833096,0.25674124676193694,0.26484886508073496,0.272956483399533,0.28106410171833096,0.25674124676193694,0.26484886508073496,0.272956483399533,0.28106410171833096,0.25674124676193694,0.26484886508073496,0.0
1,1,2,16,0.27248136213211455,0.28108603672576027,0.289690711319406,0.2982953859130517,0.27248136213211455,0.28108603672576027,0.289690711319406,0.2982953859130517,0.27248136213211455,0.28108603672576027,0.289690711319406,0.2982953859130517,0.27248136213211455,0.28108603672576027,0.0
1,1,2,17,0.29081111470432297,0.2999946235897227,0.3091781324751224,0.31836164136052203,0.29081111470432297,0.2999946235897227,0.3091781324751224,0.31836164136052203,0.29081111470432297,0.2999946235897227,0.3091781324751224,0.31836164136052203,0.29081111470432297,0.2999946235897227,0.0
1,1,2,18,0.3104813621321146,0.3202860367257603,0.33009071131940604,0.33989538591305174,0.3104813621321146,0.3202860367257603,0.33009071131940604,0.33989538591305174,0.3104813621321146,0.3202860367257603,0.33009071131940604,0.33989538591305174,0.3104813621321146,0.3202860367257603,0.0
1,1,2,19,0.3301516095599061,0.3405774498617979,0.35100329016368964,0.36142913046558145,0.3301516095599061,0.3405774498617979,0.35100329016368964,0.36142913046558145,0.3301516095599061,0.3405774498617979,0.35100329016368964,0.36142913046558145,0.3301516095599061,0.3405774498617979,0.0
1,1,2,20,0.3484813621321146,0.35948603672576035,0.3704907113194061,0.3814953859130518,0.3484813621321146,0.35948603672576035,0.3704907113194061,0.3814953859130518,0.3484813621321146,0.35948603672576035,0.3704907113194061,0.3814953859130518,0.3484813621321146,0.35948603672576035,0.0
1,1,2,21,0.36422147750229217,0.3757232083707856,0.38722493923927903,0.39872667010777246,0.36422147750229217,0.3757232083707856,0.38722493923927903,0.39872667010777246,0.36422147750229217,0.3757232083707856,0.38722493923927903,0.39872667010777246,0.36422147750229217,0.3757232083707856,0.0
1,1,2,22,0.3762992928197319,0.3881824283824603,0.40006556394518866,0.41194869950791707,0.3762992928197319,0.3881824283824603,0.40006556394518866,0.41194869950791707,0.3762992928197319,0.3881824283824603,0.40006556394518866,0.41194869950791707,0.3762992928197319,0.3881824283824603,0.0
1,1,2,23,0.3838917249300838,0.39601462150682326,0.40813751808356274,0.4202604146603023,0.3838917249300838,0.39601462150682326,0.40813751808356274,0.4202604146603023,0.3838917249300838,0.39601462150682326,0.40813751808356274,0.4202604146603023,0.3838917249300838,0.39601462150682326,0.0
1,1,2,24,0.3864813621321146,0.3986860367257603,0.410890711319406,0.4230953859130518,0.3864813621321146,0.3986860367257603,0.410890711319406,0.4230953859130518,0.3864813621321146,0.3986860367257603,0.410890711319406,0.4230953859130518,0.3864813621321146,0.3986860367257603,0.0
1,1,3,1,0.3846194690652997,0.3967653470357828,0.408911225006266,0.42105710297674914,0.3846194690652997,0.3967653470357828,0.408911225006266,0.42105710297674914,0.3846194690652997,0.3967653470357828,0.408911225006266,0.42105710297674914,0.3846194690652997,0.3967653470357828,0.0
1,1,3,2,0.3770270369549478,0.38893315391141986,0.4008392708678919,0.41274538782436393,0.3770270369549478,0.38893315391141986,0.4008392708678919,0.41274538782436393,0.3770270369549478,0.38893315391141986,0.4008392708678919,0.41274538782436393,0.3770270369549478,0.38893315391141986,0.0
1,1,3,3,0.3649492216375081,0.3764739338997452,0.3879986461619823,0.39952335842421943,0.3649492216375081,0.3764739338997452,0.3879986461619823,0.39952335842421943,0.3649492216375081,0.3764739338997452,0.3879986461619823,0.39952335842421943,0.3649492216375081,0.3764739338997452,0.0
1,1,3,4,0.3492091062673305,0.3602367622547199,0.3712644182421093,0.3822920742294987,0.3492091062673305,0.3602367622547199,0.3712644182421093,0.3822920742294987,0.3492091062673305,0.3602367622547199,0.3712644182421093,0.3822920742294987,0.3492091062673305,0.3602367622547199,0.0
1,1,3,5,0.33087935369512206,0.3413281753907575,0.35177699708639293,0.36222581878202836,0.33087935369512206,0.3413281753907575,0.35177699708639293,0.36222581878202836,0.33087935369512206,0.3413281753907575,0.35177699708639293,0.36222581878202836,0.33087935369512206,0.3413281753907575,0.0
1,1,3,6,0.31120910626733045,0.3210367622547199,0.33086441824210927,0.34069207422949865,0.31120910626733045,0.3210367622547199,0.33086441824210927,0.34069207422949865,0.31120910626733045,0.3210367622547199,0.33086441824210927,0.34069207422949865,0.31120910626733045,0.3210367622547199,0.0
1,1,3,7,0.2915388588395389,0.3007453491186822,0.30995183939782556,0.31915832967696894,0.2915388588395389,0.3007453491186822,0.30995183939782556,0.31915832967696894,0.2915388588395389,0.3007453491186822,0.30995183939782556,0.31915832967696894,0.2915388588395389,0.3007453491186822,0.0
1,1,3,8,0.27320910626733047,0.2818367622547199,0.2904644182421093,0.2990920742294987,0.27320910626733047,0.2818367622547199,0.2904644182421093,0.2990920742294987,0.27320910626733047,0.2818367622547199,0.2904644182421093,0.2990920742294987,0.27320910626733047,0.2818367622547199,0.0
1,1,3,9,0.25746899089715286,0.2655995906096945,0.27373019032223617,0.2818607900347779,0.25746899089715286,0.2655995906096945,0.27373019032223617,0.2818607900347779,0.25746899089715286,0.2655995906096945,0.27373019032223617,0.2818607900347779,0.25746899089715286,0.2655995906096945,0.0
1,1,3,10,0.24539117557971313,0.25314037059801986,0.2608895656163266,0.2686387606346333,0.24539117557971313,0.25314037059801986,0.2608895656163266,0.2686387606346333,0.24539117557971313,0.25314037059801986,0.2608895656163266,0.2686387606346333,0.24539117557971313,0.25314037059801986,0.0
1,1,3,11,0.23779874346936125,0.24530817747365688,0.2528176114779525,0.26032704548224816,0.23779874346936125,0.24530817747365688,0.2528176114779525,0.26032704548224816,0.23779874346936125,0.24530817747365688,0.2528176114779525,0.26032704548224816,0.23779874346936125,0.24530817747365688,0.0
1,1,3,12,0.23520910626733046,0.24263676225471986,0.25006441824210923,0.2574920742294986,0.23520910626733046,0.24263676225471986,0.25006441824210923,0.2574920742294986,0.23520910626733046,0.24263676225471986,0.25006441824210923,0.2574920742294986,0.23520910626733046,0.24263676225471986,0.0
1,1,3,13,0.23779874346936125,0.24530817747365688,0.2528176114779525,0.26032704548224816,0.23779874346936125,0.24530817747365688,0.2528176114779525,0.26032704548224816,0.23779874346936125,0.24530817747365688,0.2528176114779525,0.26032704548224816,0.23779874346936125,0.24530817747365688,0.0
1,1,3,14,0.24539117557971313,0.25314037059801986,0.2608895656163266,0.2686387606346333,0.24539117557971313,0.25314037059801986,0.2608895656163266,0.2686387606346333,0.24539117557971313,0.25314037059801986,0.2608895656163266,0.2686387606346333,0.24539117557971313,0.25314037059801986,0.0
1,1,3,15,0.25746899089715286,0.2655995906096945,0.27373019032223617,0.2818607900347779,0.25746899089715286,0.2655995906096945,0.27373019032223617,0.2818607900347779,0.25746899089715286,0.2655995906096945,0.27373019032223617,0.2818607900347779,0.25746899089715286,0.2655995906096945,0.0
1,1,3,16,0.2732091062673304,0.2818367622547198,0.2904644182421092,0.29909207422949863,0.2732091062673304,0.2818367622547198,0.2904644182421092,0.29909207422949863,0.2732091062673304,0.2818367622547198,0.2904644182421092,0.29909207422949863,0.2732091062673304,0.2818367622547198,0.0
1,1,3,17,0.2915388588395389,0.3007453491186822,0.30995183939782556,0.31915832967696894,0.2915388588395389,0.3007453491186822,0.30995183939782556,0.31915832967696894,0.2915388588395389,0.3007453491186822,0.30995183939782556,0.31915832967696894,0.2915388588395389,0.3007453491186822,0.0
1,1,3,18,0.31120910626733045,0.3210367622547199,0.33086441824210927,0.34069207422949865,0.31120910626733045,0.3210367622547199,0.33086441824210927,0.34069207422949865,0.31120910626733045,0.3210367622547199,0.33086441824210927,0.34069207422949865,0.31120910626733045,0.3210367622547199,0.0
1,1,3,19,0.330879353695122,0.34132817539075744,0.3517769970863929,0.3622258187820283,0.330879353695122,0.34132817539075744,0.3517769970863929,0.3622258187820283,0.330879353695122,0.34132817539075744,0.3517769970863929,0.3622258187820283,0.330879353695122,0.34132817539075744,0.0
1,1,3,20,0.3492091062673305,0.3602367622547199,0.3712644182421093,0.3822920742294987,0.3492091062673305,0.3602367622547199,0.3712644182421093,0.3822920742294987,0.3492091062673305,0.3602367622547199,0.3712644182421093,0.3822920742294987,0.3492091062673305,0.3602367622547199,0.0
1,1,3,21,0.36494922163750804,0.37647393389974515,0.38799864616198226,0.3995233584242194,0.36494922163750804,0.37647393389974515,0.38799864616198226,0.3995233584242194,0.36494922163750804,0.37647393389974515,0.38799864616198226,0.3995233584242194,0.36494922163750804,0.37647393389974515,0.0
1,1,3,22,0.3770270369549478,0.38893315391141986,0.4008392708678919,0.41274538782436393,0.3770270369549478,0.38893315391141986,0.4008392708678919,0.41274538782436393,0.3770270369549478,0.38893315391141986,0.4008392708678919,0.41274538782436393,0.3770270369549478,0.38893315391141986,0.0
1,1,3,23,0.3846194690652997,0.3967653470357828,0.408911225006266,0.42105710297674914,0.3846194690652997,0.3967653470357828,0.408911225006266,0.42105710297674914,0.3846194690652997,0.3967653470357828,0.408911225006266,0.42105710297674914,0.3846194690652997,0.3967653470357828,0.0
1,1,3,24,0.38720910626733046,0.39943676225471986,0.41166441824210925,0.42389207422949865,0.38720910626733046,0.39943676225471986,0.41166441824210925,0.42389207422949865,0.38720910626733046,0.39943676225471986,0.41166441824210925,0.42389207422949865,0.38720910626733046,0.39943676225471986,0.0
1,1,4,1,0.38535352215182367,0.3975225807460918,0.4096916393403599,0.42186069793462805,0.38535352215182367,0.3975225807460918,0.4096916393403599,0.42186069793462805,0.38535352215182367,0.3975225807460918,0.4096916393403599,0.42186069793462805,0.38535352215182367,0.3975225807460918,0.0
1,1,4,2,0.3777610900414718,0.3896903876217288,0.4016196852019858,0.41354898278224284,0.3777610900414718,0.3896903876217288,0.4016196852019858,0.41354898278224284,0.3777610900414718,0.3896903876217288,0.4016196852019858,0.41354898278224284,0.3777610900414718,0.3896903876217288,0.0
1,1,4,3,0.36568327472403206,0.37723116761005415,0.38877906049607625,0.40032695338209834,0.36568327472403206,0.37723116761005415,0.38877906049607625,0.40032695338209834,0.36568327472403206,0.37723116761005415,0.38877906049607625,0.40032695338209834,0.36568327472403206,0.37723116761005415,0.0
1,1,4,4,0.3499431593538545,0.36099399596502885,0.3720448325762032,0.3830956691873776,0.3499431593538545,0.36099399596502885,0.3720448325762032,0.3830956691873776,0.3499431593538545,0.36099399596502885,0.3720448325762032,0.3830956691873776,0.3499431593538545,0.36099399596502885,0.0
1,1,4,5,0.331613406781646,0.34208540910106644,0.35255741142048685,0.36302941373990727,0.331613406781646,0.34208540910106644,0.35255741142048685,0.36302941373990727,0.331613406781646,0.34208540910106644,0.35255741142048685,0.36302941373990727,0.331613406781646,0.34208540910106644,0.0
1,1,4,6,0.31194315935385447,0.32179399596502883,0.3316448325762032,0.34149566918737756,0.31194315935385447,0.32179399596502883,0.3316448325762032,0.34149566918737756,0.31194315935385447,0.32179399596502883,0.3316448325762032,0.34149566918737756,0.31194315935385447,0.32179399596502883,0.0
1,1,4,7,0.29227291192606286,0.3015025828289912,0.3107322537319195,0.3199619246348478,0.29227291192606286,0.3015025828289912,0.3107322537319195,0.3199619246348478,0.29227291192606286,0.3015025828289912,0.3107322537319195,0.3199619246348478,0.29227291192606286,0.3015025828289912,0.0
1,1,4,8,0.27394315935385455,0.2825939959650289,0.29124483257620326,0.2998956691873776,0.27394315935385455,0.2825939959650289,0.29124483257620326,0.2998956691873776,0.27394315935385455,0.2825939959650289,0.29124483257620326,0.2998956691873776,0.27394315935385455,0.2825939959650289,0.0
1,1,4,9,0.2582030439836768,0.26635682432000346,0.2745106046563301,0.2826643849926568,0.2582030439836768,0.26635682432000346,0.2745106046563301,0.2826643849926568,0.2582030439836768,0.26635682432000346,0.2745106046563301,0.2826643849926568,0.2582030439836768,0.26635682432000346,0.0
1,1,4,10,0.24612522866623712,0.2538976043083288,0.2616699799504205,0.26944235559251223,0.24612522866623712,0.2538976043083288,0.2616699799504205,0.26944235559251223,0.24612522866623712,0.2538976043083288,0.2616699799504205,0.26944235559251223,0.24612522866623712,0.2538976043083288,0.0
1,1,4,11,0.23853279655588525,0.24606541118396585,0.25359802581204643,0.261130640440127,0.23853279655588525,0.24606541118396585,0.25359802581204643,0.261130640440127,0.23853279655588525,0.24606541118396585,0.25359802581204643,0.261130640440127,0.23853279655588525,0.24606541118396585,0.0
1,1,4,12,0.23594315935385446,0.24339399596502884,0.2508448325762032,0.25829566918737756,0.23594315935385446,0.24339399596502884,0.2508448325762032,0.25829566918737756,0.23594315935385446,0.24339399596502884,0.2508448325762032,0.25829566918737756,0.23594315935385446,0.24339399596502884,0.0
1,1,4,13,0.23853279655588525,0.24606541118396585,0.25359802581204643,0.261130640440127,0.23853279655588525,0.24606541118396585,0.25359802581204643,0.261130640440127,0.23853279655588525,0.24606541118396585,0.25359802581204643,0.261130640440127,0.23853279655588525,0.24606541118396585,0.0
1,1,4,14,0.24612522866623712,0.2538976043083288,0.2616699799504205,0.26944235559251223,0.24612522866623712,0.2538976043083288,0.2616699799504205,0.26944235559251223,0.24612522866623712,0.2538976043083288,0.2616699799504205,0.26944235559251223,0.24612522866623712,0.2538976043083288,0.0
1,1,4,15,0.2582030439836768,0.26635682432000346,0.2745106046563301,0.2826643849926568,0.2582030439836768,0.26635682432000346,0.2745106046563301,0.2826643849926568,0.2582030439836768,0.26635682432000346,0.2745106046563301,0.2826643849926568,0.2582030439836768,0.26635682432000346,0.0
1,1,4,16,0.27394315935385444,0.28259399596502877,0.29124483257620315,0.2998956691873775,0.27394315935385444,0.28259399596502877,0.29124483257620315,0.2998956691873775,0.27394315935385444,0.28259399596502877,0.29124483257620315,0.2998956691873775,0.27394315935385444,0.28259399596502877,0.0
1,1,4,17,0.29227291192606286,0.3015025828289912,0.3107322537319195,0.3199619246348478,0.29227291192606286,0.3015025828289912,0.3107322537319195,0.3199619246348478,0.29227291192606286,0.3015025828289912,0.3107322537319195,0.3199619246348478,0.29227291192606286,0.3015025828289912,0.0
1,1,4,18,0.31194315935385447,0.32179399596502883,0.3316448325762032,0.34149566918737756,0.31194315935385447,0.32179399596502883,0.3316448325762032,0.34149566918737756,0.31194315935385447,0.32179399596502883,0.3316448325762032,0.34149566918737756,0.31194315935385447,0.32179399596502883,0.0
1,1,4,19,0.331613406781646,0.34208540910106644,0.35255741142048685,0.36302941373990727,0.331613406781646,0.34208540910106644,0.35255741142048685,0.36302941373990727,0.331613406781646,0.34208540910106644,0.35255741142048685,0.36302941373990727,0.331613406781646,0.34208540910106644,0.0
1,1,4,20,0.3499431593538545,0.36099399596502885,0.3720448325762032,0.3830956691873776,0.3499431593538545,0.36099399596502885,0.3720448325762032,0.3830956691873776,0.3499431593538545,0.36099399596502885,0.3720448325762032,0.3830956691873776,0.3499431593538545,0.36099399596502885,0.0
1,1,4,21,0.36568327472403206,0.37723116761005415,0.38877906049607625,0.40032695338209834,0.36568327472403206,0.37723116761005415,0.38877906049607625,0.40032695338209834,0.36568327472403206,0.37723116761005415,0.38877906049607625,0.40032695338209834,0.36568327472403206,0.37723116761005415,0.0
1,1,4,22,0.3777610900414718,0.3896903876217288,0.4016196852019858,0.41354898278224284,0.3777610900414718,0.3896903876217288,0.4016196852019858,0.41354898278224284,0.3777610900414718,0.3896903876217288,0.4016196852019858,0.41354898278224284,0.3777610900414718,0.3896903876217288,0.0
1,1,4,23,0.38535352215182367,0.3975225807460918,0.4096916393403599,0.42186069793462805,0.38535352215182367,0.3975225807460918,0.4096916393403599,0.42186069793462805,0.38535352215182367,0.3975225807460918,0.4096916393403599,0.42186069793462805,0.38535352215182367,0.3975225807460918,0.0
1,1,4,24,0.38794315935385454,0.40019399596502886,0.41244483257620324,0.4246956691873776,0.38794315935385454,0.40019399596502886,0.41244483257620324,0.4246956691873776,0.38794315935385454,0.40019399596502886,0.41244483257620324,0.4246956691873776,0.38794315935385454,0.40019399596502886,0.0
1,1,5,1,0.3860936666738841,0.39828609825305944,0.4104785298322347,0.42267096141141003,0.3860936666738841,0.39828609825305944,0.4104785298322347,0.42267096141141003,0.3860936666738841,0.39828609825305944,0.4104785298322347,0.42267096141141003,0.3860936666738841,0.39828609825305944,0.0
1,1,5,2,0.37850123456353224,0.39045390512869643,0.4024065756938606,0.4143592462590248,0.37850123456353224,0.39045390512869643,0.4024065756938606,0.4143592462590248,0.37850123456353224,0.39045390512869643,0.4024065756938606,0.4143592462590248,0.37850123456353224,0.39045390512869643,0.0
1,1,5,3,0.36642341924609256,0.3779946851170218,0.38956595098795105,0.40113721685888026,0.36642341924609256,0.3779946851170218,0.38956595098795105,0.40113721685888026,0.36642341924609256,0.3779946851170218,0.38956595098795105,0.40113721685888026,0.36642341924609256,0.3779946851170218,0.0
1,1,5,4,0.35068330387591495,0.3617575134719965,0.372831723068078,0.38390593266415957,0.35068330387591495,0.3617575134719965,0.372831723068078,0.38390593266415957,0.35068330387591495,0.3617575134719965,0.372831723068078,0.38390593266415957,0.35068330387591495,0.3617575134719965,0.0
1,1,5,5,0.3323535513037065,0.34284892660803407,0.35334430191236166,0.36383967721668925,0.3323535513037065,0.34284892660803407,0.35334430191236166,0.36383967721668925,0.3323535513037065,0.34284892660803407,0.35334430191236166,0.36383967721668925,0.3323535513037065,0.34284892660803407,0.0
