Month,Day,Period,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,NI
1,1,14,0.8101081383625359,0.8271630465385894,0.8442179547146428,0.8101081383625359,0.8271630465385894,0.8442179547146428,0.8101081383625359,0.8271630465385894,0.8442179547146428,0.8101081383625359,0.8271630465385894,0.8442179547146428,0.8101081383625359,0.8271630465385894,0.0
1,1,15,0.6614505251547359,0.6753757993685198,0.6893010735823037,0.6614505251547359,0.6753757993685198,0.6893010735823037,0.6614505251547359,0.6753757993685198,0.6893010735823037,0.6614505251547359,0.6753757993685198,0.6893010735823037,0.6614505251547359,0.6753757993685198,0.0
1,1,16,0.46771615175631664,0.4775628075827654,0.4874094634092142,0.46771615175631664,0.4775628075827654,0.4874094634092142,0.46771615175631664,0.4775628075827654,0.4874094634092142,0.46771615175631664,0.4775628075827654,0.4874094634092142,0.46771615175631664,0.4775628075827654,0.0
1,1,17,0.2421076955531914,0.2472046996701007,0.25230170378701,0.2421076955531914,0.2472046996701007,0.25230170378701,0.2421076955531914,0.2472046996701007,0.25230170378701,0.2421076955531914,0.2472046996701007,0.25230170378701,0.2421076955531914,0.2472046996701007,0.0
1,1,18,1.145574176315782e-16,1.1696915273961143e-16,1.1938088784764466e-16,1.145574176315782e-16,1.1696915273961143e-16,1.1938088784764466e-16,1.145574176315782e-16,1.1696915273961143e-16,1.1938088784764466e-16,1.145574176315782e-16,1.1696915273961143e-16,1.1938088784764466e-16,1.145574176315782e-16,1.1696915273961143e-16,0.0
1,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,7,0.2414781274560961,0.2465618775078034,0.2516456275595107,0.2414781274560961,0.2465618775078034,0.2516456275595107,0.2414781274560961,0.2465618775078034,0.2516456275595107,0.2414781274560961,0.2465618775078034,0.2516456275595107,0.2414781274560961,0.2465618775078034,0.0
1,2,8,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.0
1,2,9,0.6597305131266475,0.6736195765608928,0.687508639995138,0.6597305131266475,0.6736195765608928,0.687508639995138,0.6597305131266475,0.6736195765608928,0.687508639995138,0.6597305131266475,0.6736195765608928,0.687508639995138,0.6597305131266475,0.6736195765608928,0.0
1,2,10,0.8080015624524031,0.8250121216619274,0.8420226808714517,0.8080015624524031,0.8250121216619274,0.8420226808714517,0.8080015624524031,0.8250121216619274,0.8420226808714517,0.8080015624524031,0.8250121216619274,0.8420226808714517,0.8080015624524031,0.8250121216619274,0.0
1,2,11,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.0
1,2,12,0.9329998391750662,0.9526419410524362,0.972284042929806,0.9329998391750662,0.9526419410524362,0.972284042929806,0.9329998391750662,0.9526419410524362,0.972284042929806,0.9329998391750662,0.9526419410524362,0.972284042929806,0.9329998391750662,0.9526419410524362,0.0
1,2,13,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.9391542675546487,0.9012086405827437,0.9201814540686962,0.0
1,2,14,0.8080015624524032,0.8250121216619275,0.8420226808714518,0.8080015624524032,0.8250121216619275,0.8420226808714518,0.8080015624524032,0.8250121216619275,0.8420226808714518,0.8080015624524032,0.8250121216619275,0.8420226808714518,0.8080015624524032,0.8250121216619275,0.0
1,2,15,0.6597305131266477,0.6736195765608929,0.6875086399951381,0.6597305131266477,0.6736195765608929,0.6875086399951381,0.6597305131266477,0.6736195765608929,0.6875086399951381,0.6597305131266477,0.6736195765608929,0.6875086399951381,0.6597305131266477,0.6736195765608929,0.0
1,2,16,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.48614202146490293,0.4664999195875331,0.476320970526218,0.0
1,2,17,0.24147812745609637,0.24656187750780365,0.251645627559511,0.24147812745609637,0.24656187750780365,0.251645627559511,0.24147812745609637,0.24656187750780365,0.251645627559511,0.24147812745609637,0.24656187750780365,0.251645627559511,0.24147812745609637,0.24656187750780365,0.0
1,2,18,1.1425952666507402e-16,1.1666499038433875e-16,1.1907045410360347e-16,1.1425952666507402e-16,1.1666499038433875e-16,1.1907045410360347e-16,1.1425952666507402e-16,1.1666499038433875e-16,1.1907045410360347e-16,1.1425952666507402e-16,1.1666499038433875e-16,1.1907045410360347e-16,1.1425952666507402e-16,1.1666499038433875e-16,0.0
1,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,7,0.24080277667989303,0.24587230882052236,0.2509418409611517,0.24080277667989303,0.24587230882052236,0.2509418409611517,0.24080277667989303,0.24587230882052236,0.2509418409611517,0.24080277667989303,0.24587230882052236,0.2509418409611517,0.24080277667989303,0.24587230882052236,0.0
1,3,8,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.0
1,3,9,0.6578854204931298,0.6717356398719325,0.6855858592507352,0.6578854204931298,0.6717356398719325,0.6855858592507352,0.6578854204931298,0.6717356398719325,0.6855858592507352,0.6578854204931298,0.6717356398719325,0.6855858592507352,0.6578854204931298,0.6717356398719325,0.0
1,3,10,0.8057417947122598,0.8227047798640968,0.8396677650159339,0.8057417947122598,0.8227047798640968,0.8396677650159339,0.8057417947122598,0.8227047798640968,0.8396677650159339,0.8057417947122598,0.8227047798640968,0.8396677650159339,0.8057417947122598,0.8227047798640968,0.0
1,3,11,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.0
1,3,12,0.9303904841489108,0.9499776522362563,0.9695648203236018,0.9303904841489108,0.9499776522362563,0.9695648203236018,0.9303904841489108,0.9499776522362563,0.9695648203236018,0.9303904841489108,0.9499776522362563,0.9695648203236018,0.9303904841489108,0.9499776522362563,0.0
1,3,13,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.936527700211887,0.898688197173023,0.917607948692455,0.0
1,3,14,0.8057417947122599,0.822704779864097,0.839667765015934,0.8057417947122599,0.822704779864097,0.839667765015934,0.8057417947122599,0.822704779864097,0.839667765015934,0.8057417947122599,0.822704779864097,0.839667765015934,0.8057417947122599,0.822704779864097,0.0
1,3,15,0.6578854204931299,0.6717356398719326,0.6855858592507353,0.6578854204931299,0.6717356398719326,0.6855858592507353,0.6578854204931299,0.6717356398719326,0.6855858592507353,0.6578854204931299,0.6717356398719326,0.6855858592507353,0.6578854204931299,0.6717356398719326,0.0
1,3,16,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.48478241016180085,0.46519524207445534,0.4749888261181281,0.0
1,3,17,0.24080277667989328,0.24587230882052263,0.25094184096115196,0.24080277667989328,0.24587230882052263,0.25094184096115196,0.24080277667989328,0.24587230882052263,0.25094184096115196,0.24080277667989328,0.24587230882052263,0.25094184096115196,0.24080277667989328,0.24587230882052263,0.0
1,3,18,1.1393997283701197e-16,1.1633870910726487e-16,1.1873744537751774e-16,1.1393997283701197e-16,1.1633870910726487e-16,1.1873744537751774e-16,1.1393997283701197e-16,1.1633870910726487e-16,1.1873744537751774e-16,1.1393997283701197e-16,1.1633870910726487e-16,1.1873744537751774e-16,1.1393997283701197e-16,1.1633870910726487e-16,0.0
1,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,0.24008244364932269,0.2451368108840453,0.25019117811876784,0.24008244364932269,0.2451368108840453,0.25019117811876784,0.24008244364932269,0.2451368108840453,0.25019117811876784,0.24008244364932269,0.2451368108840453,0.25019117811876784,0.24008244364932269,0.2451368108840453,0.0
1,4,8,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.0
1,4,9,0.6559174340552416,0.6697262221406152,0.6835350102259887,0.6559174340552416,0.6697262221406152,0.6835350102259887,0.6559174340552416,0.6697262221406152,0.6835350102259887,0.6559174340552416,0.6697262221406152,0.6835350102259887,0.6559174340552416,0.6697262221406152,0.0
1,4,10,0.803331513415488,0.8202437558031825,0.837155998190877,0.803331513415488,0.8202437558031825,0.837155998190877,0.803331513415488,0.8202437558031825,0.837155998190877,0.803331513415488,0.8202437558031825,0.837155998190877,0.803331513415488,0.8202437558031825,0.0
1,4,11,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.0
1,4,12,0.927607331037883,0.9471359064281542,0.9666644818184255,0.927607331037883,0.9471359064281542,0.9666644818184255,0.927607331037883,0.9471359064281542,0.9666644818184255,0.927607331037883,0.9471359064281542,0.9666644818184255,0.927607331037883,0.9471359064281542,0.0
1,4,13,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.9337261883447566,0.8959998777045645,0.9148630330246605,0.0
1,4,14,0.8033315134154881,0.8202437558031827,0.8371559981908772,0.8033315134154881,0.8202437558031827,0.8371559981908772,0.8033315134154881,0.8202437558031827,0.8371559981908772,0.8033315134154881,0.8202437558031827,0.8371559981908772,0.8033315134154881,0.8202437558031827,0.0
1,4,15,0.6559174340552417,0.6697262221406153,0.6835350102259888,0.6559174340552417,0.6697262221406153,0.6835350102259888,0.6559174340552417,0.6697262221406153,0.6835350102259888,0.6559174340552417,0.6697262221406153,0.6835350102259888,0.6559174340552417,0.6697262221406153,0.0
1,4,16,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.4833322409092127,0.4638036655189414,0.473567953214077,0.0
1,4,17,0.24008244364932296,0.24513681088404554,0.2501911781187681,0.24008244364932296,0.24513681088404554,0.2501911781187681,0.24008244364932296,0.24513681088404554,0.2501911781187681,0.24008244364932296,0.24513681088404554,0.2501911781187681,0.24008244364932296,0.24513681088404554,0.0
1,4,18,1.1359913488211627e-16,1.1599069561647661e-16,1.1838225635083696e-16,1.1359913488211627e-16,1.1599069561647661e-16,1.1838225635083696e-16,1.1359913488211627e-16,1.1599069561647661e-16,1.1838225635083696e-16,1.1359913488211627e-16,1.1599069561647661e-16,1.1838225635083696e-16,1.1359913488211627e-16,1.1599069561647661e-16,0.0
1,4,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,7,0.23931798210202737,0.24435625540943848,0.24939452871684958,0.23931798210202737,0.24435625540943848,0.24939452871684958,0.23931798210202737,0.24435625540943848,0.24939452871684958,0.23931798210202737,0.24435625540943848,0.24939452871684958,0.23931798210202737,0.24435625540943848,0.0
1,5,8,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.0
1,5,9,0.6538288862675979,0.6675937049258632,0.6813585235841284,0.6538288862675979,0.6675937049258632,0.6813585235841284,0.6538288862675979,0.6675937049258632,0.6813585235841284,0.6538288862675979,0.6675937049258632,0.6813585235841284,0.6538288862675979,0.6675937049258632,0.0
1,5,10,0.8007735752239152,0.8176319662812609,0.8344903573386064,0.8007735752239152,0.8176319662812609,0.8344903573386064,0.8007735752239152,0.8176319662812609,0.8344903573386064,0.8007735752239152,0.8176319662812609,0.8344903573386064,0.8007735752239152,0.8176319662812609,0.0
1,5,11,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.0
1,5,12,0.924653678430933,0.944120071661058,0.9635864648911829,0.924653678430933,0.944120071661058,0.9635864648911829,0.924653678430933,0.944120071661058,0.9635864648911829,0.924653678430933,0.944120071661058,0.9635864648911829,0.924653678430933,0.944120071661058,0.0
1,5,13,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.9307530523009782,0.8931468683696254,0.9119499603353018,0.0
1,5,14,0.8007735752239153,0.817631966281261,0.8344903573386065,0.8007735752239153,0.817631966281261,0.8344903573386065,0.8007735752239153,0.817631966281261,0.8344903573386065,0.8007735752239153,0.817631966281261,0.8344903573386065,0.8007735752239153,0.817631966281261,0.0
1,5,15,0.653828886267598,0.6675937049258633,0.6813585235841285,0.653828886267598,0.6675937049258633,0.6813585235841285,0.653828886267598,0.6675937049258633,0.6813585235841285,0.653828886267598,0.6675937049258633,0.6813585235841285,0.653828886267598,0.6675937049258633,0.0
1,5,16,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.4817932324455914,0.46232683921546647,0.47206003583052897,0.0
1,5,17,0.23931798210202765,0.24435625540943876,0.24939452871684986,0.23931798210202765,0.24435625540943876,0.24939452871684986,0.23931798210202765,0.24435625540943876,0.24939452871684986,0.23931798210202765,0.24435625540943876,0.24939452871684986,0.23931798210202765,0.24435625540943876,0.0
1,5,18,1.1323741676102682e-16,1.1562136237704843e-16,1.1800530799307006e-16,1.1323741676102682e-16,1.1562136237704843e-16,1.1800530799307006e-16,1.1323741676102682e-16,1.1562136237704843e-16,1.1800530799307006e-16,1.1323741676102682e-16,1.1562136237704843e-16,1.1800530799307006e-16,1.1323741676102682e-16,1.1562136237704843e-16,0.0
1,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,7,0.2385102980767019,0.24353156750989563,0.24855283694308936,0.2385102980767019,0.24353156750989563,0.24855283694308936,0.2385102980767019,0.24353156750989563,0.24855283694308936,0.2385102980767019,0.24353156750989563,0.24855283694308936,0.2385102980767019,0.24353156750989563,0.0
1,6,8,0.46076651349638054,0.47046686114893593,0.48016720880149133,0.46076651349638054,0.47046686114893593,0.48016720880149133,0.46076651349638054,0.47046686114893593,0.48016720880149133,0.46076651349638054,0.47046686114893593,0.48016720880149133,0.46076651349638054,0.47046686114893593,0.0
1,6,9,0.6516222524739471,0.665340615683925,0.6790589788939029,0.6516222524739471,0.665340615683925,0.6790589788939029,0.6516222524739471,0.665340615683925,0.6790589788939029,0.6516222524739471,0.665340615683925,0.6790589788939029,0.6516222524739471,0.665340615683925,0.0
1,6,10,0.7980710118021019,0.8148725067874094,0.8316740017727168,0.7980710118021019,0.8148725067874094,0.8316740017727168,0.7980710118021019,0.8148725067874094,0.8316740017727168,0.7980710118021019,0.8148725067874094,0.8316740017727168,0.7980710118021019,0.8148725067874094,0.0
1,6,11,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.0
1,6,12,0.9215330269927612,0.940933722297872,0.9603344176029828,0.9215330269927612,0.940933722297872,0.9603344176029828,0.9215330269927612,0.940933722297872,0.9603344176029828,0.9215330269927612,0.940933722297872,0.9603344176029828,0.9215330269927612,0.940933722297872,0.0
1,6,13,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.9276118158369923,0.8901325505506491,0.9088721831938207,0.0
1,6,14,0.798071011802102,0.8148725067874095,0.8316740017727169,0.798071011802102,0.8148725067874095,0.8316740017727169,0.798071011802102,0.8148725067874095,0.8316740017727169,0.798071011802102,0.8148725067874095,0.8316740017727169,0.798071011802102,0.8148725067874095,0.0
1,6,15,0.6516222524739472,0.6653406156839251,0.679058978893903,0.6516222524739472,0.6653406156839251,0.679058978893903,0.6516222524739472,0.6653406156839251,0.679058978893903,0.6516222524739472,0.6653406156839251,0.679058978893903,0.6516222524739472,0.6653406156839251,0.0
