Zone,Hour,LMP,Energy,Congestion,Loss
B1,105,20.0,20.0,0.0,0.0
B1,106,20.0,20.0,0.0,0.0
B1,107,20.0,20.0,0.0,0.0
B1,108,20.0,20.0,0.0,0.0
B1,109,20.0,20.0,0.0,0.0
B1,110,20.0,20.0,0.0,0.0
B1,111,20.0,20.0,0.0,0.0
B1,112,20.0,20.0,0.0,0.0
B1,113,20.0,20.0,0.0,0.0
B1,114,20.0,20.0,0.0,0.0
B1,115,20.0,20.0,0.0,0.0
B1,116,20.0,20.0,0.0,0.0
B1,117,20.0,20.0,0.0,0.0
B1,118,20.0,20.0,0.0,0.0
B1,119,20.0,20.0,0.0,0.0
B1,120,20.0,20.0,0.0,0.0
B1,121,20.0,20.0,0.0,0.0
B1,122,20.0,20.0,0.0,0.0
B1,123,20.0,20.0,0.0,0.0
B1,124,20.0,20.0,0.0,0.0
B1,125,20.0,20.0,0.0,0.0
B1,126,20.0,20.0,0.0,0.0
B1,127,20.0,20.0,0.0,0.0
B1,128,20.0,20.0,0.0,0.0
B1,129,20.0,20.0,0.0,0.0
B1,130,20.0,20.0,0.0,0.0
B1,131,20.0,20.0,0.0,0.0
B1,132,20.0,20.0,0.0,0.0
B1,133,20.0,20.0,0.0,0.0
B1,134,20.0,20.0,0.0,0.0
B1,135,20.0,20.0,0.0,0.0
B1,136,20.0,20.0,0.0,0.0
B1,137,20.0,20.0,0.0,0.0
B1,138,20.0,20.0,0.0,0.0
B1,139,20.0,20.0,0.0,0.0
B1,140,20.0,20.0,0.0,0.0
B1,141,20.0,20.0,0.0,0.0
B1,142,20.0,20.0,0.0,0.0
B1,143,20.0,20.0,0.0,0.0
B1,144,20.0,20.0,0.0,0.0
B1,145,20.0,20.0,0.0,0.0
B1,146,20.0,20.0,0.0,0.0
B1,147,20.0,20.0,0.0,0.0
B1,148,20.0,20.0,0.0,0.0
B1,149,20.0,20.0,0.0,0.0
B1,150,20.0,20.0,0.0,0.0
B1,151,20.0,20.0,0.0,0.0
B1,152,20.0,20.0,0.0,0.0
B1,153,20.0,20.0,0.0,0.0
B1,154,20.0,20.0,0.0,0.0
B1,155,20.0,20.0,0.0,0.0
B1,156,20.0,20.0,0.0,0.0
B1,157,20.0,20.0,0.0,0.0
B1,158,20.0,20.0,0.0,0.0
B1,159,20.0,20.0,0.0,0.0
B1,160,20.0,20.0,0.0,0.0
B1,161,20.0,20.0,0.0,0.0
B1,162,20.0,20.0,0.0,0.0
B1,163,20.0,20.0,0.0,0.0
B1,164,20.0,20.0,0.0,0.0
B1,165,20.0,20.0,0.0,0.0
B1,166,20.0,20.0,0.0,0.0
B1,167,20.0,20.0,0.0,0.0
B1,168,20.0,20.0,0.0,0.0
B1,169,20.0,20.0,0.0,0.0
B1,170,20.0,20.0,0.0,0.0
B1,171,20.0,20.0,0.0,0.0
B1,172,20.0,20.0,0.0,0.0
B1,173,20.0,20.0,0.0,0.0
B1,174,20.0,20.0,0.0,0.0
B1,175,20.0,20.0,0.0,0.0
B1,176,20.0,20.0,0.0,0.0
B1,177,20.0,20.0,0.0,0.0
B1,178,20.0,20.0,0.0,0.0
B1,179,20.0,20.0,0.0,0.0
B1,180,20.0,20.0,0.0,0.0
B1,181,20.0,20.0,0.0,0.0
B1,182,20.0,20.0,0.0,0.0
B1,183,20.0,20.0,0.0,0.0
B1,184,20.0,20.0,0.0,0.0
B1,185,20.0,20.0,0.0,0.0
B1,186,20.0,20.0,0.0,0.0
B1,187,20.0,20.0,0.0,0.0
B1,188,20.0,20.0,0.0,0.0
B1,189,20.0,20.0,0.0,0.0
B1,190,20.0,20.0,0.0,0.0
B1,191,20.0,20.0,0.0,0.0
B1,192,20.0,20.0,0.0,0.0
B1,193,20.0,20.0,0.0,0.0
B1,194,20.0,20.0,0.0,0.0
B1,195,20.0,20.0,0.0,0.0
B1,196,20.0,20.0,0.0,0.0
B1,197,20.0,20.0,0.0,0.0
B1,198,20.0,20.0,0.0,0.0
B1,199,20.0,20.0,0.0,0.0
B1,200,20.0,20.0,0.0,0.0
B1,201,20.0,20.0,0.0,0.0
B1,202,20.0,20.0,0.0,0.0
B1,203,20.0,20.0,0.0,0.0
B1,204,20.0,20.0,0.0,0.0
B1,205,20.0,20.0,0.0,0.0
B1,206,20.0,20.0,0.0,0.0
B1,207,20.0,20.0,0.0,0.0
B1,208,20.0,20.0,0.0,0.0
B1,209,20.0,20.0,0.0,0.0
B1,210,20.0,20.0,0.0,0.0
B1,211,20.0,20.0,0.0,0.0
B1,212,20.0,20.0,0.0,0.0
B1,213,20.0,20.0,0.0,0.0
B1,214,20.0,20.0,0.0,0.0
B1,215,20.0,20.0,0.0,0.0
B1,216,20.0,20.0,0.0,0.0
B1,217,20.0,20.0,0.0,0.0
B1,218,20.0,20.0,0.0,0.0
B1,219,20.0,20.0,0.0,0.0
B1,220,20.0,20.0,0.0,0.0
B1,221,20.0,20.0,0.0,0.0
B1,222,20.0,20.0,0.0,0.0
B1,223,20.0,20.0,0.0,0.0
B1,224,20.0,20.0,0.0,0.0
B1,225,20.0,20.0,0.0,0.0
B1,226,20.0,20.0,0.0,0.0
B1,227,20.0,20.0,0.0,0.0
B1,228,20.0,20.0,0.0,0.0
B1,229,20.0,20.0,0.0,0.0
B1,230,20.0,20.0,0.0,0.0
B1,231,20.0,20.0,0.0,0.0
B1,232,20.0,20.0,0.0,0.0
B1,233,20.0,20.0,0.0,0.0
B1,234,20.0,20.0,0.0,0.0
B1,235,20.0,20.0,0.0,0.0
B1,236,20.0,20.0,0.0,0.0
B1,237,20.0,20.0,0.0,0.0
B1,238,20.0,20.0,0.0,0.0
B1,239,20.0,20.0,0.0,0.0
B1,240,20.0,20.0,0.0,0.0
B1,241,20.0,20.0,0.0,0.0
B1,242,20.0,20.0,0.0,0.0
B1,243,20.0,20.0,0.0,0.0
B1,244,20.0,20.0,0.0,0.0
B1,245,20.0,20.0,0.0,0.0
B1,246,20.0,20.0,0.0,0.0
B1,247,20.0,20.0,0.0,0.0
B1,248,20.0,20.0,0.0,0.0
B1,249,20.0,20.0,0.0,0.0
B1,250,20.0,20.0,0.0,0.0
B1,251,20.0,20.0,0.0,0.0
B1,252,20.0,20.0,0.0,0.0
B1,253,20.0,20.0,0.0,0.0
B1,254,20.0,20.0,0.0,0.0
B1,255,20.0,20.0,0.0,0.0
B1,256,20.0,20.0,0.0,0.0
B1,257,20.0,20.0,0.0,0.0
B1,258,20.0,20.0,0.0,0.0
B1,259,20.0,20.0,0.0,0.0
B1,260,20.0,20.0,0.0,0.0
B1,261,20.0,20.0,0.0,0.0
B1,262,20.0,20.0,0.0,0.0
B1,263,20.0,20.0,0.0,0.0
B1,264,20.0,20.0,0.0,0.0
B1,265,20.0,20.0,0.0,0.0
B1,266,20.0,20.0,0.0,0.0
B1,267,20.0,20.0,0.0,0.0
B1,268,20.0,20.0,0.0,0.0
B1,269,20.0,20.0,0.0,0.0
B1,270,20.0,20.0,0.0,0.0
B1,271,20.0,20.0,0.0,0.0
B1,272,20.0,20.0,0.0,0.0
B1,273,20.0,20.0,0.0,0.0
B1,274,20.0,20.0,0.0,0.0
B1,275,20.0,20.0,0.0,0.0
B1,276,20.0,20.0,0.0,0.0
B1,277,20.0,20.0,0.0,0.0
B1,278,20.0,20.0,0.0,0.0
B1,279,20.0,20.0,0.0,0.0
B1,280,20.0,20.0,0.0,0.0
B1,281,20.0,20.0,0.0,0.0
B1,282,20.0,20.0,0.0,0.0
B1,283,20.0,20.0,0.0,0.0
B1,284,20.0,20.0,0.0,0.0
B1,285,20.0,20.0,0.0,0.0
B1,286,20.0,20.0,0.0,0.0
B1,287,20.0,20.0,0.0,0.0
B1,288,20.0,20.0,0.0,0.0
B1,289,20.0,20.0,0.0,0.0
B1,290,20.0,20.0,0.0,0.0
B1,291,20.0,20.0,0.0,0.0
B1,292,20.0,20.0,0.0,0.0
B1,293,20.0,20.0,0.0,0.0
B1,294,20.0,20.0,0.0,0.0
B1,295,20.0,20.0,0.0,0.0
B1,296,20.0,20.0,0.0,0.0
B1,297,20.0,20.0,0.0,0.0
B1,298,20.0,20.0,0.0,0.0
B1,299,20.0,20.0,0.0,0.0
B1,300,20.0,20.0,0.0,0.0
B1,301,20.0,20.0,0.0,0.0
B1,302,20.0,20.0,0.0,0.0
B1,303,20.0,20.0,0.0,0.0
B1,304,20.0,20.0,0.0,0.0
B1,305,20.0,20.0,0.0,0.0
B1,306,20.0,20.0,0.0,0.0
B1,307,20.0,20.0,0.0,0.0
B1,308,20.0,20.0,0.0,0.0
B1,309,20.0,20.0,0.0,0.0
B1,310,20.0,20.0,0.0,0.0
B1,311,20.0,20.0,0.0,0.0
B1,312,20.0,20.0,0.0,0.0
B1,313,20.0,20.0,0.0,0.0
B1,314,20.0,20.0,0.0,0.0
B1,315,20.0,20.0,0.0,0.0
B1,316,20.0,20.0,0.0,0.0
B1,317,20.0,20.0,0.0,0.0
B1,318,20.0,20.0,0.0,0.0
B1,319,20.0,20.0,0.0,0.0
B1,320,20.0,20.0,0.0,0.0
B1,321,20.0,20.0,0.0,0.0
B1,322,20.0,20.0,0.0,0.0
B1,323,20.0,20.0,0.0,0.0
B1,324,20.0,20.0,0.0,0.0
B1,325,20.0,20.0,0.0,0.0
B1,326,20.0,20.0,0.0,0.0
B1,327,20.0,20.0,0.0,0.0
B1,328,20.0,20.0,0.0,0.0
B1,329,20.0,20.0,0.0,0.0
B1,330,20.0,20.0,0.0,0.0
B1,331,20.0,20.0,0.0,0.0
B1,332,20.0,20.0,0.0,0.0
B1,333,20.0,20.0,0.0,0.0
B1,334,20.0,20.0,0.0,0.0
B1,335,20.0,20.0,0.0,0.0
B1,336,20.0,20.0,0.0,0.0
B1,337,20.0,20.0,0.0,0.0
B1,338,20.0,20.0,0.0,0.0
B1,339,20.0,20.0,0.0,0.0
B1,340,20.0,20.0,0.0,0.0
B1,341,20.0,20.0,0.0,0.0
B1,342,20.0,20.0,0.0,0.0
B1,343,20.0,20.0,0.0,0.0
B1,344,20.0,20.0,0.0,0.0
B1,345,20.0,20.0,0.0,0.0
B1,346,20.0,20.0,0.0,0.0
B1,347,20.0,20.0,0.0,0.0
B1,348,20.0,20.0,0.0,0.0
B1,349,20.0,20.0,0.0,0.0
B1,350,20.0,20.0,0.0,0.0
B1,351,20.0,20.0,0.0,0.0
B1,352,20.0,20.0,0.0,0.0
B1,353,20.0,20.0,0.0,0.0
B1,354,20.0,20.0,0.0,0.0
B1,355,20.0,20.0,0.0,0.0
B1,356,20.0,20.0,0.0,0.0
B1,357,20.0,20.0,0.0,0.0
B1,358,20.0,20.0,0.0,0.0
B1,359,20.0,20.0,0.0,0.0
B1,360,20.0,20.0,0.0,0.0
B1,361,20.0,20.0,0.0,0.0
B1,362,20.0,20.0,0.0,0.0
B1,363,20.0,20.0,0.0,0.0
B1,364,20.0,20.0,0.0,0.0
B1,365,20.0,20.0,0.0,0.0
B1,366,20.0,20.0,0.0,0.0
B1,367,20.0,20.0,0.0,0.0
B1,368,20.0,20.0,0.0,0.0
B1,369,20.0,20.0,0.0,0.0
B1,370,20.0,20.0,0.0,0.0
B1,371,20.0,20.0,0.0,0.0
B1,372,20.0,20.0,0.0,0.0
B1,373,20.0,20.0,0.0,0.0
B1,374,20.0,20.0,0.0,0.0
B1,375,20.0,20.0,0.0,0.0
B1,376,20.0,20.0,0.0,0.0
B1,377,20.0,20.0,0.0,0.0
B1,378,20.0,20.0,0.0,0.0
B1,379,20.0,20.0,0.0,0.0
B1,380,20.0,20.0,0.0,0.0
B1,381,20.0,20.0,0.0,0.0
B1,382,20.0,20.0,0.0,0.0
B1,383,20.0,20.0,0.0,0.0
B1,384,20.0,20.0,0.0,0.0
B1,385,20.0,20.0,0.0,0.0
B1,386,20.0,20.0,0.0,0.0
B1,387,20.0,20.0,0.0,0.0
B1,388,20.0,20.0,0.0,0.0
B1,389,20.0,20.0,0.0,0.0
B1,390,20.0,20.0,0.0,0.0
B1,391,20.0,20.0,0.0,0.0
B1,392,20.0,20.0,0.0,0.0
B1,393,20.0,20.0,0.0,0.0
B1,394,20.0,20.0,0.0,0.0
B1,395,20.0,20.0,0.0,0.0
B1,396,20.0,20.0,0.0,0.0
B1,397,20.0,20.0,0.0,0.0
B1,398,20.0,20.0,0.0,0.0
B1,399,20.0,20.0,0.0,0.0
B1,400,20.0,20.0,0.0,0.0
B1,401,20.0,20.0,0.0,0.0
B1,402,20.0,20.0,0.0,0.0
B1,403,20.0,20.0,0.0,0.0
B1,404,20.0,20.0,0.0,0.0
B1,405,20.0,20.0,0.0,0.0
B1,406,20.0,20.0,0.0,0.0
B1,407,20.0,20.0,0.0,0.0
B1,408,20.0,20.0,0.0,0.0
B1,409,20.0,20.0,0.0,0.0
B1,410,20.0,20.0,0.0,0.0
B1,411,20.0,20.0,0.0,0.0
B1,412,20.0,20.0,0.0,0.0
B1,413,20.0,20.0,0.0,0.0
B1,414,20.0,20.0,0.0,0.0
B1,415,20.0,20.0,0.0,0.0
B1,416,20.0,20.0,0.0,0.0
B1,417,20.0,20.0,0.0,0.0
B1,418,20.0,20.0,0.0,0.0
B1,419,20.0,20.0,0.0,0.0
B1,420,20.0,20.0,0.0,0.0
B1,421,20.0,20.0,0.0,0.0
B1,422,20.0,20.0,0.0,0.0
B1,423,20.0,20.0,0.0,0.0
B1,424,20.0,20.0,0.0,0.0
B1,425,20.0,20.0,0.0,0.0
B1,426,20.0,20.0,0.0,0.0
B1,427,20.0,20.0,0.0,0.0
B1,428,20.0,20.0,0.0,0.0
B1,429,20.0,20.0,0.0,0.0
B1,430,20.0,20.0,0.0,0.0
B1,431,20.0,20.0,0.0,0.0
B1,432,20.0,20.0,0.0,0.0
B1,433,20.0,20.0,0.0,0.0
B1,434,20.0,20.0,0.0,0.0
B1,435,20.0,20.0,0.0,0.0
B1,436,20.0,20.0,0.0,0.0
B1,437,20.0,20.0,0.0,0.0
B1,438,20.0,20.0,0.0,0.0
B1,439,20.0,20.0,0.0,0.0
B1,440,20.0,20.0,0.0,0.0
B1,441,20.0,20.0,0.0,0.0
B1,442,20.0,20.0,0.0,0.0
B1,443,20.0,20.0,0.0,0.0
B1,444,20.0,20.0,0.0,0.0
B1,445,20.0,20.0,0.0,0.0
B1,446,20.0,20.0,0.0,0.0
B1,447,20.0,20.0,0.0,0.0
B1,448,20.0,20.0,0.0,0.0
B1,449,20.0,20.0,0.0,0.0
B1,450,20.0,20.0,0.0,0.0
B1,451,20.0,20.0,0.0,0.0
B1,452,20.0,20.0,0.0,0.0
B1,453,20.0,20.0,0.0,0.0
B1,454,20.0,20.0,0.0,0.0
B1,455,20.0,20.0,0.0,0.0
B1,456,20.0,20.0,0.0,0.0
B1,457,20.0,20.0,0.0,0.0
B1,458,20.0,20.0,0.0,0.0
B1,459,20.0,20.0,0.0,0.0
B1,460,20.0,20.0,0.0,0.0
B1,461,20.0,20.0,0.0,0.0
B1,462,20.0,20.0,0.0,0.0
B1,463,20.0,20.0,0.0,0.0
B1,464,20.0,20.0,0.0,0.0
B1,465,20.0,20.0,0.0,0.0
B1,466,20.0,20.0,0.0,0.0
B1,467,20.0,20.0,0.0,0.0
B1,468,20.0,20.0,0.0,0.0
B1,469,20.0,20.0,0.0,0.0
B1,470,20.0,20.0,0.0,0.0
B1,471,20.0,20.0,0.0,0.0
B1,472,20.0,20.0,0.0,0.0
B1,473,20.0,20.0,0.0,0.0
B1,474,20.0,20.0,0.0,0.0
B1,475,20.0,20.0,0.0,0.0
B1,476,20.0,20.0,0.0,0.0
B1,477,20.0,20.0,0.0,0.0
B1,478,20.0,20.0,0.0,0.0
B1,479,20.0,20.0,0.0,0.0
B1,480,20.0,20.0,0.0,0.0
B1,481,20.0,20.0,0.0,0.0
B1,482,20.0,20.0,0.0,0.0
B1,483,20.0,20.0,0.0,0.0
B1,484,20.0,20.0,0.0,0.0
B1,485,20.0,20.0,0.0,0.0
B1,486,20.0,20.0,0.0,0.0
B1,487,20.0,20.0,0.0,0.0
B1,488,20.0,20.0,0.0,0.0
B1,489,20.0,20.0,0.0,0.0
B1,490,20.0,20.0,0.0,0.0
B1,491,20.0,20.0,0.0,0.0
B1,492,20.0,20.0,0.0,0.0
B1,493,20.0,20.0,0.0,0.0
B1,494,20.0,20.0,0.0,0.0
B1,495,20.0,20.0,0.0,0.0
B1,496,20.0,20.0,0.0,0.0
B1,497,20.0,20.0,0.0,0.0
B1,498,20.0,20.0,0.0,0.0
B1,499,20.0,20.0,0.0,0.0
B1,500,20.0,20.0,0.0,0.0
B1,501,20.0,20.0,0.0,0.0
B1,502,20.0,20.0,0.0,0.0
B1,503,20.0,20.0,0.0,0.0
B1,504,20.0,20.0,0.0,0.0
B1,505,20.0,20.0,0.0,0.0
B1,506,20.0,20.0,0.0,0.0
B1,507,20.0,20.0,0.0,0.0
B1,508,20.0,20.0,0.0,0.0
B1,509,20.0,20.0,0.0,0.0
B1,510,20.0,20.0,0.0,0.0
B1,511,20.0,20.0,0.0,0.0
B1,512,20.0,20.0,0.0,0.0
B1,513,20.0,20.0,0.0,0.0
B1,514,20.0,20.0,0.0,0.0
B1,515,20.0,20.0,0.0,0.0
B1,516,20.0,20.0,0.0,0.0
B1,517,20.0,20.0,0.0,0.0
B1,518,20.0,20.0,0.0,0.0
B1,519,20.0,20.0,0.0,0.0
B1,520,20.0,20.0,0.0,0.0
B1,521,20.0,20.0,0.0,0.0
B1,522,20.0,20.0,0.0,0.0
B1,523,20.0,20.0,0.0,0.0
B1,524,20.0,20.0,0.0,0.0
B1,525,20.0,20.0,0.0,0.0
B1,526,20.0,20.0,0.0,0.0
B1,527,20.0,20.0,0.0,0.0
B1,528,20.0,20.0,0.0,0.0
B1,529,20.0,20.0,0.0,0.0
B1,530,20.0,20.0,0.0,0.0
B1,531,20.0,20.0,0.0,0.0
B1,532,20.0,20.0,0.0,0.0
B1,533,20.0,20.0,0.0,0.0
B1,534,20.0,20.0,0.0,0.0
B1,535,20.0,20.0,0.0,0.0
B1,536,20.0,20.0,0.0,0.0
B1,537,20.0,20.0,0.0,0.0
B1,538,20.0,20.0,0.0,0.0
B1,539,20.0,20.0,0.0,0.0
B1,540,20.0,20.0,0.0,0.0
B1,541,20.0,20.0,0.0,0.0
B1,542,20.0,20.0,0.0,0.0
B1,543,20.0,20.0,0.0,0.0
B1,544,20.0,20.0,0.0,0.0
B1,545,20.0,20.0,0.0,0.0
B1,546,20.0,20.0,0.0,0.0
B1,547,20.0,20.0,0.0,0.0
B1,548,20.0,20.0,0.0,0.0
B1,549,20.0,20.0,0.0,0.0
B1,550,20.0,20.0,0.0,0.0
B1,551,20.0,20.0,0.0,0.0
B1,552,20.0,20.0,0.0,0.0
B1,553,20.0,20.0,0.0,0.0
B1,554,20.0,20.0,0.0,0.0
B1,555,20.0,20.0,0.0,0.0
B1,556,20.0,20.0,0.0,0.0
B1,557,20.0,20.0,0.0,0.0
B1,558,20.0,20.0,0.0,0.0
B1,559,20.0,20.0,0.0,0.0
B1,560,20.0,20.0,0.0,0.0
B1,561,20.0,20.0,0.0,0.0
B1,562,20.0,20.0,0.0,0.0
B1,563,20.0,20.0,0.0,0.0
B1,564,20.0,20.0,0.0,0.0
B1,565,20.0,20.0,0.0,0.0
B1,566,20.0,20.0,0.0,0.0
B1,567,20.0,20.0,0.0,0.0
B1,568,20.0,20.0,0.0,0.0
B1,569,20.0,20.0,0.0,0.0
B1,570,20.0,20.0,0.0,0.0
B1,571,20.0,20.0,0.0,0.0
B1,572,20.0,20.0,0.0,0.0
B1,573,20.0,20.0,0.0,0.0
B1,574,20.0,20.0,0.0,0.0
B1,575,20.0,20.0,0.0,0.0
B1,576,20.0,20.0,0.0,0.0
B1,577,20.0,20.0,0.0,0.0
B1,578,20.0,20.0,0.0,0.0
B1,579,20.0,20.0,0.0,0.0
B1,580,20.0,20.0,0.0,0.0
B1,581,20.0,20.0,0.0,0.0
B1,582,20.0,20.0,0.0,0.0
B1,583,20.0,20.0,0.0,0.0
B1,584,20.0,20.0,0.0,0.0
B1,585,20.0,20.0,0.0,0.0
B1,586,20.0,20.0,0.0,0.0
B1,587,20.0,20.0,0.0,0.0
B1,588,20.0,20.0,0.0,0.0
B1,589,20.0,20.0,0.0,0.0
B1,590,20.0,20.0,0.0,0.0
B1,591,20.0,20.0,0.0,0.0
B1,592,20.0,20.0,0.0,0.0
B1,593,20.0,20.0,0.0,0.0
B1,594,20.0,20.0,0.0,0.0
B1,595,20.0,20.0,0.0,0.0
B1,596,20.0,20.0,0.0,0.0
B1,597,20.0,20.0,0.0,0.0
B1,598,20.0,20.0,0.0,0.0
B1,599,20.0,20.0,0.0,0.0
B1,600,20.0,20.0,0.0,0.0
B1,601,20.0,20.0,0.0,0.0
B1,602,20.0,20.0,0.0,0.0
B1,603,20.0,20.0,0.0,0.0
B1,604,20.0,20.0,0.0,0.0
B1,605,20.0,20.0,0.0,0.0
B1,606,20.0,20.0,0.0,0.0
B1,607,20.0,20.0,0.0,0.0
B1,608,20.0,20.0,0.0,0.0
B1,609,20.0,20.0,0.0,0.0
B1,610,20.0,20.0,0.0,0.0
B1,611,20.0,20.0,0.0,0.0
B1,612,20.0,20.0,0.0,0.0
B1,613,20.0,20.0,0.0,0.0
B1,614,20.0,20.0,0.0,0.0
B1,615,20.0,20.0,0.0,0.0
B1,616,20.0,20.0,0.0,0.0
B1,617,20.0,20.0,0.0,0.0
B1,618,20.0,20.0,0.0,0.0
B1,619,20.0,20.0,0.0,0.0
B1,620,20.0,20.0,0.0,0.0
B1,621,20.0,20.0,0.0,0.0
B1,622,20.0,20.0,0.0,0.0
B1,623,20.0,20.0,0.0,0.0
B1,624,20.0,20.0,0.0,0.0
B1,625,20.0,20.0,0.0,0.0
B1,626,20.0,20.0,0.0,0.0
B1,627,20.0,20.0,0.0,0.0
B1,628,20.0,20.0,0.0,0.0
B1,629,20.0,20.0,0.0,0.0
B1,630,20.0,20.0,0.0,0.0
B1,631,20.0,20.0,0.0,0.0
B1,632,20.0,20.0,0.0,0.0
B1,633,20.0,20.0,0.0,0.0
B1,634,20.0,20.0,0.0,0.0
B1,635,20.0,20.0,0.0,0.0
B1,636,20.0,20.0,0.0,0.0
B1,637,20.0,20.0,0.0,0.0
B1,638,20.0,20.0,0.0,0.0
B1,639,20.0,20.0,0.0,0.0
B1,640,20.0,20.0,0.0,0.0
B1,641,20.0,20.0,0.0,0.0
B1,642,20.0,20.0,0.0,0.0
B1,643,20.0,20.0,0.0,0.0
B1,644,20.0,20.0,0.0,0.0
B1,645,20.0,20.0,0.0,0.0
B1,646,20.0,20.0,0.0,0.0
B1,647,20.0,20.0,0.0,0.0
B1,648,20.0,20.0,0.0,0.0
B1,649,20.0,20.0,0.0,0.0
B1,650,20.0,20.0,0.0,0.0
B1,651,20.0,20.0,0.0,0.0
B1,652,20.0,20.0,0.0,0.0
B1,653,20.0,20.0,0.0,0.0
B1,654,20.0,20.0,0.0,0.0
B1,655,20.0,20.0,0.0,0.0
B1,656,20.0,20.0,0.0,0.0
B1,657,20.0,20.0,0.0,0.0
B1,658,20.0,20.0,0.0,0.0
B1,659,20.0,20.0,0.0,0.0
B1,660,20.0,20.0,0.0,0.0
B1,661,20.0,20.0,0.0,0.0
B1,662,20.0,20.0,0.0,0.0
B1,663,20.0,20.0,0.0,0.0
B1,664,20.0,20.0,0.0,0.0
