Bus,Zone,State,Hour,LMP,Energy,Congestion,Loss
1,B1,TS,315,20.0,20.0,0.0,0.0
1,B1,TS,316,20.0,20.0,0.0,0.0
1,B1,TS,317,20.0,20.0,0.0,0.0
1,B1,TS,318,20.0,20.0,0.0,0.0
1,B1,TS,319,20.0,20.0,0.0,0.0
1,B1,TS,320,20.0,20.0,0.0,0.0
1,B1,TS,321,20.0,20.0,0.0,0.0
1,B1,TS,322,20.0,20.0,0.0,0.0
1,B1,TS,323,20.0,20.0,0.0,0.0
1,B1,TS,324,20.0,20.0,0.0,0.0
1,B1,TS,325,20.0,20.0,0.0,0.0
1,B1,TS,326,20.0,20.0,0.0,0.0
1,B1,TS,327,20.0,20.0,0.0,0.0
1,B1,TS,328,20.0,20.0,0.0,0.0
1,B1,TS,329,20.0,20.0,0.0,0.0
1,B1,TS,330,20.0,20.0,0.0,0.0
1,B1,TS,331,20.0,20.0,0.0,0.0
1,B1,TS,332,20.0,20.0,0.0,0.0
1,B1,TS,333,20.0,20.0,0.0,0.0
1,B1,TS,334,20.0,20.0,0.0,0.0
1,B1,TS,335,20.0,20.0,0.0,0.0
1,B1,TS,336,20.0,20.0,0.0,0.0
1,B1,TS,337,20.0,20.0,0.0,0.0
1,B1,TS,338,20.0,20.0,0.0,0.0
1,B1,TS,339,20.0,20.0,0.0,0.0
1,B1,TS,340,20.0,20.0,0.0,0.0
1,B1,TS,341,20.0,20.0,0.0,0.0
1,B1,TS,342,20.0,20.0,0.0,0.0
1,B1,TS,343,20.0,20.0,0.0,0.0
1,B1,TS,344,20.0,20.0,0.0,0.0
1,B1,TS,345,20.0,20.0,0.0,0.0
1,B1,TS,346,20.0,20.0,0.0,0.0
1,B1,TS,347,20.0,20.0,0.0,0.0
1,B1,TS,348,20.0,20.0,0.0,0.0
1,B1,TS,349,20.0,20.0,0.0,0.0
1,B1,TS,350,20.0,20.0,0.0,0.0
1,B1,TS,351,20.0,20.0,0.0,0.0
1,B1,TS,352,20.0,20.0,0.0,0.0
1,B1,TS,353,20.0,20.0,0.0,0.0
1,B1,TS,354,20.0,20.0,0.0,0.0
1,B1,TS,355,20.0,20.0,0.0,0.0
1,B1,TS,356,20.0,20.0,0.0,0.0
1,B1,TS,357,20.0,20.0,0.0,0.0
1,B1,TS,358,20.0,20.0,0.0,0.0
1,B1,TS,359,20.0,20.0,0.0,0.0
1,B1,TS,360,20.0,20.0,0.0,0.0
1,B1,TS,361,20.0,20.0,0.0,0.0
1,B1,TS,362,20.0,20.0,0.0,0.0
1,B1,TS,363,20.0,20.0,0.0,0.0
1,B1,TS,364,20.0,20.0,0.0,0.0
1,B1,TS,365,20.0,20.0,0.0,0.0
1,B1,TS,366,20.0,20.0,0.0,0.0
1,B1,TS,367,20.0,20.0,0.0,0.0
1,B1,TS,368,20.0,20.0,0.0,0.0
1,B1,TS,369,20.0,20.0,0.0,0.0
1,B1,TS,370,20.0,20.0,0.0,0.0
1,B1,TS,371,20.0,20.0,0.0,0.0
1,B1,TS,372,20.0,20.0,0.0,0.0
1,B1,TS,373,20.0,20.0,0.0,0.0
1,B1,TS,374,20.0,20.0,0.0,0.0
1,B1,TS,375,20.0,20.0,0.0,0.0
1,B1,TS,376,20.0,20.0,0.0,0.0
1,B1,TS,377,20.0,20.0,0.0,0.0
1,B1,TS,378,20.0,20.0,0.0,0.0
1,B1,TS,379,20.0,20.0,0.0,0.0
1,B1,TS,380,20.0,20.0,0.0,0.0
1,B1,TS,381,20.0,20.0,0.0,0.0
1,B1,TS,382,20.0,20.0,0.0,0.0
1,B1,TS,383,20.0,20.0,0.0,0.0
1,B1,TS,384,20.0,20.0,0.0,0.0
1,B1,TS,385,20.0,20.0,0.0,0.0
1,B1,TS,386,20.0,20.0,0.0,0.0
1,B1,TS,387,20.0,20.0,0.0,0.0
1,B1,TS,388,20.0,20.0,0.0,0.0
1,B1,TS,389,20.0,20.0,0.0,0.0
1,B1,TS,390,20.0,20.0,0.0,0.0
1,B1,TS,391,20.0,20.0,0.0,0.0
1,B1,TS,392,20.0,20.0,0.0,0.0
1,B1,TS,393,20.0,20.0,0.0,0.0
1,B1,TS,394,20.0,20.0,0.0,0.0
1,B1,TS,395,20.0,20.0,0.0,0.0
1,B1,TS,396,20.0,20.0,0.0,0.0
1,B1,TS,397,20.0,20.0,0.0,0.0
1,B1,TS,398,20.0,20.0,0.0,0.0
1,B1,TS,399,20.0,20.0,0.0,0.0
1,B1,TS,400,20.0,20.0,0.0,0.0
1,B1,TS,401,20.0,20.0,0.0,0.0
1,B1,TS,402,20.0,20.0,0.0,0.0
1,B1,TS,403,20.0,20.0,0.0,0.0
1,B1,TS,404,20.0,20.0,0.0,0.0
1,B1,TS,405,20.0,20.0,0.0,0.0
1,B1,TS,406,20.0,20.0,0.0,0.0
1,B1,TS,407,20.0,20.0,0.0,0.0
1,B1,TS,408,20.0,20.0,0.0,0.0
1,B1,TS,409,20.0,20.0,0.0,0.0
1,B1,TS,410,20.0,20.0,0.0,0.0
1,B1,TS,411,20.0,20.0,0.0,0.0
1,B1,TS,412,20.0,20.0,0.0,0.0
1,B1,TS,413,20.0,20.0,0.0,0.0
1,B1,TS,414,20.0,20.0,0.0,0.0
1,B1,TS,415,20.0,20.0,0.0,0.0
1,B1,TS,416,20.0,20.0,0.0,0.0
1,B1,TS,417,20.0,20.0,0.0,0.0
1,B1,TS,418,20.0,20.0,0.0,0.0
1,B1,TS,419,20.0,20.0,0.0,0.0
1,B1,TS,420,20.0,20.0,0.0,0.0
1,B1,TS,421,20.0,20.0,0.0,0.0
1,B1,TS,422,20.0,20.0,0.0,0.0
1,B1,TS,423,20.0,20.0,0.0,0.0
1,B1,TS,424,20.0,20.0,0.0,0.0
1,B1,TS,425,20.0,20.0,0.0,0.0
1,B1,TS,426,20.0,20.0,0.0,0.0
1,B1,TS,427,20.0,20.0,0.0,0.0
1,B1,TS,428,20.0,20.0,0.0,0.0
1,B1,TS,429,20.0,20.0,0.0,0.0
1,B1,TS,430,20.0,20.0,0.0,0.0
1,B1,TS,431,20.0,20.0,0.0,0.0
1,B1,TS,432,20.0,20.0,0.0,0.0
1,B1,TS,433,20.0,20.0,0.0,0.0
1,B1,TS,434,20.0,20.0,0.0,0.0
1,B1,TS,435,20.0,20.0,0.0,0.0
1,B1,TS,436,20.0,20.0,0.0,0.0
1,B1,TS,437,20.0,20.0,0.0,0.0
1,B1,TS,438,20.0,20.0,0.0,0.0
1,B1,TS,439,20.0,20.0,0.0,0.0
1,B1,TS,440,20.0,20.0,0.0,0.0
1,B1,TS,441,20.0,20.0,0.0,0.0
1,B1,TS,442,20.0,20.0,0.0,0.0
1,B1,TS,443,20.0,20.0,0.0,0.0
1,B1,TS,444,20.0,20.0,0.0,0.0
1,B1,TS,445,20.0,20.0,0.0,0.0
1,B1,TS,446,20.0,20.0,0.0,0.0
1,B1,TS,447,20.0,20.0,0.0,0.0
1,B1,TS,448,20.0,20.0,0.0,0.0
1,B1,TS,449,20.0,20.0,0.0,0.0
1,B1,TS,450,20.0,20.0,0.0,0.0
1,B1,TS,451,20.0,20.0,0.0,0.0
1,B1,TS,452,20.0,20.0,0.0,0.0
1,B1,TS,453,20.0,20.0,0.0,0.0
1,B1,TS,454,20.0,20.0,0.0,0.0
1,B1,TS,455,20.0,20.0,0.0,0.0
1,B1,TS,456,20.0,20.0,0.0,0.0
1,B1,TS,457,20.0,20.0,0.0,0.0
1,B1,TS,458,20.0,20.0,0.0,0.0
1,B1,TS,459,20.0,20.0,0.0,0.0
1,B1,TS,460,20.0,20.0,0.0,0.0
1,B1,TS,461,20.0,20.0,0.0,0.0
1,B1,TS,462,20.0,20.0,0.0,0.0
1,B1,TS,463,20.0,20.0,0.0,0.0
1,B1,TS,464,20.0,20.0,0.0,0.0
1,B1,TS,465,20.0,20.0,0.0,0.0
1,B1,TS,466,20.0,20.0,0.0,0.0
1,B1,TS,467,20.0,20.0,0.0,0.0
1,B1,TS,468,20.0,20.0,0.0,0.0
1,B1,TS,469,20.0,20.0,0.0,0.0
1,B1,TS,470,20.0,20.0,0.0,0.0
1,B1,TS,471,20.0,20.0,0.0,0.0
1,B1,TS,472,20.0,20.0,0.0,0.0
1,B1,TS,473,20.0,20.0,0.0,0.0
1,B1,TS,474,20.0,20.0,0.0,0.0
1,B1,TS,475,20.0,20.0,0.0,0.0
1,B1,TS,476,20.0,20.0,0.0,0.0
1,B1,TS,477,20.0,20.0,0.0,0.0
1,B1,TS,478,20.0,20.0,0.0,0.0
1,B1,TS,479,20.0,20.0,0.0,0.0
1,B1,TS,480,20.0,20.0,0.0,0.0
1,B1,TS,481,20.0,20.0,0.0,0.0
1,B1,TS,482,20.0,20.0,0.0,0.0
1,B1,TS,483,20.0,20.0,0.0,0.0
1,B1,TS,484,20.0,20.0,0.0,0.0
1,B1,TS,485,20.0,20.0,0.0,0.0
1,B1,TS,486,20.0,20.0,0.0,0.0
1,B1,TS,487,20.0,20.0,0.0,0.0
1,B1,TS,488,20.0,20.0,0.0,0.0
1,B1,TS,489,20.0,20.0,0.0,0.0
1,B1,TS,490,20.0,20.0,0.0,0.0
1,B1,TS,491,20.0,20.0,0.0,0.0
1,B1,TS,492,20.0,20.0,0.0,0.0
1,B1,TS,493,20.0,20.0,0.0,0.0
1,B1,TS,494,20.0,20.0,0.0,0.0
1,B1,TS,495,20.0,20.0,0.0,0.0
1,B1,TS,496,20.0,20.0,0.0,0.0
1,B1,TS,497,20.0,20.0,0.0,0.0
1,B1,TS,498,20.0,20.0,0.0,0.0
1,B1,TS,499,20.0,20.0,0.0,0.0
1,B1,TS,500,20.0,20.0,0.0,0.0
1,B1,TS,501,20.0,20.0,0.0,0.0
1,B1,TS,502,20.0,20.0,0.0,0.0
1,B1,TS,503,20.0,20.0,0.0,0.0
1,B1,TS,504,20.0,20.0,0.0,0.0
1,B1,TS,505,20.0,20.0,0.0,0.0
1,B1,TS,506,20.0,20.0,0.0,0.0
1,B1,TS,507,20.0,20.0,0.0,0.0
1,B1,TS,508,20.0,20.0,0.0,0.0
1,B1,TS,509,20.0,20.0,0.0,0.0
1,B1,TS,510,20.0,20.0,0.0,0.0
1,B1,TS,511,20.0,20.0,0.0,0.0
1,B1,TS,512,20.0,20.0,0.0,0.0
1,B1,TS,513,20.0,20.0,0.0,0.0
1,B1,TS,514,20.0,20.0,0.0,0.0
1,B1,TS,515,20.0,20.0,0.0,0.0
1,B1,TS,516,20.0,20.0,0.0,0.0
1,B1,TS,517,20.0,20.0,0.0,0.0
1,B1,TS,518,20.0,20.0,0.0,0.0
1,B1,TS,519,20.0,20.0,0.0,0.0
1,B1,TS,520,20.0,20.0,0.0,0.0
1,B1,TS,521,20.0,20.0,0.0,0.0
1,B1,TS,522,20.0,20.0,0.0,0.0
1,B1,TS,523,20.0,20.0,0.0,0.0
1,B1,TS,524,20.0,20.0,0.0,0.0
1,B1,TS,525,20.0,20.0,0.0,0.0
1,B1,TS,526,20.0,20.0,0.0,0.0
1,B1,TS,527,20.0,20.0,0.0,0.0
1,B1,TS,528,20.0,20.0,0.0,0.0
1,B1,TS,529,20.0,20.0,0.0,0.0
1,B1,TS,530,20.0,20.0,0.0,0.0
1,B1,TS,531,20.0,20.0,0.0,0.0
1,B1,TS,532,20.0,20.0,0.0,0.0
1,B1,TS,533,20.0,20.0,0.0,0.0
1,B1,TS,534,20.0,20.0,0.0,0.0
1,B1,TS,535,20.0,20.0,0.0,0.0
1,B1,TS,536,20.0,20.0,0.0,0.0
