From_zone,To_zone,from_bus,to_bus,X,Capacity (MW),Loss (%)
SENE,SENE,157,166,0.089096,107.32,0.0
SENE,SENE,157,169,0.0965,347.3,0.0
SENE,SENE,157,241,0.02,400.0,0.0
SENE,SENE,158,166,0.081263,283.0,0.0
Maine,Maine,159,245,0.035352,530.03,0.0
SENE,SENE,161,166,0.096443,212.01,0.0
SENE,SENE,161,242,0.16,50.0,0.0
SENE,SENE,162,243,0.017778,707.51,0.0
SENE,SENE,162,244,0.005749,530.03,0.0
SENE,SENE,163,243,0.015556,450.0,0.0
SENE,SENE,164,166,0.099226,212.01,0.0
SENE,SENE,165,244,0.006364,1100.0,0.0
SENE,NNE,166,135,0.01896797812319449,300.0,0.0
SENE,SENE,169,246,0.018462,650.0,0.0
Maine,Maine,170,171,0.033624,107.32,0.0
Maine,Maine,170,172,0.077849,212.01,0.0
Maine,Maine,172,173,0.03532,107.32,0.0
Maine,Maine,172,247,0.03,400.0,0.0
Maine,NNE,174,21,0.005010472308177986,868.25,0.0
Maine,Maine,174,180,0.008773,530.03,0.0
ROP,ROP,175,248,0.021818,550.0,0.0
Maine,NNE,177,135,0.0225780287440022,200.0,0.0
ROP,ROP,178,179,0.017516,107.32,0.0
ROP,ROP,178,250,0.06,200.0,0.0
NNE,Maine,181,182,0.095349,524.39,0.0
Maine,Maine,182,48,0.023699,530.03,0.0
Maine,Maine,182,74,0.003455,530.03,0.0
Maine,Maine,182,183,0.02315,530.03,0.0
Maine,Maine,182,190,0.0571,530.03,0.0
Maine,Maine,183,52,0.021637,707.51,0.0
Maine,Maine,184,15,0.042042,541.39,0.0
Maine,Maine,184,185,0.14,50.0,0.0
Maine,Maine,185,56,0.009601,707.51,0.0
Maine,Maine,185,58,0.015152,530.03,0.0
Maine,Maine,185,189,0.016354,1246.5,0.0
Maine,Maine,185,214,0.018449,760.09,0.0
Maine,Maine,186,187,0.015578,652.53,0.0
Maine,Maine,186,209,0.009658,530.03,0.0
Maine,Maine,186,211,0.016494,652.53,0.0
Maine,Maine,186,215,0.00592,707.51,0.0
Maine,Maine,187,9,0.047422,530.03,0.0
Maine,Maine,188,13,0.001949,1045.73,0.0
Maine,Maine,188,189,0.001674,1060.07,0.0
Maine,Maine,188,190,0.017964,1186.75,0.0
Maine,Maine,189,69,0.007735,530.03,0.0
Maine,Maine,189,239,0.054523,530.03,0.0
Maine,NNE,190,76,0.009955,530.03,0.0
Maine,Maine,190,174,0.013584,1060.07,0.0
Maine,Maine,191,56,0.008151,1246.5,0.0
Maine,Maine,191,59,0.006385,530.03,0.0
Maine,Maine,191,193,0.022617,652.53,0.0
Maine,Maine,192,61,0.025655,312.32,0.0
Maine,Maine,192,193,0.07,100.0,0.0
Maine,NNE,192,197,0.094672,178.87,0.0
Maine,NNE,193,135,0.0350676901642125,530.03,0.0
Maine,Maine,193,194,0.014398,530.03,0.0
Maine,Maine,194,202,0.090882,530.03,0.0
ROP,ROP,195,108,0.015518,435.02,0.0
ROP,ROP,195,196,0.00875,800.0,0.0
ROP,ROP,195,225,0.010719,178.87,0.0
ROP,ROP,195,229,0.026229,312.32,0.0
ROP,ROP,195,240,0.014303,178.87,0.0
ROP,NNE,196,25,0.014128712283506447,1496.37,0.0
ROP,ROP,196,111,0.004536,530.03,0.0
ROP,ROP,196,138,0.006293,530.03,0.0
ROP,ROP,196,198,0.035176,530.03,0.0
ROP,ROP,196,233,0.004013,530.03,0.0
NNE,NNE,197,134,0.026623,178.87,0.0
NNE,ROP,197,198,0.046667,150.0,0.0
NNE,NNE,197,235,0.034927,178.87,0.0
ROP,ROP,198,199,0.059379,530.03,0.0
ROP,ROP,199,93,0.012435,530.03,0.0
ROP,ROP,199,115,0.007492,530.03,0.0
ROP,ROP,199,148,0.009081,593.37,0.0
ROP,ROP,200,97,0.014828,868.25,0.0
ROP,ROP,200,248,0.00425,530.03,0.0
ROP,ROP,200,249,0.006199,652.53,0.0
ROP,ROP,200,250,0.001565,707.51,0.0
NNE,NNE,201,238,0.033478,530.03,0.0
Maine,Maine,202,41,0.018804,530.03,0.0
Maine,Maine,202,159,0.024117,530.03,0.0
SENE,SENE,203,204,0.07,100.0,0.0
SENE,SENE,203,205,0.079203,353.36,0.0
SENE,SENE,203,220,0.058761,289.22,0.0
SENE,SENE,204,156,0.043418,530.03,0.0
SENE,SENE,204,219,0.026021,530.03,0.0
SENE,SENE,204,221,0.003516,530.03,0.0
SENE,SENE,205,217,0.059211,506.73,0.0
Maine,Maine,206,45,0.002856,530.03,0.0
Maine,Maine,206,52,0.006662,707.51,0.0
Maine,Maine,208,55,0.018912,206.75,0.0
Maine,Maine,208,209,0.14,50.0,0.0
Maine,Maine,209,210,0.008004,707.51,0.0
Maine,Maine,210,74,0.011415,623.25,0.0
Maine,Maine,212,209,0.008143,530.03,0.0
SENE,SENE,217,85,0.043533,471.67,0.0
SENE,SENE,217,218,0.07,250.0,0.0
SENE,SENE,218,219,0.011849,530.03,0.0
SENE,SENE,219,167,0.072777,530.03,0.0
ROP,ROP,222,97,0.01338,530.03,0.0
ROP,ROP,222,99,0.008872,530.03,0.0
ROP,ROP,223,97,0.006844,530.03,0.0
ROP,ROP,224,230,0.011166,530.03,0.0
ROP,ROP,226,111,0.003487,530.03,0.0
ROP,ROP,227,111,0.00507,530.03,0.0
ROP,SENE,227,234,0.007234,530.03,0.0
ROP,SENE,228,120,0.013115,831.0,0.0
ROP,NNE,228,126,0.018895,353.36,0.0
ROP,ROP,228,232,0.025853,178.87,0.0
ROP,NNE,229,237,0.010403,178.87,0.0
SENE,SENE,231,234,0.014905,530.03,0.0
SENE,SENE,231,244,0.012247,812.08,0.0
ROP,ROP,232,233,0.035,200.0,0.0
ROP,ROP,232,240,0.005843,196.0,0.0
NNE,NNE,235,236,0.02,350.0,0.0
NNE,NNE,235,237,0.013979,415.5,0.0
NNE,NNE,236,153,0.008649,530.03,0.0
NNE,NNE,236,238,0.020868,530.03,0.0
Maine,Maine,239,141,0.006824,623.25,0.0
SENE,SENE,241,163,0.041828,178.87,0.0
SENE,SENE,242,154,0.145022,178.87,0.0
SENE,NNE,243,135,0.0026978130241901567,530.03,0.0
