Technology,Zone,EC_Category,New_Build,Capacity_INI (MW),Capacity_RET (MW),Capacity_FIN (MW)
Hydro,z1,Existing,0,483.0,0.0,483.0
Coal,z1,Existing,0,13634.6,0.0,13634.6
NGCC,z1,Existing,0,4144.9,0.0,4144.9
NGCC,z1,Existing,0,28162.5,0.0,28162.5
NGCC,z1,Existing,0,4618.8,0.0,4618.8
NGCC,z1,Existing,0,1228.9,0.0,1228.9
NGCT,z1,Existing,0,8353.5,0.0,8353.5
NGCT,z1,Existing,0,1600.3,0.0,1600.3
Thermal,z1,Existing,0,10591.2,0.0,10591.2
NuC,z1,Existing,0,5120.0,0.0,5120.0
WindOn,z1,Existing,0,12327.8,0.0,12327.8
Hydro,z1,Existing,0,19.6,0.0,19.6
SolarPV,z1,Existing,0,11977.4,0.0,11977.4
NGCC,z2,Existing,0,1994.6,0.0,1994.6
NGCC,z2,Existing,0,318.0,0.0,318.0
NGCC,z2,Existing,0,75.1,0.0,75.1
NGCC,z2,Existing,0,1202.6,0.0,1202.6
NGCT,z2,Existing,0,872.0,0.0,872.0
NGCT,z2,Existing,0,336.0,0.0,336.0
Thermal,z2,Existing,0,624.0,0.0,624.0
WindOn,z2,Existing,0,21135.0,0.0,21135.0
SolarPV,z2,Existing,0,8856.6,0.0,8856.6
Hydro,z4,Existing,0,43.5,0.0,43.5
Coal,z4,Existing,0,4867.0,0.0,4867.0
NGCC,z4,Existing,0,31039.8,0.0,31039.8
NGCC,z4,Existing,0,2642.7,0.0,2642.7
NGCC,z4,Existing,0,158.0,0.0,158.0
NGCC,z4,Existing,0,3699.2,0.0,3699.2
NGCT,z4,Existing,0,8915.8,0.0,8915.8
NGCT,z4,Existing,0,312.9,0.0,312.9
Thermal,z4,Existing,0,4631.5,0.0,4631.5
NuC,z4,Existing,0,3737.0,0.0,3737.0
SolarPV,z4,Existing,0,9448.0,0.0,9448.0
NGCC,z15,Existing,0,957.3,0.0,957.3
NGCC,z15,Existing,0,865.8,0.0,865.8
NGCC,z15,Existing,0,933.0,0.0,933.0
NGCC,z15,Existing,0,1000.0,0.0,1000.0
NGCT,z15,Existing,0,194.2,0.0,194.2
NGCT,z15,Existing,0,669.6,0.0,669.6
Thermal,z15,Existing,0,3401.2,0.0,3401.2
NuC,z15,Existing,0,1177.0,0.0,1177.0
SolarPV,z15,Existing,0,94.5,0.0,94.5
Hydro,z16,Existing,0,214.1,0.0,214.1
Coal,z16,Existing,0,3984.1,0.0,3984.1
NGCC,z16,Existing,0,2428.0,0.0,2428.0
NGCC,z16,Existing,0,232.0,0.0,232.0
NGCC,z16,Existing,0,1416.1,0.0,1416.1
NGCC,z16,Existing,0,548.0,0.0,548.0
NGCT,z16,Existing,0,192.0,0.0,192.0
Thermal,z16,Existing,0,806.0,0.0,806.0
NuC,z16,Existing,0,1854.0,0.0,1854.0
SolarPV,z16,Existing,0,751.0,0.0,751.0
NGCC,z17,Existing,0,320.3,0.0,320.3
NGCC,z17,Existing,0,1616.6,0.0,1616.6
NGCC,z17,Existing,0,52.3,0.0,52.3
NGCC,z17,Existing,0,410.0,0.0,410.0
NGCT,z17,Existing,0,725.0,0.0,725.0
NGCT,z17,Existing,0,211.2,0.0,211.2
Thermal,z17,Existing,0,1289.6,0.0,1289.6
NuC,z17,Existing,0,1428.0,0.0,1428.0
WindOn,z17,Existing,0,184.5,0.0,184.5
SolarPV,z17,Existing,0,463.4,0.0,463.4
Hydro,z8,Existing,0,1.0,0.0,1.0
Coal,z8,Existing,0,1869.6,0.0,1869.6
NGCC,z8,Existing,0,67.7,0.0,67.7
NGCC,z8,Existing,0,615.3,0.0,615.3
NGCC,z8,Existing,0,694.8,0.0,694.8
NGCT,z8,Existing,0,98.6,0.0,98.6
NGCT,z8,Existing,0,204.8,0.0,204.8
Thermal,z8,Existing,0,172.9,0.0,172.9
WindOn,z8,Existing,0,5939.0,0.0,5939.0
Hydro,z8,Existing,0,1.7,0.0,1.7
SolarPV,z8,Existing,0,117.1,0.0,117.1
Coal,z6,Existing,0,4242.8,0.0,4242.8
NGCC,z6,Existing,0,268.0,0.0,268.0
NGCC,z6,Existing,0,283.0,0.0,283.0
NGCC,z6,Existing,0,687.5,0.0,687.5
NGCT,z6,Existing,0,2501.8,0.0,2501.8
NGCT,z6,Existing,0,552.0,0.0,552.0
Thermal,z6,Existing,0,116.3,0.0,116.3
NuC,z6,Existing,0,1078.0,0.0,1078.0
WindOn,z6,Existing,0,3155.3,0.0,3155.3
Hydro,z6,Existing,0,2.2,0.0,2.2
SolarPV,z6,Existing,0,1116.4,0.0,1116.4
Hydro,z7,Existing,0,214.6,0.0,214.6
Coal,z7,Existing,0,11513.9,0.0,11513.9
NGCC,z7,Existing,0,644.0,0.0,644.0
NGCC,z7,Existing,0,310.0,0.0,310.0
NGCC,z7,Existing,0,557.0,0.0,557.0
NGCC,z7,Existing,0,563.0,0.0,563.0
NGCT,z7,Existing,0,4030.0,0.0,4030.0
NGCT,z7,Existing,0,65.0,0.0,65.0
Thermal,z7,Existing,0,704.2,0.0,704.2
WindOn,z7,Existing,0,1539.9,0.0,1539.9
Hydro,z7,Existing,0,5.1,0.0,5.1
SolarPV,z7,Existing,0,2210.5,0.0,2210.5
Hydro,z18,Existing,0,237.0,0.0,237.0
Coal,z18,Existing,0,1603.0,0.0,1603.0
NGCC,z18,Existing,0,3005.6,0.0,3005.6
NGCC,z18,Existing,0,476.0,0.0,476.0
NGCC,z18,Existing,0,302.0,0.0,302.0
NGCC,z18,Existing,0,1352.4,0.0,1352.4
NGCT,z18,Existing,0,784.2,0.0,784.2
NGCT,z18,Existing,0,401.6,0.0,401.6
Thermal,z18,Existing,0,1701.2,0.0,1701.2
NuC,z18,Existing,0,967.0,0.0,967.0
SolarPV,z18,Existing,0,550.0,0.0,550.0
Hydro,z10,Existing,0,32.5,0.0,32.5
Coal,z10,Existing,0,6362.3,0.0,6362.3
NGCC,z10,Existing,0,6017.4,0.0,6017.4
NGCC,z10,Existing,0,422.5,0.0,422.5
NGCC,z10,Existing,0,33.0,0.0,33.0
NGCC,z10,Existing,0,288.2,0.0,288.2
NGCT,z10,Existing,0,3811.5,0.0,3811.5
NGCT,z10,Existing,0,861.7,0.0,861.7
Thermal,z10,Existing,0,2030.9,0.0,2030.9
NuC,z10,Existing,0,1161.0,0.0,1161.0
WindOn,z10,Existing,0,3706.3,0.0,3706.3
Hydro,z10,Existing,0,48.3,0.0,48.3
SolarPV,z10,Existing,0,1181.5,0.0,1181.5
Coal,z5,Existing,0,1618.3,0.0,1618.3
NGCT,z5,Existing,0,159.6,0.0,159.6
NGCT,z5,Existing,0,202.0,0.0,202.0
Thermal,z5,Existing,0,93.1,0.0,93.1
WindOn,z5,Existing,0,4522.8,0.0,4522.8
Hydro,z5,Existing,0,10.5,0.0,10.5
Hydro,z9,Existing,0,55.0,0.0,55.0
Coal,z9,Existing,0,3433.0,0.0,3433.0
NGCC,z9,Existing,0,548.0,0.0,548.0
NGCT,z9,Existing,0,746.0,0.0,746.0
NGCT,z9,Existing,0,331.4,0.0,331.4
Thermal,z9,Existing,0,260.7,0.0,260.7
WindOn,z9,Existing,0,7677.8,0.0,7677.8
Hydro,z9,Existing,0,0.6,0.0,0.6
SolarPV,z9,Existing,0,147.2,0.0,147.2
Hydro,z13,Existing,0,87.3,0.0,87.3
Coal,z13,Existing,0,5393.3,0.0,5393.3
NGCC,z13,Existing,0,51.0,0.0,51.0
NGCC,z13,Existing,0,854.0,0.0,854.0
NGCC,z13,Existing,0,1826.0,0.0,1826.0
NGCC,z13,Existing,0,49.9,0.0,49.9
NGCT,z13,Existing,0,3133.7,0.0,3133.7
NGCT,z13,Existing,0,499.2,0.0,499.2
Thermal,z13,Existing,0,216.7,0.0,216.7
NuC,z13,Existing,0,1738.0,0.0,1738.0
WindOn,z13,Existing,0,4548.6,0.0,4548.6
Hydro,z13,Existing,0,404.6,0.0,404.6
SolarPV,z13,Existing,0,1323.3,0.0,1323.3
Hydro,z11,Existing,0,380.0,0.0,380.0
Coal,z11,Existing,0,4930.0,0.0,4930.0
NGCC,z11,Existing,0,10.0,0.0,10.0
NGCC,z11,Existing,0,73.6,0.0,73.6
NGCT,z11,Existing,0,1829.6,0.0,1829.6
NGCT,z11,Existing,0,116.1,0.0,116.1
Thermal,z11,Existing,0,123.6,0.0,123.6
NuC,z11,Existing,0,1295.0,0.0,1295.0
WindOn,z11,Existing,0,323.0,0.0,323.0
SolarPV,z11,Existing,0,34.6,0.0,34.6
Hydro,z14,Existing,0,132.0,0.0,132.0
Coal,z14,Existing,0,524.0,0.0,524.0
NGCC,z14,Existing,0,264.9,0.0,264.9
NGCC,z14,Existing,0,3195.0,0.0,3195.0
NGCC,z14,Existing,0,446.6,0.0,446.6
NGCC,z14,Existing,0,553.0,0.0,553.0
NGCT,z14,Existing,0,1682.8,0.0,1682.8
NGCT,z14,Existing,0,533.0,0.0,533.0
Thermal,z14,Existing,0,2689.2,0.0,2689.2
Hydro,z14,Existing,0,1.4,0.0,1.4
Hydro,z12,Existing,0,63.9,0.0,63.9
Coal,z12,Existing,0,4931.4,0.0,4931.4
NGCC,z12,Existing,0,129.5,0.0,129.5
NGCC,z12,Existing,0,1358.0,0.0,1358.0
NGCC,z12,Existing,0,1957.2,0.0,1957.2
NGCC,z12,Existing,0,325.0,0.0,325.0
NGCT,z12,Existing,0,2944.3,0.0,2944.3
NGCT,z12,Existing,0,420.6,0.0,420.6
Thermal,z12,Existing,0,447.0,0.0,447.0
NuC,z12,Existing,0,1205.2,0.0,1205.2
WindOn,z12,Existing,0,916.8,0.0,916.8
Hydro,z12,Existing,0,310.4,0.0,310.4
SolarPV,z12,Existing,0,1485.6,0.0,1485.6
Hydro,z20,Existing,0,686.4,0.0,686.4
Coal,z20,Existing,0,534.6,0.0,534.6
NGCC,z20,Existing,0,2594.2,0.0,2594.2
NGCC,z20,Existing,0,7038.8,0.0,7038.8
NGCC,z20,Existing,0,473.7,0.0,473.7
NGCC,z20,Existing,0,369.4,0.0,369.4
NGCT,z20,Existing,0,217.5,0.0,217.5
NGCT,z20,Existing,0,815.5,0.0,815.5
Thermal,z20,Existing,0,466.8,0.0,466.8
NuC,z20,Existing,0,1251.4,0.0,1251.4
WindOff,z20,Existing,0,29.3,0.0,29.3
WindOn,z20,Existing,0,514.6,0.0,514.6
Hydro,z20,Existing,0,173.2,0.0,173.2
SolarPV,z20,Existing,0,1728.7,0.0,1728.7
Hydro,z19,Existing,0,42.6,0.0,42.6
NGCC,z19,Existing,0,4036.3,0.0,4036.3
NGCC,z19,Existing,0,29.6,0.0,29.6
NGCC,z19,Existing,0,96.2,0.0,96.2
NGCC,z19,Existing,0,24.1,0.0,24.1
NGCT,z19,Existing,0,191.0,0.0,191.0
NGCT,z19,Existing,0,443.3,0.0,443.3
Thermal,z19,Existing,0,888.2,0.0,888.2
NuC,z19,Existing,0,2096.7,0.0,2096.7
WindOn,z19,Existing,0,2.1,0.0,2.1
Hydro,z19,Existing,0,26.3,0.0,26.3
SolarPV,z19,Existing,0,492.5,0.0,492.5
Hydro,z21,Existing,0,354.6,0.0,354.6
NGCC,z21,Existing,0,540.0,0.0,540.0
NGCC,z21,Existing,0,256.0,0.0,256.0
NGCC,z21,Existing,0,576.5,0.0,576.5
NGCT,z21,Existing,0,347.7,0.0,347.7
NGCT,z21,Existing,0,5.0,0.0,5.0
Thermal,z21,Existing,0,80.0,0.0,80.0
WindOn,z21,Existing,0,1029.5,0.0,1029.5
Hydro,z21,Existing,0,210.2,0.0,210.2
SolarPV,z21,Existing,0,433.0,0.0,433.0
Hydro,z27,Existing,0,2434.9,0.0,2434.9
NGCC,z27,Existing,0,59.9,0.0,59.9
NGCC,z27,Existing,0,232.4,0.0,232.4
NGCC,z27,Existing,0,87.8,0.0,87.8
NGCC,z27,Existing,0,60.9,0.0,60.9
NGCT,z27,Existing,0,47.0,0.0,47.0
Thermal,z27,Existing,0,45.0,0.0,45.0
WindOn,z27,Existing,0,446.9,0.0,446.9
Hydro,z27,Existing,0,0.9,0.0,0.9
SolarPV,z27,Existing,0,144.9,0.0,144.9
Hydro,z28,Existing,0,40.4,0.0,40.4
NGCC,z28,Existing,0,60.0,0.0,60.0
NGCC,z28,Existing,0,59.1,0.0,59.1
NGCT,z28,Existing,0,6.2,0.0,6.2
Thermal,z28,Existing,0,143.8,0.0,143.8
NuC,z28,Existing,0,583.3,0.0,583.3
WindOn,z28,Existing,0,341.2,0.0,341.2
Hydro,z28,Existing,0,187.2,0.0,187.2
SolarPV,z28,Existing,0,171.3,0.0,171.3
Hydro,z22,Existing,0,63.3,0.0,63.3
NGCC,z22,Existing,0,459.4,0.0,459.4
NGCC,z22,Existing,0,1131.0,0.0,1131.0
NGCC,z22,Existing,0,91.4,0.0,91.4
NGCC,z22,Existing,0,36.5,0.0,36.5
Thermal,z22,Existing,0,106.3,0.0,106.3
NuC,z22,Existing,0,2792.0,0.0,2792.0
WindOn,z22,Existing,0,1922.4,0.0,1922.4
Hydro,z22,Existing,0,256.9,0.0,256.9
SolarPV,z22,Existing,0,702.2,0.0,702.2
Hydro,z29,Existing,0,818.9,0.0,818.9
NGCC,z29,Existing,0,280.3,0.0,280.3
NGCC,z29,Existing,0,91.0,0.0,91.0
Thermal,z29,Existing,0,25.0,0.0,25.0
WindOn,z29,Existing,0,678.5,0.0,678.5
Hydro,z29,Existing,0,26.6,0.0,26.6
SolarPV,z29,Existing,0,70.8,0.0,70.8
Hydro,z23,Existing,0,275.9,0.0,275.9
NGCC,z23,Existing,0,1600.4,0.0,1600.4
NGCC,z23,Existing,0,581.3,0.0,581.3
NGCC,z23,Existing,0,160.0,0.0,160.0
NGCC,z23,Existing,0,1187.2,0.0,1187.2
NGCT,z23,Existing,0,4.4,0.0,4.4
Thermal,z23,Existing,0,39.0,0.0,39.0
Hydro,z23,Existing,0,104.4,0.0,104.4
SolarPV,z23,Existing,0,422.9,0.0,422.9
NGCC,z24,Existing,0,1138.2,0.0,1138.2
NGCC,z24,Existing,0,21.7,0.0,21.7
NGCC,z24,Existing,0,741.1,0.0,741.1
NGCT,z24,Existing,0,83.8,0.0,83.8
NGCT,z24,Existing,0,24.8,0.0,24.8
Thermal,z24,Existing,0,2847.3,0.0,2847.3
Hydro,z24,Existing,0,28.7,0.0,28.7
SolarPV,z24,Existing,0,195.7,0.0,195.7
NGCC,z25,Existing,0,1837.0,0.0,1837.0
NGCC,z25,Existing,0,433.6,0.0,433.6
NGCC,z25,Existing,0,246.9,0.0,246.9
NGCC,z25,Existing,0,979.5,0.0,979.5
NGCT,z25,Existing,0,630.6,0.0,630.6
NGCT,z25,Existing,0,2313.2,0.0,2313.2
Thermal,z25,Existing,0,4265.4,0.0,4265.4
SolarPV,z25,Existing,0,6.7,0.0,6.7
NGCC,z26,Existing,0,136.1,0.0,136.1
NGCC,z26,Existing,0,365.2,0.0,365.2
NGCC,z26,Existing,0,162.7,0.0,162.7
NGCC,z26,Existing,0,84.0,0.0,84.0
NGCT,z26,Existing,0,335.2,0.0,335.2
NGCT,z26,Existing,0,533.8,0.0,533.8
Thermal,z26,Existing,0,2359.8,0.0,2359.8
SolarPV,z26,Existing,0,151.5,0.0,151.5
Hydro,z34,Existing,0,96.0,0.0,96.0
Coal,z34,Existing,0,7078.0,0.0,7078.0
NGCC,z34,Existing,0,705.9,0.0,705.9
NGCC,z34,Existing,0,550.0,0.0,550.0
NGCC,z34,Existing,0,1472.2,0.0,1472.2
NGCC,z34,Existing,0,624.6,0.0,624.6
NGCT,z34,Existing,0,299.6,0.0,299.6
NGCT,z34,Existing,0,1169.3,0.0,1169.3
Thermal,z34,Existing,0,7.1,0.0,7.1
WindOn,z34,Existing,0,1290.5,0.0,1290.5
Hydro,z34,Existing,0,62.6,0.0,62.6
SolarPV,z34,Existing,0,500.3,0.0,500.3
Hydro,z36,Existing,0,0.4,0.0,0.4
Coal,z36,Existing,0,1549.5,0.0,1549.5
NGCC,z36,Existing,0,2287.3,0.0,2287.3
NGCC,z36,Existing,0,28.6,0.0,28.6
NGCC,z36,Existing,0,291.1,0.0,291.1
NGCC,z36,Existing,0,3353.8,0.0,3353.8
NGCT,z36,Existing,0,1651.9,0.0,1651.9
NGCT,z36,Existing,0,261.5,0.0,261.5
Thermal,z36,Existing,0,334.8,0.0,334.8
NuC,z36,Existing,0,2176.0,0.0,2176.0
WindOn,z36,Existing,0,19.7,0.0,19.7
Hydro,z36,Existing,0,6.4,0.0,6.4
SolarPV,z36,Existing,0,993.4,0.0,993.4
Hydro,z35,Existing,0,10.4,0.0,10.4
Coal,z35,Existing,0,2688.4,0.0,2688.4
NGCC,z35,Existing,0,3626.0,0.0,3626.0
NGCC,z35,Existing,0,195.0,0.0,195.0
NGCC,z35,Existing,0,4.2,0.0,4.2
NGCC,z35,Existing,0,1213.2,0.0,1213.2
NGCT,z35,Existing,0,102.8,0.0,102.8
NGCT,z35,Existing,0,8562.2,0.0,8562.2
Thermal,z35,Existing,0,1388.0,0.0,1388.0
NuC,z35,Existing,0,10667.0,0.0,10667.0
WindOn,z35,Existing,0,4456.1,0.0,4456.1
Hydro,z35,Existing,0,9.3,0.0,9.3
SolarPV,z35,Existing,0,305.1,0.0,305.1
Hydro,z37,Existing,0,616.2,0.0,616.2
Coal,z37,Existing,0,1956.0,0.0,1956.0
NGCC,z37,Existing,0,6230.4,0.0,6230.4
NGCC,z37,Existing,0,730.0,0.0,730.0
NGCC,z37,Existing,0,752.0,0.0,752.0
NGCC,z37,Existing,0,303.0,0.0,303.0
NGCT,z37,Existing,0,4501.0,0.0,4501.0
NGCT,z37,Existing,0,59.5,0.0,59.5
Thermal,z37,Existing,0,867.3,0.0,867.3
NuC,z37,Existing,0,3708.0,0.0,3708.0
WindOn,z37,Existing,0,208.0,0.0,208.0
Hydro,z37,Existing,0,6.0,0.0,6.0
SolarPV,z37,Existing,0,4685.3,0.0,4685.3
Hydro,z31,Existing,0,574.4,0.0,574.4
Coal,z31,Existing,0,410.0,0.0,410.0
NGCC,z31,Existing,0,1630.7,0.0,1630.7
NGCC,z31,Existing,0,5118.3,0.0,5118.3
NGCC,z31,Existing,0,332.0,0.0,332.0
NGCC,z31,Existing,0,7527.7,0.0,7527.7
NGCT,z31,Existing,0,2733.8,0.0,2733.8
NGCT,z31,Existing,0,873.0,0.0,873.0
Thermal,z31,Existing,0,1550.3,0.0,1550.3
NuC,z31,Existing,0,8500.7,0.0,8500.7
WindOn,z31,Existing,0,13.0,0.0,13.0
Hydro,z31,Existing,0,2.1,0.0,2.1
SolarPV,z31,Existing,0,1680.7,0.0,1680.7
Hydro,z38,Existing,0,33.2,0.0,33.2
Coal,z38,Existing,0,6082.1,0.0,6082.1
NGCC,z38,Existing,0,1032.0,0.0,1032.0
NGCC,z38,Existing,0,425.0,0.0,425.0
NGCC,z38,Existing,0,425.0,0.0,425.0
NGCC,z38,Existing,0,1094.2,0.0,1094.2
NGCT,z38,Existing,0,390.5,0.0,390.5
NGCT,z38,Existing,0,70.6,0.0,70.6
Thermal,z38,Existing,0,591.3,0.0,591.3
WindOn,z38,Existing,0,1015.9,0.0,1015.9
Hydro,z38,Existing,0,59.3,0.0,59.3
SolarPV,z38,Existing,0,143.3,0.0,143.3
Coal,z32,Existing,0,2260.7,0.0,2260.7
NGCC,z32,Existing,0,20.0,0.0,20.0
NGCC,z32,Existing,0,1542.1,0.0,1542.1
NGCC,z32,Existing,0,288.8,0.0,288.8
NGCC,z32,Existing,0,4.5,0.0,4.5
NGCT,z32,Existing,0,358.7,0.0,358.7
NGCT,z32,Existing,0,783.0,0.0,783.0
Thermal,z32,Existing,0,1360.8,0.0,1360.8
NuC,z32,Existing,0,1768.0,0.0,1768.0
SolarPV,z32,Existing,0,187.7,0.0,187.7
Hydro,z30,Existing,0,710.5,0.0,710.5
Coal,z30,Existing,0,1971.1,0.0,1971.1
NGCC,z30,Existing,0,4790.7,0.0,4790.7
NGCC,z30,Existing,0,136.3,0.0,136.3
NGCC,z30,Existing,0,3706.0,0.0,3706.0
NGCC,z30,Existing,0,485.0,0.0,485.0
NGCT,z30,Existing,0,249.5,0.0,249.5
NGCT,z30,Existing,0,112.6,0.0,112.6
Thermal,z30,Existing,0,3128.7,0.0,3128.7
NuC,z30,Existing,0,2494.0,0.0,2494.0
WindOn,z30,Existing,0,285.5,0.0,285.5
Hydro,z30,Existing,0,13.5,0.0,13.5
SolarPV,z30,Existing,0,130.3,0.0,130.3
Hydro,z33,Existing,0,788.4,0.0,788.4
Coal,z33,Existing,0,17933.6,0.0,17933.6
NGCC,z33,Existing,0,3026.0,0.0,3026.0
NGCC,z33,Existing,0,1023.8,0.0,1023.8
NGCC,z33,Existing,0,269.4,0.0,269.4
NGCC,z33,Existing,0,5693.0,0.0,5693.0
NGCT,z33,Existing,0,8284.0,0.0,8284.0
NGCT,z33,Existing,0,460.0,0.0,460.0
Thermal,z33,Existing,0,976.0,0.0,976.0
NuC,z33,Existing,0,4150.0,0.0,4150.0
WindOn,z33,Existing,0,3140.0,0.0,3140.0
Hydro,z33,Existing,0,145.3,0.0,145.3
SolarPV,z33,Existing,0,2472.9,0.0,2472.9
Hydro,z45,Existing,0,52.0,0.0,52.0
Coal,z45,Existing,0,7124.6,0.0,7124.6
NGCC,z45,Existing,0,297.0,0.0,297.0
NGCC,z45,Existing,0,312.8,0.0,312.8
NGCC,z45,Existing,0,495.0,0.0,495.0
NGCC,z45,Existing,0,677.2,0.0,677.2
NGCT,z45,Existing,0,3339.0,0.0,3339.0
NGCT,z45,Existing,0,1218.5,0.0,1218.5
Thermal,z45,Existing,0,954.0,0.0,954.0
NuC,z45,Existing,0,1255.0,0.0,1255.0
WindOn,z45,Existing,0,8379.7,0.0,8379.7
SolarPV,z45,Existing,0,101.9,0.0,101.9
Hydro,z44,Existing,0,86.0,0.0,86.0
Coal,z44,Existing,0,3817.3,0.0,3817.3
NGCC,z44,Existing,0,124.6,0.0,124.6
NGCC,z44,Existing,0,220.0,0.0,220.0
NGCT,z44,Existing,0,1451.2,0.0,1451.2
NGCT,z44,Existing,0,40.0,0.0,40.0
Thermal,z44,Existing,0,431.4,0.0,431.4
NuC,z44,Existing,0,770.0,0.0,770.0
WindOn,z44,Existing,0,4212.5,0.0,4212.5
Hydro,z44,Existing,0,60.8,0.0,60.8
SolarPV,z44,Existing,0,119.6,0.0,119.6
Coal,z47,Existing,0,2085.0,0.0,2085.0
NGCC,z47,Existing,0,78.0,0.0,78.0
NGCC,z47,Existing,0,464.0,0.0,464.0
NGCC,z47,Existing,0,634.0,0.0,634.0
NGCT,z47,Existing,0,1910.0,0.0,1910.0
NGCT,z47,Existing,0,154.8,0.0,154.8
Thermal,z47,Existing,0,1715.0,0.0,1715.0
WindOn,z47,Existing,0,7548.6,0.0,7548.6
SolarPV,z47,Existing,0,249.6,0.0,249.6
Hydro,z48,Existing,0,2424.0,0.0,2424.0
Coal,z48,Existing,0,1571.0,0.0,1571.0
NGCC,z48,Existing,0,300.0,0.0,300.0
NGCT,z48,Existing,0,1018.6,0.0,1018.6
NGCT,z48,Existing,0,155.0,0.0,155.0
Thermal,z48,Existing,0,7.5,0.0,7.5
WindOn,z48,Existing,0,3375.9,0.0,3375.9
SolarPV,z48,Existing,0,6.0,0.0,6.0
Hydro,z46,Existing,0,2016.3,0.0,2016.3
Coal,z46,Existing,0,5639.0,0.0,5639.0
NGCC,z46,Existing,0,1207.4,0.0,1207.4
NGCC,z46,Existing,0,2414.6,0.0,2414.6
NGCC,z46,Existing,0,3839.1,0.0,3839.1
NGCC,z46,Existing,0,1149.5,0.0,1149.5
NGCT,z46,Existing,0,1607.0,0.0,1607.0
NGCT,z46,Existing,0,377.7,0.0,377.7
Thermal,z46,Existing,0,7269.2,0.0,7269.2
WindOn,z46,Existing,0,12024.0,0.0,12024.0
Hydro,z46,Existing,0,38.0,0.0,38.0
SolarPV,z46,Existing,0,335.2,0.0,335.2
Hydro,z40,Existing,0,303.9,0.0,303.9
Coal,z40,Existing,0,5082.0,0.0,5082.0
NGCC,z40,Existing,0,683.0,0.0,683.0
NGCT,z40,Existing,0,1277.0,0.0,1277.0
NGCT,z40,Existing,0,1156.0,0.0,1156.0
Hydro,z40,Existing,0,3.1,0.0,3.1
SolarPV,z40,Existing,0,64.4,0.0,64.4
Hydro,z42,Existing,0,4655.0,0.0,4655.0
Coal,z42,Existing,0,7615.3,0.0,7615.3
NGCC,z42,Existing,0,6559.0,0.0,6559.0
NGCC,z42,Existing,0,2274.1,0.0,2274.1
NGCC,z42,Existing,0,1159.5,0.0,1159.5
NGCC,z42,Existing,0,809.0,0.0,809.0
NGCT,z42,Existing,0,6277.6,0.0,6277.6
NGCT,z42,Existing,0,123.5,0.0,123.5
Thermal,z42,Existing,0,110.0,0.0,110.0
NuC,z42,Existing,0,8541.7,0.0,8541.7
WindOn,z42,Existing,0,29.1,0.0,29.1
Hydro,z42,Existing,0,68.7,0.0,68.7
SolarPV,z42,Existing,0,1722.8,0.0,1722.8
Coal,z41,Existing,0,2339.0,0.0,2339.0
NGCC,z41,Existing,0,266.0,0.0,266.0
NGCC,z41,Existing,0,221.0,0.0,221.0
NGCC,z41,Existing,0,931.0,0.0,931.0
NGCC,z41,Existing,0,503.0,0.0,503.0
NGCT,z41,Existing,0,239.9,0.0,239.9
NGCT,z41,Existing,0,445.0,0.0,445.0
WindOn,z41,Existing,0,1418.8,0.0,1418.8
Hydro,z41,Existing,0,1.6,0.0,1.6
SolarPV,z41,Existing,0,2.8,0.0,2.8
Hydro,z43,Existing,0,3908.5,0.0,3908.5
Coal,z43,Existing,0,14212.0,0.0,14212.0
NGCC,z43,Existing,0,12975.4,0.0,12975.4
NGCC,z43,Existing,0,106.2,0.0,106.2
NGCC,z43,Existing,0,1230.1,0.0,1230.1
NGCC,z43,Existing,0,7184.9,0.0,7184.9
NGCT,z43,Existing,0,12282.6,0.0,12282.6
NGCT,z43,Existing,0,537.0,0.0,537.0
Thermal,z43,Existing,0,3321.4,0.0,3321.4
NuC,z43,Existing,0,8059.0,0.0,8059.0
Hydro,z43,Existing,0,40.6,0.0,40.6
SolarPV,z43,Existing,0,6932.9,0.0,6932.9
Hydro,z39,Existing,0,2168.9,0.0,2168.9
Coal,z39,Existing,0,14113.0,0.0,14113.0
NGCC,z39,Existing,0,6689.2,0.0,6689.2
NGCC,z39,Existing,0,585.0,0.0,585.0
NGCC,z39,Existing,0,215.0,0.0,215.0
NGCC,z39,Existing,0,2309.0,0.0,2309.0
NGCT,z39,Existing,0,572.2,0.0,572.2
NGCT,z39,Existing,0,9808.2,0.0,9808.2
Thermal,z39,Existing,0,984.2,0.0,984.2
NuC,z39,Existing,0,12104.6,0.0,12104.6
Hydro,z39,Existing,0,84.4,0.0,84.4
SolarPV,z39,Existing,0,7701.3,0.0,7701.3
Hydro,z62,Existing,0,2765.5,0.0,2765.5
Coal,z62,Existing,0,2943.0,0.0,2943.0
NGCC,z62,Existing,0,288.9,0.0,288.9
NGCC,z62,Existing,0,8794.3,0.0,8794.3
NGCC,z62,Existing,0,60.5,0.0,60.5
NGCC,z62,Existing,0,1382.0,0.0,1382.0
NGCT,z62,Existing,0,1597.2,0.0,1597.2
NGCT,z62,Existing,0,1764.4,0.0,1764.4
Thermal,z62,Existing,0,1100.0,0.0,1100.0
NuC,z62,Existing,0,4003.0,0.0,4003.0
WindOn,z62,Existing,0,1017.5,0.0,1017.5
Hydro,z62,Existing,0,14.6,0.0,14.6
SolarPV,z62,Existing,0,3176.7,0.0,3176.7
Hydro,z60,Existing,0,474.4,0.0,474.4
Coal,z60,Existing,0,3820.0,0.0,3820.0
NGCC,z60,Existing,0,1191.5,0.0,1191.5
