Month,Day,Period,Z1,Z2,Z3,Z4,NI
1,3,21,0.4963453044562267,0.509052774670635,0.5075754002476365,0.5169361733921013,0.0
1,3,22,0.4830074227735805,0.4953734155272697,0.4939357413796199,0.5030449701183292,0.0
1,3,23,0.4674751305806335,0.4794434644089108,0.47805202221109583,0.4868683212850609,0.0
1,3,24,0.45080692792200844,0.4623485211587851,0.46100669195431193,0.46950863877710725,0.0
1,4,1,0.4523469503782608,0.4639279713870273,0.46258155829757064,0.4711125490152532,0.0
1,4,2,0.4361632178591193,0.44732990171772324,0.4460316595936767,0.4542574348748833,0.0
1,4,3,0.42226593168638554,0.4330768161679922,0.43181993938971663,0.4397836202338071,0.0
1,4,4,0.41160216894638024,0.42214003896371055,0.4209149029316123,0.42867747164070447,0.0
1,4,5,0.4048986474471333,0.4152648933974713,0.41405971043255857,0.42169585476841664,0.0
1,4,6,0.4026122011007255,0.4129199092778983,0.41172153193262456,0.419314555269123,0.0
1,4,7,0.4048986474471333,0.4152648933974713,0.41405971043255857,0.42169585476841664,0.0
1,4,8,0.41160216894638024,0.42214003896371055,0.4209149029316123,0.42867747164070447,0.0
1,4,9,0.42226593168638554,0.4330768161679922,0.43181993938971663,0.4397836202338071,0.0
1,4,10,0.4361632178591193,0.44732990171772324,0.4460316595936767,0.4542574348748833,0.0
1,4,11,0.4523469503782608,0.4639279713870273,0.46258155829757064,0.4711125490152532,0.0
1,4,12,0.46971423461751305,0.4817398941575481,0.4803417872547288,0.48920031448064355,0.0
1,4,13,0.4870815188567653,0.49955181692806894,0.49810201621188693,0.507288079946034,0.0
1,4,14,0.5032652513759068,0.5161498865973729,0.5146519149157808,0.5241431940864038,0.0
1,4,15,0.5171625375486406,0.5304029721471041,0.5288636351197409,0.53861700872748,0.0
1,4,16,0.5278263002886461,0.5413397493513858,0.5397686715778452,0.5497231573205826,0.0
1,4,17,0.5345298217878928,0.5482148949176249,0.5466238640768989,0.5567047741928702,0.0
1,4,18,0.5368162681343006,0.5505598790371978,0.5489620425768328,0.559086073692164,0.0
1,4,19,0.5345298217878928,0.5482148949176249,0.5466238640768989,0.5567047741928702,0.0
1,4,20,0.5278263002886461,0.5413397493513858,0.5397686715778452,0.5497231573205826,0.0
1,4,21,0.5171625375486406,0.5304029721471041,0.5288636351197409,0.53861700872748,0.0
1,4,22,0.5032652513759068,0.5161498865973729,0.5146519149157808,0.5241431940864038,0.0
1,4,23,0.4870815188567653,0.49955181692806894,0.49810201621188693,0.507288079946034,0.0
1,4,24,0.46971423461751305,0.4817398941575481,0.4803417872547288,0.48920031448064355,0.0
1,5,1,0.4524558229274267,0.4640396312994728,0.4626928941502979,0.4712259381386073,0.0
1,5,2,0.4362681952472524,0.44743756674492735,0.4461390121551299,0.454366767246575,0.0
1,5,3,0.4223675642239104,0.4331810507094682,0.4319238714214076,0.4398894689938711,0.0
1,5,4,0.4117012348897626,0.4222416412009059,0.42101621029850345,0.42878064733155075,0.0
1,5,5,0.40499609996198827,0.4153648408990195,0.414159367866181,0.42179735009770525,0.0
1,5,6,0.4027091033051561,0.41301929237993285,0.4118206266047353,0.419415477458377,0.0
1,5,7,0.40499609996198827,0.4153648408990195,0.414159367866181,0.42179735009770525,0.0
1,5,8,0.4117012348897626,0.4222416412009059,0.42101621029850345,0.42878064733155075,0.0
1,5,9,0.4223675642239104,0.4331810507094682,0.4319238714214076,0.4398894689938711,0.0
1,5,10,0.4362681952472524,0.44743756674492735,0.4461390121551299,0.454366767246575,0.0
1,5,11,0.4524558229274267,0.4640396312994728,0.4626928941502979,0.4712259381386073,0.0
1,5,12,0.46982728718934874,0.4818558411099216,0.4804573977055245,0.48931805703477305,0.0
1,5,13,0.48719875145127084,0.49967205092037054,0.49822190126075105,0.5074101759309388,0.0
1,5,14,0.5033863791314451,0.516274115474916,0.5147757832559191,0.5242693468229711,0.0
1,5,15,0.5172870101547871,0.5305306315103749,0.5289909239896414,0.538746645075675,0.0
1,5,16,0.5279533394889349,0.5414700410189375,0.5398985851125455,0.5498554667379953,0.0
1,5,17,0.5346584744167092,0.5483468413208238,0.546755427544868,0.556838763971841,0.0
1,5,18,0.5369454710735414,0.5506923898399104,0.5490941688063136,0.5592206366111692,0.0
1,5,19,0.5346584744167092,0.5483468413208238,0.546755427544868,0.556838763971841,0.0
1,5,20,0.5279533394889349,0.5414700410189375,0.5398985851125455,0.5498554667379953,0.0
1,5,21,0.5172870101547871,0.5305306315103749,0.5289909239896414,0.538746645075675,0.0
1,5,22,0.5033863791314451,0.516274115474916,0.5147757832559191,0.5242693468229711,0.0
1,5,23,0.48719875145127084,0.49967205092037054,0.49822190126075105,0.5074101759309388,0.0
1,5,24,0.46982728718934874,0.4818558411099216,0.4804573977055245,0.48931805703477305,0.0
1,6,1,0.4525544242022362,0.46414075697161533,0.46279372633522464,0.47132862988412,0.0
1,6,2,0.4363632688390386,0.44753507441803725,0.44623623684119135,0.4544657849632479,0.0
1,6,3,0.42245960852560877,0.4332754515363755,0.43201799827796405,0.4399853317504546,0.0
1,6,4,0.41179095473542215,0.42233365806087414,0.42110796010687673,0.4288740892021118,0.0
1,6,5,0.40508435859349573,0.4154553591347198,0.414249623399598,0.4218892701356923,0.0
1,6,6,0.4027968635437279,0.4131092994628036,0.41191037246879203,0.4195068784276135,0.0
1,6,7,0.40508435859349573,0.4154553591347198,0.414249623399598,0.4218892701356923,0.0
1,6,8,0.41179095473542215,0.42233365806087414,0.42110796010687673,0.4288740892021118,0.0
1,6,9,0.42245960852560877,0.4332754515363755,0.43201799827796405,0.4399853317504546,0.0
1,6,10,0.4363632688390386,0.44753507441803725,0.44623623684119135,0.4544657849632479,0.0
1,6,11,0.4525544242022362,0.46414075697161533,0.46279372633522464,0.47132862988412,0.0
1,6,12,0.46992967413434916,0.4819608493732709,0.48056210121359055,0.48942469149888224,0.0
1,6,13,0.48730492406646214,0.49978094177492666,0.49833047609195663,0.5075207531136446,0.0
1,6,14,0.5034960794296599,0.5163866243285046,0.51488796558599,0.5243835980345167,0.0
1,6,15,0.5173997397430896,0.5306462472101665,0.5291062041492173,0.5388640512473101,0.0
1,6,16,0.5280683935332763,0.5415880406856678,0.5400162423203047,0.5499752937956529,0.0
1,6,17,0.5347749896752026,0.548466339611822,0.5468745790275833,0.5569601128620725,0.0
1,6,18,0.5370624847249705,0.5508123992837383,0.5492138299583894,0.5593425045701512,0.0
1,6,19,0.5347749896752026,0.548466339611822,0.5468745790275833,0.5569601128620725,0.0
1,6,20,0.5280683935332763,0.5415880406856678,0.5400162423203047,0.5499752937956529,0.0
1,6,21,0.5173997397430896,0.5306462472101665,0.5291062041492173,0.5388640512473101,0.0
1,6,22,0.5034960794296599,0.5163866243285046,0.51488796558599,0.5243835980345167,0.0
1,6,23,0.48730492406646214,0.49978094177492666,0.49833047609195663,0.5075207531136446,0.0
1,6,24,0.46992967413434916,0.4819608493732709,0.48056210121359055,0.48942469149888224,0.0
1,7,1,0.45264272498500363,0.46423131843773535,0.4628840249735979,0.4714205938220107,0.0
1,7,2,0.4364484104621204,0.4476223958434254,0.4463233048420881,0.45455445868381533,0.0
1,7,3,0.42254203731676726,0.433359990675711,0.432102292067567,0.44007118009735396,0.0
1,7,4,0.41187130189743215,0.4224160622770335,0.42119012516928345,0.42895776956354453,0.0
1,7,5,0.40516339718871824,0.41553642128206525,0.4143304502881469,0.42197158764448656,0.0
1,7,6,0.4028754558111881,0.4131899038554696,0.4119907429311582,0.4195887310927526,0.0
1,7,7,0.40516339718871824,0.41553642128206525,0.4143304502881469,0.42197158764448656,0.0
1,7,8,0.41187130189743215,0.4224160622770335,0.42119012516928345,0.42895776956354453,0.0
1,7,9,0.42254203731676726,0.433359990675711,0.432102292067567,0.44007118009735396,0.0
1,7,10,0.4364484104621204,0.4476223958434254,0.4463233048420881,0.45455445868381533,0.0
1,7,11,0.45264272498500363,0.46423131843773535,0.4628840249735979,0.4714205938220107,0.0
1,7,12,0.4700213651130527,0.48205488783138123,0.48065586675301797,0.4895201862748781,0.0
1,7,13,0.4874000052411018,0.499878457225027,0.49842770853243806,0.5076197787277456,0.0
1,7,14,0.503594319763985,0.5164873798193369,0.5149884286639478,0.5244859138659408,0.0
1,7,15,0.5175006929093382,0.5307497849870513,0.5292094414384689,0.538969192452402,0.0
1,7,16,0.5281714283286735,0.541693713385729,0.5401216083367525,0.5500826029862118,0.0
1,7,17,0.5348793330373872,0.5485733543806971,0.546981283217889,0.5570687849052696,0.0
1,7,18,0.5371672744149175,0.5509198718072927,0.5493209905748776,0.5594516414570035,0.0
1,7,19,0.5348793330373872,0.5485733543806971,0.546981283217889,0.5570687849052696,0.0
1,7,20,0.5281714283286735,0.541693713385729,0.5401216083367525,0.5500826029862118,0.0
1,7,21,0.5175006929093382,0.5307497849870513,0.5292094414384689,0.538969192452402,0.0
1,7,22,0.503594319763985,0.5164873798193369,0.5149884286639478,0.5244859138659408,0.0
1,7,23,0.4874000052411018,0.499878457225027,0.49842770853243806,0.5076197787277456,0.0
1,7,24,0.4700213651130527,0.48205488783138123,0.48065586675301797,0.4895201862748781,0.0
1,8,1,0.45272069911030155,0.46431128886251616,0.46296376330798245,0.47150180270137976,0.0
1,8,2,0.4365235948871976,0.4476995051458684,0.4464001903576926,0.45463276213234033,0.0
1,8,3,0.4226148261719564,0.43343464307670376,0.43217672781214733,0.4401469885958514,0.0
1,8,4,0.41194225256719436,0.4224888294312363,0.42126268113844256,0.4290316636195519,0.0
1,8,5,0.4052331923268143,0.41560800332059233,0.41440182458107633,0.4220442782316339,0.0
1,8,6,0.4029448568189517,0.4132610816731095,0.41206171417633153,0.4196610111990834,0.0
1,8,7,0.4052331923268143,0.41560800332059233,0.41440182458107633,0.4220442782316339,0.0
1,8,8,0.41194225256719436,0.4224888294312363,0.42126268113844256,0.4290316636195519,0.0
1,8,9,0.4226148261719564,0.43343464307670376,0.43217672781214733,0.4401469885958514,0.0
1,8,10,0.4365235948871976,0.4476995051458684,0.4464001903576926,0.45463276213234033,0.0
1,8,11,0.45272069911030155,0.46431128886251616,0.46296376330798245,0.47150180270137976,0.0
1,8,12,0.4701023329554437,0.4821379286186277,0.4807386665390535,0.4896045130655973,0.0
1,8,13,0.48748396680058587,0.49996456837473924,0.4985135697701245,0.5077072234298149,0.0
1,8,14,0.5036810710236895,0.5165763520913867,0.5150771427204145,0.5245762639988543,0.0
1,8,15,0.5175898397389309,0.5308412141605516,0.5293006052659597,0.5390620375353432,0.0
1,8,16,0.5282624133436928,0.5417870278060192,0.5402146519396646,0.5501773625116426,0.0
1,8,17,0.534971473584073,0.5486678539166631,0.5470755084970307,0.5571647478995608,0.0
1,8,18,0.5372598090919355,0.5510147755641459,0.5494156189017755,0.5595480149321113,0.0
1,8,19,0.534971473584073,0.5486678539166631,0.5470755084970307,0.5571647478995608,0.0
1,8,20,0.5282624133436928,0.5417870278060192,0.5402146519396646,0.5501773625116426,0.0
1,8,21,0.5175898397389309,0.5308412141605516,0.5293006052659597,0.5390620375353432,0.0
1,8,22,0.5036810710236895,0.5165763520913867,0.5150771427204145,0.5245762639988543,0.0
1,8,23,0.48748396680058587,0.49996456837473924,0.4985135697701245,0.5077072234298149,0.0
1,8,24,0.4701023329554437,0.4821379286186277,0.4807386665390535,0.4896045130655973,0.0
1,9,1,0.43467679053380487,0.44580541876703533,0.4445116010017817,0.4527093431599526,0.0
1,9,2,0.41912524784208244,0.42985572429716784,0.4286081957809605,0.43651264522158834,0.0
1,9,3,0.40577083538137665,0.4161594111535066,0.4149516321165961,0.4226042253909624,0.0
1,9,4,0.39552363429167464,0.40564986044256435,0.40447258225387656,0.4119319194947814,0.0
1,9,5,0.389081974392939,0.39904328067743805,0.39788517612349733,0.4052230275430506,0.0
1,9,6,0.38688484416192226,0.3967898993512319,0.3956383345670404,0.4029347494353123,0.0
1,9,7,0.389081974392939,0.39904328067743805,0.39788517612349733,0.4052230275430506,0.0
1,9,8,0.39552363429167464,0.40564986044256435,0.40447258225387656,0.4119319194947814,0.0
1,9,9,0.40577083538137665,0.4161594111535066,0.4149516321165961,0.4226042253909624,0.0
1,9,10,0.41912524784208244,0.42985572429716784,0.4286081957809605,0.43651264522158834,0.0
1,9,11,0.43467679053380487,0.44580541876703533,0.4445116010017817,0.4527093431599526,0.0
1,9,12,0.4513656515222427,0.4629215492431039,0.4615780569948805,0.47009054100786435,0.0
1,9,13,0.46805451251068037,0.48003767971917244,0.4786445129879794,0.4874717388557762,0.0
1,9,14,0.4836060552024028,0.49598737418904,0.49454791820880056,0.5036684367941404,0.0
1,9,15,0.4969604676631086,0.5096836873327012,0.5082044818731649,0.5175768566247665,0.0
1,9,16,0.5072076687528108,0.5201932380436435,0.5186835317358844,0.5282491625209474,0.0
1,9,17,0.5136493286515463,0.5267998178087697,0.5252709378662637,0.5349580544726782,0.0
1,9,18,0.515846458882563,0.5290531991349758,0.5275177794227206,0.5372463325804165,0.0
1,9,19,0.5136493286515463,0.5267998178087697,0.5252709378662637,0.5349580544726782,0.0
1,9,20,0.5072076687528108,0.5201932380436435,0.5186835317358844,0.5282491625209474,0.0
1,9,21,0.4969604676631086,0.5096836873327012,0.5082044818731649,0.5175768566247665,0.0
1,9,22,0.4836060552024028,0.49598737418904,0.49454791820880056,0.5036684367941404,0.0
1,9,23,0.46805451251068037,0.48003767971917244,0.4786445129879794,0.4874717388557762,0.0
1,9,24,0.4513656515222427,0.4629215492431039,0.4615780569948805,0.47009054100786435,0.0
1,10,1,0.43473175491233423,0.44586179034776185,0.444567808980745,0.4527665877339512,0.0
1,10,2,0.41917824574598544,0.42991007905743533,0.42866239279268675,0.4365678417418244,0.0
1,10,3,0.4058221446352356,0.41621203403078305,0.4150041022716072,0.42265766320756165,0.0
1,10,4,0.3955736477987814,0.4057011543992818,0.4045237273451256,0.4119840078106163,0.0
1,10,5,0.38913117335958536,0.39909373923976843,0.3979354882448433,0.40527426752724044,0.0
1,10,6,0.3869337653039866,0.39684007297609414,0.39568836257786466,0.4029857000693763,0.0
1,10,7,0.38913117335958536,0.39909373923976843,0.3979354882448433,0.40527426752724044,0.0
1,10,8,0.3955736477987814,0.4057011543992818,0.4045237273451256,0.4119840078106163,0.0
1,10,9,0.4058221446352356,0.41621203403078305,0.4150041022716072,0.42265766320756165,0.0
1,10,10,0.41917824574598544,0.42991007905743533,0.42866239279268675,0.4365678417418244,0.0
1,10,11,0.43473175491233423,0.44586179034776185,0.444567808980745,0.4527665877339512,0.0
1,10,12,0.4514227261879844,0.4629800851387764,0.4616364230075087,0.47014998341427244,0.0
1,10,13,0.4681136974636345,0.48009837992979104,0.4787050370342726,0.4875333790945935,0.0
1,10,14,0.48366720662998325,0.4960500912201177,0.49461045322233077,0.5037321250867204,0.0
1,10,15,0.4970233077407332,0.50974813624677,0.5082687437434104,0.5176423036209831,0.0
1,10,16,0.5072718045771875,0.5202590158782712,0.5187491186698918,0.5283159590179285,0.0
1,10,17,0.5137142790163833,0.5268664310377844,0.525337357770174,0.5350256993013042,0.0
1,10,18,0.5159116870719821,0.5291200973014588,0.5275844834371528,0.5373142667591684,0.0
1,10,19,0.5137142790163833,0.5268664310377844,0.525337357770174,0.5350256993013042,0.0
1,10,20,0.5072718045771875,0.5202590158782712,0.5187491186698918,0.5283159590179285,0.0
1,10,21,0.4970233077407332,0.50974813624677,0.5082687437434104,0.5176423036209831,0.0
1,10,22,0.48366720662998325,0.4960500912201177,0.49461045322233077,0.5037321250867204,0.0
1,10,23,0.4681136974636345,0.48009837992979104,0.4787050370342726,0.4875333790945935,0.0
1,10,24,0.4514227261879844,0.4629800851387764,0.4616364230075087,0.47014998341427244,0.0
1,11,1,0.4528924458274437,0.4644874326521661,0.4631393958926209,0.4716806743255396,0.0
1,11,2,0.4366891969781212,0.4478693469941122,0.446569539290437,0.454805234220661,0.0
1,11,3,0.42277515175272473,0.4335990733251781,0.4323406808506828,0.4403139652781633,0.0
1,11,4,0.4120985293393183,0.4226491072131595,0.4214224937617273,0.4291944235285235,0.0
1,11,5,0.4053869239114225,0.4157656707529156,0.41455903443052533,0.422204387366068,0.0
1,11,6,0.4030977202874964,0.4134178587637958,0.41221803626809567,0.4198202162036871,0.0
1,11,7,0.4053869239114225,0.4157656707529156,0.41455903443052533,0.422204387366068,0.0
1,11,8,0.4120985293393183,0.4226491072131595,0.4214224937617273,0.4291944235285235,0.0
1,11,9,0.42277515175272473,0.4335990733251781,0.4323406808506828,0.4403139652781633,0.0
1,11,10,0.4366891969781212,0.4478693469941122,0.446569539290437,0.454805234220661,0.0
1,11,11,0.4528924458274437,0.4644874326521661,0.4631393958926209,0.4716806743255396,0.0
1,11,12,0.47028067366874593,0.4823208352244285,0.48092104231277827,0.48979025223763495,0.0
1,11,13,0.48766890151004805,0.5001542377966909,0.49870268873293566,0.5078998301497303,0.0
1,11,14,0.5038721503593707,0.5167723234547448,0.5152725453351196,0.5247752702546089,0.0
1,11,15,0.517786195584767,0.531042597123679,0.5295014037748738,0.5392665391971067,0.0
1,11,16,0.5284628179981736,0.5419925632356976,0.5404195908638293,0.5503860809467466,0.0
1,11,17,0.5351744234260691,0.5488759996959414,0.5472830501950311,0.5573761171092019,0.0
1,11,18,0.5374636270499954,0.5512238116850612,0.549624048357461,0.5597602882715828,0.0
1,11,19,0.5351744234260691,0.5488759996959414,0.5472830501950311,0.5573761171092019,0.0
1,11,20,0.5284628179981736,0.5419925632356976,0.5404195908638293,0.5503860809467466,0.0
1,11,21,0.517786195584767,0.531042597123679,0.5295014037748738,0.5392665391971067,0.0
1,11,22,0.5038721503593707,0.5167723234547448,0.5152725453351196,0.5247752702546089,0.0
1,11,23,0.48766890151004805,0.5001542377966909,0.49870268873293566,0.5078998301497303,0.0
1,11,24,0.47028067366874593,0.4823208352244285,0.48092104231277827,0.48979025223763495,0.0
1,12,1,0.45292891296606125,0.4645248334252386,0.4631766881210624,0.4717186543022258,0.0
1,12,2,0.4367243594225949,0.4479054096701622,0.44660549730528504,0.45484185537800886,0.0
1,12,3,0.4228091938309379,0.43363398695126537,0.43237549315034435,0.44034941959089247,0.0
1,12,4,0.4121317117302633,0.4226831391421999,0.4214564269232057,0.42922898248988606,0.0
1,12,5,0.4054195658803585,0.4157991484240216,0.41459241494263815,0.42223838348603177,0.0
1,12,6,0.4031301779285492,0.41345114738784206,0.4122512282818016,0.4198540203489314,0.0
1,12,7,0.4054195658803585,0.4157991484240216,0.41459241494263815,0.42223838348603177,0.0
1,12,8,0.4121317117302633,0.4226831391421999,0.4214564269232057,0.42922898248988606,0.0
1,12,9,0.4228091938309379,0.43363398695126537,0.43237549315034435,0.44034941959089247,0.0
1,12,10,0.4367243594225949,0.4479054096701622,0.44660549730528504,0.45484185537800886,0.0
1,12,11,0.45292891296606125,0.4645248334252386,0.4631766881210624,0.4717186543022258,0.0
1,12,12,0.47031854091664066,0.4823596719524824,0.48095976632876847,0.4898296904070865,0.0
1,12,13,0.48770816886722,0.5001945104797262,0.4987428445364747,0.5079407265119472,0.0
1,12,14,0.5039127224106865,0.5168139342348027,0.5153140353522521,0.5248175254361642,0.0
1,12,15,0.5178278880023436,0.5310853569536993,0.5295440395071928,0.5393099612232806,0.0
1,12,16,0.5285053701030181,0.5420362047627649,0.5404631057343317,0.5504303983242871,0.0
1,12,17,0.5352175159529228,0.5489201954809431,0.547327117714899,0.5574209973281413,0.0
1,12,18,0.5375069039047322,0.5512681965171227,0.5496683043757356,0.5598053604652418,0.0
1,12,19,0.5352175159529228,0.5489201954809431,0.547327117714899,0.5574209973281413,0.0
1,12,20,0.5285053701030181,0.5420362047627649,0.5404631057343317,0.5504303983242871,0.0
1,12,21,0.5178278880023436,0.5310853569536993,0.5295440395071928,0.5393099612232806,0.0
1,12,22,0.5039127224106865,0.5168139342348027,0.5153140353522521,0.5248175254361642,0.0
1,12,23,0.48770816886722,0.5001945104797262,0.4987428445364747,0.5079407265119472,0.0
1,12,24,0.47031854091664066,0.4823596719524824,0.48095976632876847,0.4898296904070865,0.0
1,13,1,0.45295496864353385,0.46455155618214644,0.4632033333231084,0.4717457908986373,0.0
1,13,2,0.43674948289943155,0.4479311763601625,0.44663118921512374,0.45486802110147123,0.0
1,13,3,0.4228335168089407,0.43365893264799993,0.4324003664496062,0.4403747516068527,0.0
1,13,4,0.4121554204639069,0.42270745486864447,0.4214806720804792,0.4292536747795797,0.0
1,13,5,0.405442888483856,0.4158230681345866,0.4146162652333506,0.4222626736269825,0.0
1,13,6,0.4031533688302444,0.4134749320247653,0.4122749438908835,0.41987817332443494,0.0
1,13,7,0.405442888483856,0.4158230681345866,0.4146162652333506,0.4222626736269825,0.0
1,13,8,0.4121554204639069,0.42270745486864447,0.4214806720804792,0.4292536747795797,0.0
1,13,9,0.4228335168089407,0.43365893264799993,0.4324003664496062,0.4403747516068527,0.0
1,13,10,0.43674948289943155,0.4479311763601625,0.44663118921512374,0.45486802110147123,0.0
1,13,11,0.45295496864353385,0.46455155618214644,0.4632033333231084,0.4717457908986373,0.0
1,13,12,0.47034559696861844,0.4823874206955596,0.4809874345393641,0.4898578688785075,0.0
1,13,13,0.48773622529370325,0.500223285208973,0.4987715357556197,0.5079699468583776,0.0
1,13,14,0.5039417110378056,0.5168436650309567,0.5153436798636044,0.5248477166555438,0.0
1,13,15,0.5178576771282966,0.5311159087431194,0.5295745026291221,0.5393409861501623,0.0
1,13,16,0.5285357734733301,0.5420673865224748,0.540494196998249,0.5504620629774353,0.0
1,13,17,0.5352483054533812,0.5489517732565325,0.5473586038453776,0.5574530641300324,0.0
