Month,Day,Hour,Z1,Z2,Z3,Z4,NI
1,2,15,0.8076838902280477,0.8076838902280479,0.8076838902280475,0.8076838902280479,0.0
1,2,16,0.8181522056206834,0.8181522056206832,0.8181522056206834,0.8181522056206829,0.0
1,2,17,0.8247328637810685,0.8247328637810688,0.8247328637810685,0.8247328637810684,0.0
1,2,18,0.8269774037306252,0.8269774037306252,0.826977403730625,0.8269774037306252,0.0
1,2,19,0.8247328637810685,0.8247328637810688,0.8247328637810685,0.8247328637810684,0.0
1,2,20,0.8181522056206834,0.8181522056206832,0.8181522056206834,0.8181522056206829,0.0
1,2,21,0.8076838902280477,0.8076838902280479,0.8076838902280475,0.8076838902280479,0.0
1,2,22,0.7940413159974612,0.7940413159974612,0.794041315997461,0.7940413159974611,0.0
1,2,23,0.7781542018173178,0.7781542018173178,0.7781542018173176,0.7781542018173178,0.0
1,2,24,0.7611052282642969,0.761105228264297,0.761105228264297,0.7611052282642968,0.0
1,3,1,0.7441832696337222,0.7441832696337223,0.744183269633722,0.7441832696337223,0.0
1,3,2,0.728291611208218,0.728291611208218,0.7282916112082177,0.728291611208218,0.0
1,3,3,0.7146451347456741,0.7146451347456741,0.7146451347456741,0.714645134745674,0.0
1,3,4,0.7041738250651448,0.7041738250651449,0.7041738250651446,0.7041738250651449,0.0
1,3,5,0.6975912846167003,0.6975912846167001,0.6975912846167,0.6975912846167,0.0
1,3,6,0.6953461026537396,0.6953461026537396,0.6953461026537395,0.6953461026537394,0.0
1,3,7,0.6975912846167003,0.6975912846167001,0.6975912846167,0.6975912846167,0.0
1,3,8,0.7041738250651448,0.7041738250651449,0.7041738250651446,0.7041738250651449,0.0
1,3,9,0.7146451347456741,0.7146451347456741,0.7146451347456741,0.714645134745674,0.0
1,3,10,0.728291611208218,0.728291611208218,0.7282916112082177,0.728291611208218,0.0
1,3,11,0.7441832696337222,0.7441832696337223,0.744183269633722,0.7441832696337223,0.0
1,3,12,0.7612371197626963,0.7612371197626963,0.7612371197626961,0.7612371197626963,0.0
1,3,13,0.7782909698916702,0.7782909698916705,0.7782909698916701,0.7782909698916703,0.0
1,3,14,0.7941826283171746,0.7941826283171745,0.7941826283171743,0.7941826283171745,0.0
1,3,15,0.8078291047797185,0.8078291047797185,0.8078291047797184,0.8078291047797183,0.0
1,3,16,0.8183004144602478,0.8183004144602479,0.8183004144602476,0.8183004144602479,0.0
1,3,17,0.8248829549086923,0.8248829549086923,0.8248829549086921,0.8248829549086923,0.0
1,3,18,0.8271281368716528,0.8271281368716531,0.8271281368716527,0.8271281368716528,0.0
1,3,19,0.8248829549086923,0.8248829549086923,0.8248829549086921,0.8248829549086923,0.0
1,3,20,0.8183004144602478,0.8183004144602479,0.8183004144602476,0.8183004144602479,0.0
1,3,21,0.8078291047797185,0.8078291047797185,0.8078291047797184,0.8078291047797183,0.0
1,3,22,0.7941826283171746,0.7941826283171745,0.7941826283171743,0.7941826283171745,0.0
1,3,23,0.7782909698916702,0.7782909698916705,0.7782909698916701,0.7782909698916703,0.0
1,3,24,0.7612371197626963,0.7612371197626963,0.7612371197626961,0.7612371197626963,0.0
1,4,1,0.7628127732810791,0.7628127732810791,0.762812773281079,0.7628127732810791,0.0
1,4,2,0.7462546023395932,0.7462546023395933,0.7462546023395932,0.7462546023395931,0.0
1,4,3,0.7320357786041723,0.7320357786041723,0.7320357786041721,0.7320357786041721,0.0
1,4,4,0.7211252914146682,0.7211252914146682,0.7211252914146679,0.721125291414668,0.0
1,4,5,0.7142666724426127,0.7142666724426127,0.7142666724426124,0.7142666724426125,0.0
1,4,6,0.7119273252365477,0.7119273252365476,0.7119273252365474,0.7119273252365474,0.0
1,4,7,0.7142666724426127,0.7142666724426127,0.7142666724426124,0.7142666724426125,0.0
1,4,8,0.7211252914146682,0.7211252914146682,0.7211252914146679,0.721125291414668,0.0
1,4,9,0.7320357786041723,0.7320357786041723,0.7320357786041721,0.7320357786041721,0.0
1,4,10,0.7462546023395932,0.7462546023395933,0.7462546023395932,0.7462546023395931,0.0
1,4,11,0.7628127732810791,0.7628127732810791,0.762812773281079,0.7628127732810791,0.0
1,4,12,0.7805818794426388,0.7805818794426391,0.7805818794426388,0.7805818794426387,0.0
1,4,13,0.7983509856041987,0.7983509856041986,0.7983509856041985,0.7983509856041986,0.0
1,4,14,0.8149091565456847,0.8149091565456849,0.8149091565456845,0.8149091565456844,0.0
1,4,15,0.8291279802811055,0.8291279802811055,0.8291279802811052,0.8291279802811052,0.0
1,4,16,0.84003846747061,0.84003846747061,0.8400384674706095,0.8400384674706098,0.0
1,4,17,0.8468970864426651,0.8468970864426653,0.846897086442665,0.8468970864426649,0.0
1,4,18,0.8492364336487302,0.8492364336487304,0.84923643364873,0.84923643364873,0.0
1,4,19,0.8468970864426651,0.8468970864426653,0.846897086442665,0.8468970864426649,0.0
1,4,20,0.84003846747061,0.84003846747061,0.8400384674706095,0.8400384674706098,0.0
1,4,21,0.8291279802811055,0.8291279802811055,0.8291279802811052,0.8291279802811052,0.0
1,4,22,0.8149091565456847,0.8149091565456849,0.8149091565456845,0.8149091565456844,0.0
1,4,23,0.7983509856041987,0.7983509856041986,0.7983509856041985,0.7983509856041986,0.0
1,4,24,0.7805818794426388,0.7805818794426391,0.7805818794426388,0.7805818794426387,0.0
1,5,1,0.7629241647834901,0.7629241647834901,0.7629241647834899,0.7629241647834899,0.0
1,5,2,0.746362008559737,0.7463620085597372,0.746362008559737,0.7463620085597372,0.0
1,5,3,0.7321397625848495,0.7321397625848496,0.7321397625848494,0.7321397625848496,0.0
1,5,4,0.721226649418643,0.7212266494186431,0.721226649418643,0.7212266494186431,0.0
1,5,5,0.7143663796886227,0.7143663796886227,0.7143663796886225,0.7143663796886226,0.0
1,5,6,0.7120264694397572,0.7120264694397572,0.7120264694397572,0.7120264694397571,0.0
1,5,7,0.7143663796886227,0.7143663796886227,0.7143663796886225,0.7143663796886226,0.0
1,5,8,0.721226649418643,0.7212266494186431,0.721226649418643,0.7212266494186431,0.0
1,5,9,0.7321397625848495,0.7321397625848496,0.7321397625848494,0.7321397625848496,0.0
1,5,10,0.746362008559737,0.7463620085597372,0.746362008559737,0.7463620085597372,0.0
1,5,11,0.7629241647834901,0.7629241647834901,0.7629241647834899,0.7629241647834899,0.0
1,5,12,0.7806975476797169,0.7806975476797169,0.7806975476797167,0.7806975476797169,0.0
1,5,13,0.7984709305759435,0.7984709305759439,0.7984709305759435,0.7984709305759435,0.0
1,5,14,0.8150330867996967,0.8150330867996967,0.8150330867996965,0.8150330867996965,0.0
1,5,15,0.8292553327745843,0.8292553327745843,0.829255332774584,0.8292553327745842,0.0
1,5,16,0.8401684459407907,0.8401684459407904,0.8401684459407904,0.8401684459407905,0.0
1,5,17,0.847028715670811,0.8470287156708112,0.8470287156708108,0.8470287156708111,0.0
1,5,18,0.8493686259196765,0.8493686259196764,0.8493686259196762,0.8493686259196762,0.0
1,5,19,0.847028715670811,0.8470287156708112,0.8470287156708108,0.8470287156708111,0.0
1,5,20,0.8401684459407907,0.8401684459407904,0.8401684459407904,0.8401684459407905,0.0
1,5,21,0.8292553327745843,0.8292553327745843,0.829255332774584,0.8292553327745842,0.0
1,5,22,0.8150330867996967,0.8150330867996967,0.8150330867996965,0.8150330867996965,0.0
1,5,23,0.7984709305759435,0.7984709305759439,0.7984709305759435,0.7984709305759435,0.0
1,5,24,0.7806975476797169,0.7806975476797169,0.7806975476797167,0.7806975476797169,0.0
1,6,1,0.7630250473679875,0.7630250473679875,0.7630250473679873,0.7630250473679874,0.0
1,6,2,0.746459281842211,0.7464592818422109,0.7464592818422108,0.746459281842211,0.0
1,6,3,0.7322339364894113,0.7322339364894113,0.732233936489411,0.732233936489411,0.0
1,6,4,0.721318445086887,0.7213184450868871,0.7213184450868869,0.7213184450868869,0.0
1,6,5,0.7144566803350177,0.7144566803350177,0.7144566803350176,0.7144566803350177,0.0
1,6,6,0.7121162601620409,0.712116260162041,0.7121162601620407,0.7121162601620409,0.0
1,6,7,0.7144566803350177,0.7144566803350177,0.7144566803350176,0.7144566803350177,0.0
1,6,8,0.721318445086887,0.7213184450868871,0.7213184450868869,0.7213184450868869,0.0
1,6,9,0.7322339364894113,0.7322339364894113,0.732233936489411,0.732233936489411,0.0
1,6,10,0.746459281842211,0.7464592818422109,0.7464592818422108,0.746459281842211,0.0
1,6,11,0.7630250473679875,0.7630250473679875,0.7630250473679873,0.7630250473679874,0.0
1,6,12,0.780802303522381,0.7808023035223811,0.7808023035223809,0.7808023035223809,0.0
1,6,13,0.7985795596767746,0.7985795596767747,0.7985795596767745,0.7985795596767744,0.0
1,6,14,0.8151453252025511,0.8151453252025512,0.8151453252025509,0.8151453252025508,0.0
1,6,15,0.8293706705553507,0.8293706705553509,0.8293706705553506,0.829370670555351,0.0
1,6,16,0.840286161957875,0.8402861619578753,0.8402861619578749,0.840286161957875,0.0
1,6,17,0.8471479267097441,0.847147926709744,0.847147926709744,0.8471479267097443,0.0
1,6,18,0.8494883468827212,0.8494883468827213,0.8494883468827211,0.8494883468827209,0.0
1,6,19,0.8471479267097441,0.847147926709744,0.847147926709744,0.8471479267097443,0.0
1,6,20,0.840286161957875,0.8402861619578753,0.8402861619578749,0.840286161957875,0.0
1,6,21,0.8293706705553507,0.8293706705553509,0.8293706705553506,0.829370670555351,0.0
1,6,22,0.8151453252025511,0.8151453252025512,0.8151453252025509,0.8151453252025508,0.0
1,6,23,0.7985795596767746,0.7985795596767747,0.7985795596767745,0.7985795596767744,0.0
1,6,24,0.780802303522381,0.7808023035223811,0.7808023035223809,0.7808023035223809,0.0
1,7,1,0.7631153911408841,0.7631153911408842,0.7631153911408841,0.763115391140884,0.0
1,7,2,0.7465463933628418,0.7465463933628419,0.7465463933628416,0.7465463933628417,0.0
1,7,3,0.7323182724120971,0.7323182724120969,0.7323182724120969,0.7323182724120969,0.0
1,7,4,0.721400651218362,0.721400651218362,0.7214006512183617,0.7214006512183619,0.0
1,7,5,0.714537547623767,0.7145375476237672,0.7145375476237669,0.7145375476237671,0.0
1,7,6,0.7121966707964694,0.7121966707964693,0.7121966707964692,0.7121966707964692,0.0
1,7,7,0.714537547623767,0.7145375476237672,0.7145375476237669,0.7145375476237671,0.0
1,7,8,0.721400651218362,0.721400651218362,0.7214006512183617,0.7214006512183619,0.0
1,7,9,0.7323182724120971,0.7323182724120969,0.7323182724120969,0.7323182724120969,0.0
1,7,10,0.7465463933628418,0.7465463933628419,0.7465463933628416,0.7465463933628417,0.0
1,7,11,0.7631153911408841,0.7631153911408842,0.7631153911408841,0.763115391140884,0.0
1,7,12,0.7808961159292142,0.7808961159292143,0.7808961159292142,0.7808961159292142,0.0
1,7,13,0.7986768407175442,0.7986768407175442,0.798676840717544,0.7986768407175444,0.0
1,7,14,0.8152458384955867,0.8152458384955866,0.8152458384955864,0.8152458384955867,0.0
1,7,15,0.8294739594463312,0.8294739594463313,0.8294739594463312,0.8294739594463314,0.0
1,7,16,0.8403915806400666,0.8403915806400667,0.8403915806400665,0.8403915806400665,0.0
1,7,17,0.8472546842346612,0.8472546842346612,0.847254684234661,0.8472546842346611,0.0
1,7,18,0.849595561061959,0.8495955610619591,0.8495955610619589,0.8495955610619588,0.0
1,7,19,0.8472546842346612,0.8472546842346612,0.847254684234661,0.8472546842346611,0.0
1,7,20,0.8403915806400666,0.8403915806400667,0.8403915806400665,0.8403915806400665,0.0
1,7,21,0.8294739594463312,0.8294739594463313,0.8294739594463312,0.8294739594463314,0.0
1,7,22,0.8152458384955867,0.8152458384955866,0.8152458384955864,0.8152458384955867,0.0
1,7,23,0.7986768407175442,0.7986768407175442,0.798676840717544,0.7986768407175444,0.0
1,7,24,0.7808961159292142,0.7808961159292143,0.7808961159292142,0.7808961159292142,0.0
1,8,1,0.7631951693313707,0.7631951693313707,0.7631951693313704,0.7631951693313705,0.0
1,8,2,0.746623317308606,0.7466233173086061,0.7466233173086058,0.746623317308606,0.0
1,8,3,0.7323927453623531,0.7323927453623532,0.7323927453623529,0.7323927453623532,0.0
1,8,4,0.7214732434536172,0.7214732434536171,0.721473243453617,0.7214732434536171,0.0
1,8,5,0.714608957592148,0.714608957592148,0.7146089575921478,0.7146089575921479,0.0
1,8,6,0.7122676775156364,0.7122676775156364,0.7122676775156361,0.7122676775156361,0.0
1,8,7,0.714608957592148,0.714608957592148,0.7146089575921478,0.7146089575921479,0.0
1,8,8,0.7214732434536172,0.7214732434536171,0.721473243453617,0.7214732434536171,0.0
1,8,9,0.7323927453623531,0.7323927453623532,0.7323927453623529,0.7323927453623532,0.0
1,8,10,0.746623317308606,0.7466233173086061,0.7466233173086058,0.746623317308606,0.0
1,8,11,0.7631951693313707,0.7631951693313707,0.7631951693313704,0.7631951693313705,0.0
1,8,12,0.7809789571015758,0.7809789571015758,0.7809789571015757,0.7809789571015757,0.0
1,8,13,0.798762744871781,0.7987627448717811,0.7987627448717809,0.7987627448717807,0.0
1,8,14,0.8153345968945455,0.8153345968945453,0.8153345968945452,0.8153345968945451,0.0
1,8,15,0.8295651688407985,0.8295651688407983,0.8295651688407981,0.8295651688407986,0.0
1,8,16,0.8404846707495344,0.8404846707495345,0.8404846707495343,0.8404846707495344,0.0
1,8,17,0.8473489566110035,0.8473489566110036,0.8473489566110033,0.8473489566110033,0.0
1,8,18,0.8496902366875152,0.8496902366875153,0.849690236687515,0.849690236687515,0.0
1,8,19,0.8473489566110035,0.8473489566110036,0.8473489566110033,0.8473489566110033,0.0
1,8,20,0.8404846707495344,0.8404846707495345,0.8404846707495343,0.8404846707495344,0.0
1,8,21,0.8295651688407985,0.8295651688407983,0.8295651688407981,0.8295651688407986,0.0
1,8,22,0.8153345968945455,0.8153345968945453,0.8153345968945452,0.8153345968945451,0.0
1,8,23,0.798762744871781,0.7987627448717811,0.7987627448717809,0.7987627448717807,0.0
1,8,24,0.7809789571015758,0.7809789571015758,0.7809789571015757,0.7809789571015757,0.0
1,9,1,0.7447337839674693,0.7447337839674694,0.7447337839674691,0.7447337839674693,0.0
1,9,2,0.7288224296498675,0.7288224296498674,0.7288224296498674,0.7288224296498673,0.0
1,9,3,0.7151590399413477,0.7151590399413477,0.7151590399413476,0.7151590399413476,0.0
1,9,4,0.7046747522707265,0.7046747522707265,0.7046747522707264,0.7046747522707263,0.0
1,9,5,0.698084053516652,0.698084053516652,0.6980840535166517,0.698084053516652,0.0
1,9,6,0.69583608890757,0.69583608890757,0.6958360889075698,0.6958360889075698,0.0
1,9,7,0.698084053516652,0.698084053516652,0.6980840535166517,0.698084053516652,0.0
1,9,8,0.7046747522707265,0.7046747522707265,0.7046747522707264,0.7046747522707263,0.0
1,9,9,0.7151590399413477,0.7151590399413477,0.7151590399413476,0.7151590399413476,0.0
1,9,10,0.7288224296498675,0.7288224296498674,0.7288224296498674,0.7288224296498673,0.0
1,9,11,0.7447337839674693,0.7447337839674694,0.7447337839674691,0.7447337839674693,0.0
1,9,12,0.7618087703921649,0.761808770392165,0.7618087703921648,0.7618087703921648,0.0
1,9,13,0.7788837568168605,0.7788837568168607,0.7788837568168604,0.7788837568168605,0.0
1,9,14,0.7947951111344624,0.7947951111344626,0.7947951111344623,0.7947951111344624,0.0
1,9,15,0.8084585008429822,0.8084585008429825,0.8084585008429823,0.8084585008429824,0.0
1,9,16,0.8189427885136036,0.8189427885136037,0.8189427885136034,0.8189427885136032,0.0
1,9,17,0.825533487267678,0.8255334872676778,0.8255334872676777,0.8255334872676776,0.0
1,9,18,0.8277814518767599,0.8277814518767599,0.8277814518767598,0.8277814518767599,0.0
1,9,19,0.825533487267678,0.8255334872676778,0.8255334872676777,0.8255334872676776,0.0
1,9,20,0.8189427885136036,0.8189427885136037,0.8189427885136034,0.8189427885136032,0.0
1,9,21,0.8084585008429822,0.8084585008429825,0.8084585008429823,0.8084585008429824,0.0
1,9,22,0.7947951111344624,0.7947951111344626,0.7947951111344623,0.7947951111344624,0.0
1,9,23,0.7788837568168605,0.7788837568168607,0.7788837568168604,0.7788837568168605,0.0
1,9,24,0.7618087703921649,0.761808770392165,0.7618087703921648,0.7618087703921648,0.0
1,10,1,0.7447900200412122,0.7447900200412122,0.7447900200412122,0.7447900200412122,0.0
1,10,2,0.7288766537512192,0.7288766537512193,0.7288766537512192,0.7288766537512191,0.0
1,10,3,0.7152115363228387,0.7152115363228388,0.7152115363228387,0.7152115363228387,0.0
1,10,4,0.7047259229261409,0.7047259229261411,0.7047259229261408,0.704725922926141,0.0
1,10,5,0.698134390785815,0.698134390785815,0.6981343907858147,0.698134390785815,0.0
1,10,6,0.6958861419242023,0.6958861419242023,0.6958861419242021,0.6958861419242023,0.0
1,10,7,0.698134390785815,0.698134390785815,0.6981343907858147,0.698134390785815,0.0
1,10,8,0.7047259229261409,0.7047259229261411,0.7047259229261408,0.704725922926141,0.0
1,10,9,0.7152115363228387,0.7152115363228388,0.7152115363228387,0.7152115363228387,0.0
1,10,10,0.7288766537512192,0.7288766537512193,0.7288766537512192,0.7288766537512191,0.0
1,10,11,0.7447900200412122,0.7447900200412122,0.7447900200412122,0.7447900200412122,0.0
1,10,12,0.761867165578236,0.7618671655782362,0.7618671655782357,0.7618671655782359,0.0
1,10,13,0.7789443111152599,0.77894431111526,0.7789443111152596,0.77894431111526,0.0
1,10,14,0.7948576774052528,0.7948576774052529,0.7948576774052527,0.7948576774052529,0.0
1,10,15,0.8085227948336331,0.8085227948336332,0.8085227948336331,0.8085227948336331,0.0
1,10,16,0.8190084082303313,0.8190084082303314,0.819008408230331,0.8190084082303312,0.0
1,10,17,0.8255999403706571,0.825599940370657,0.8255999403706569,0.825599940370657,0.0
1,10,18,0.8278481892322697,0.8278481892322697,0.8278481892322694,0.8278481892322698,0.0
1,10,19,0.8255999403706571,0.825599940370657,0.8255999403706569,0.825599940370657,0.0
1,10,20,0.8190084082303313,0.8190084082303314,0.819008408230331,0.8190084082303312,0.0
1,10,21,0.8085227948336331,0.8085227948336332,0.8085227948336331,0.8085227948336331,0.0
1,10,22,0.7948576774052528,0.7948576774052529,0.7948576774052527,0.7948576774052529,0.0
1,10,23,0.7789443111152599,0.77894431111526,0.7789443111152596,0.77894431111526,0.0
1,10,24,0.761867165578236,0.7618671655782362,0.7618671655782357,0.7618671655782359,0.0
1,11,1,0.7633708897035232,0.7633708897035233,0.763370889703523,0.7633708897035232,0.0
1,11,2,0.7467927508880683,0.7467927508880683,0.7467927508880682,0.7467927508880684,0.0
1,11,3,0.7325567803505435,0.7325567803505436,0.7325567803505435,0.7325567803505436,0.0
1,11,4,0.7216331359570277,0.7216331359570277,0.7216331359570275,0.7216331359570275,0.0
1,11,5,0.7147662460207623,0.7147662460207626,0.7147662460207623,0.7147662460207623,0.0
1,11,6,0.7124240777428323,0.7124240777428326,0.7124240777428323,0.7124240777428322,0.0
1,11,7,0.7147662460207623,0.7147662460207626,0.7147662460207623,0.7147662460207623,0.0
1,11,8,0.7216331359570277,0.7216331359570277,0.7216331359570275,0.7216331359570275,0.0
1,11,9,0.7325567803505435,0.7325567803505436,0.7325567803505435,0.7325567803505436,0.0
1,11,10,0.7467927508880683,0.7467927508880683,0.7467927508880682,0.7467927508880684,0.0
1,11,11,0.7633708897035232,0.7633708897035233,0.763370889703523,0.7633708897035232,0.0
1,11,12,0.7811614240333044,0.7811614240333046,0.7811614240333044,0.7811614240333045,0.0
1,11,13,0.7989519583630857,0.7989519583630857,0.7989519583630856,0.7989519583630857,0.0
1,11,14,0.8155300971785405,0.8155300971785403,0.8155300971785404,0.8155300971785403,0.0
1,11,15,0.8297660677160653,0.8297660677160653,0.8297660677160651,0.8297660677160652,0.0
1,11,16,0.8406897121095814,0.8406897121095812,0.8406897121095811,0.8406897121095814,0.0
1,11,17,0.8475566020458464,0.8475566020458464,0.8475566020458462,0.8475566020458463,0.0
1,11,18,0.8498987703237764,0.8498987703237766,0.8498987703237763,0.8498987703237763,0.0
1,11,19,0.8475566020458464,0.8475566020458464,0.8475566020458462,0.8475566020458463,0.0
1,11,20,0.8406897121095814,0.8406897121095812,0.8406897121095811,0.8406897121095814,0.0
1,11,21,0.8297660677160653,0.8297660677160653,0.8297660677160651,0.8297660677160652,0.0
1,11,22,0.8155300971785405,0.8155300971785403,0.8155300971785404,0.8155300971785403,0.0
1,11,23,0.7989519583630857,0.7989519583630857,0.7989519583630856,0.7989519583630857,0.0
1,11,24,0.7811614240333044,0.7811614240333046,0.7811614240333044,0.7811614240333045,0.0
1,12,1,0.7634082005719686,0.7634082005719686,0.7634082005719683,0.7634082005719685,0.0
1,12,2,0.7468287268760322,0.7468287268760321,0.746828726876032,0.7468287268760321,0.0
1,12,3,0.7325916100506508,0.7325916100506508,0.7325916100506508,0.7325916100506508,0.0
1,12,4,0.7216670860795266,0.7216670860795266,0.7216670860795263,0.7216670860795263,0.0
1,12,5,0.7147996432176619,0.7147996432176618,0.7147996432176614,0.7147996432176618,0.0
1,12,6,0.7124572863471067,0.7124572863471067,0.7124572863471065,0.7124572863471065,0.0
1,12,7,0.7147996432176619,0.7147996432176618,0.7147996432176614,0.7147996432176618,0.0
1,12,8,0.7216670860795266,0.7216670860795266,0.7216670860795263,0.7216670860795263,0.0
1,12,9,0.7325916100506508,0.7325916100506508,0.7325916100506508,0.7325916100506508,0.0
1,12,10,0.7468287268760322,0.7468287268760321,0.746828726876032,0.7468287268760321,0.0
1,12,11,0.7634082005719686,0.7634082005719686,0.7634082005719683,0.7634082005719685,0.0
1,12,12,0.7812001674049576,0.7812001674049575,0.7812001674049573,0.7812001674049576,0.0
1,12,13,0.7989921342379467,0.7989921342379469,0.7989921342379467,0.7989921342379466,0.0
1,12,14,0.8155716079338831,0.8155716079338834,0.8155716079338831,0.8155716079338831,0.0
1,12,15,0.8298087247592646,0.8298087247592645,0.8298087247592643,0.8298087247592645,0.0
1,12,16,0.8407332487303888,0.8407332487303887,0.8407332487303886,0.8407332487303885,0.0
1,12,17,0.8476006915922536,0.8476006915922536,0.8476006915922535,0.8476006915922534,0.0
1,12,18,0.8499430484628089,0.8499430484628089,0.8499430484628087,0.8499430484628089,0.0
1,12,19,0.8476006915922536,0.8476006915922536,0.8476006915922535,0.8476006915922534,0.0
1,12,20,0.8407332487303888,0.8407332487303887,0.8407332487303886,0.8407332487303885,0.0
1,12,21,0.8298087247592646,0.8298087247592645,0.8298087247592643,0.8298087247592645,0.0
1,12,22,0.8155716079338831,0.8155716079338834,0.8155716079338831,0.8155716079338831,0.0
1,12,23,0.7989921342379467,0.7989921342379469,0.7989921342379467,0.7989921342379466,0.0
1,12,24,0.7812001674049576,0.7812001674049575,0.7812001674049573,0.7812001674049576,0.0
1,13,1,0.7634348590922497,0.7634348590922497,0.7634348590922495,0.7634348590922497,0.0
1,13,2,0.746854431627616,0.7468544316276161,0.7468544316276159,0.7468544316276158,0.0
1,13,3,0.7326164957824869,0.7326164957824869,0.7326164957824868,0.7326164957824869,0.0
1,13,4,0.7216913433554062,0.7216913433554062,0.7216913433554062,0.7216913433554061,0.0
1,13,5,0.7148235054296115,0.7148235054296116,0.7148235054296113,0.7148235054296115,0.0
1,13,6,0.7124810138101071,0.7124810138101071,0.712481013810107,0.712481013810107,0.0
1,13,7,0.7148235054296115,0.7148235054296116,0.7148235054296113,0.7148235054296115,0.0
1,13,8,0.7216913433554062,0.7216913433554062,0.7216913433554062,0.7216913433554061,0.0
1,13,9,0.7326164957824869,0.7326164957824869,0.7326164957824868,0.7326164957824869,0.0
1,13,10,0.746854431627616,0.7468544316276161,0.7468544316276159,0.7468544316276158,0.0
1,13,11,0.7634348590922497,0.7634348590922497,0.7634348590922495,0.7634348590922497,0.0
1,13,12,0.7812278494451249,0.781227849445125,0.7812278494451247,0.7812278494451249,0.0
1,13,13,0.7990208397980001,0.7990208397980001,0.7990208397980001,0.799020839798,0.0
1,13,14,0.8156012672626338,0.8156012672626339,0.8156012672626338,0.8156012672626338,0.0
1,13,15,0.8298392031077632,0.8298392031077632,0.8298392031077629,0.8298392031077628,0.0
1,13,16,0.8407643555348436,0.8407643555348439,0.8407643555348435,0.8407643555348437,0.0
1,13,17,0.8476321934606383,0.8476321934606385,0.8476321934606382,0.8476321934606381,0.0
1,13,18,0.8499746850801428,0.8499746850801427,0.8499746850801424,0.8499746850801428,0.0
