Month,Day,Period,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,NI
1,2,2,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.0
1,2,3,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.0
1,2,4,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.0
1,2,5,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.0
1,2,6,0.6809506196933732,0.6957538940345335,0.7105571683756938,0.7253604427168541,0.7401637170580143,0.6809506196933732,0.6957538940345335,0.7105571683756938,0.7253604427168541,0.7401637170580143,0.6809506196933732,0.6957538940345335,0.7105571683756938,0.7253604427168541,0.7401637170580143,0.6809506196933732,0.6957538940345335,0.7105571683756938,0.7253604427168541,0.7401637170580143,0.6809506196933732,0.6957538940345335,0.7105571683756938,0.7253604427168541,0.0
1,2,7,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.7443671282362749,0.684817757977373,0.6997051005420984,0.714592443106824,0.7294797856715495,0.0
1,2,8,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.7566909062457238,0.6961556337460659,0.7112894518709804,0.7264232699958949,0.7415570881208092,0.0
1,2,9,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.7762952059810229,0.714191589502541,0.7297174936221615,0.745243397741782,0.7607693018614023,0.0
1,2,10,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.8018440268128488,0.737696504667821,0.753733385204078,0.7697702657403349,0.7858071462765919,0.0
1,2,11,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.8315962588229354,0.7650685581171006,0.7817004832935593,0.7983324084700181,0.8149643336464767,0.0
1,2,12,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.0
1,2,13,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.0
1,2,14,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.0
1,2,15,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.0
1,2,16,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.0
1,2,17,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.0
1,2,18,0.9079341595911643,0.9276718587127114,0.9474095578342585,0.9671472569558054,0.9868849560773525,0.9079341595911643,0.9276718587127114,0.9474095578342585,0.9671472569558054,0.9868849560773525,0.9079341595911643,0.9276718587127114,0.9474095578342585,0.9671472569558054,0.9868849560773525,0.9079341595911643,0.9276718587127114,0.9474095578342585,0.9671472569558054,0.9868849560773525,0.9079341595911643,0.9276718587127114,0.9474095578342585,0.9671472569558054,0.0
1,2,19,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.9826815448990919,0.9040670213071645,0.9237206522051464,0.9433742831031283,0.96302791400111,0.0
1,2,20,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.9703577668896431,0.8927291455384717,0.9121363008762646,0.9315434562140575,0.9509506115518502,0.0
1,2,21,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.950753467154344,0.8746931897819965,0.8937082591250833,0.9127233284681703,0.931738397811257,0.0
1,2,22,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.925204646322518,0.8511882746167165,0.8696923675431669,0.8881964604696173,0.9067005533960676,0.0
1,2,23,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.8954524143124313,0.8238162211674368,0.8417252694536854,0.859634317739934,0.8775433660261827,0.0
1,2,24,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.8635243365676835,0.7944423896422688,0.8117128763736225,0.8289833631049762,0.8462538498363298,0.0
1,3,1,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.0
1,3,2,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.0
1,3,3,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.0
1,3,4,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.0
1,3,5,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.0
1,3,6,0.6811453943176067,0.6959529028897286,0.7107604114618504,0.7255679200339723,0.7403754286060942,0.6811453943176067,0.6959529028897286,0.7107604114618504,0.7255679200339723,0.7403754286060942,0.6811453943176067,0.6959529028897286,0.7107604114618504,0.7255679200339723,0.7403754286060942,0.6811453943176067,0.6959529028897286,0.7107604114618504,0.7255679200339723,0.7403754286060942,0.6811453943176067,0.6959529028897286,0.7107604114618504,0.7255679200339723,0.0
1,3,7,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.7445800421003657,0.6850136387323364,0.6999052395743438,0.714796840416351,0.7296884412583583,0.0
1,3,8,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.7569073451219983,0.6963547575122385,0.7114929044146785,0.7266310513171185,0.7417691982195583,0.0
1,3,9,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.7765172523418988,0.7143958721545469,0.729926217201385,0.745456562248223,0.7609869072950608,0.0
1,3,10,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.8020733809899353,0.7379075105107405,0.7539489781305392,0.7699904457503379,0.7860319133701366,0.0
1,3,11,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.8318341231322434,0.765287393281664,0.7819240757443088,0.7985607582069537,0.8151974406695984,0.0
1,3,12,0.7946696267038744,0.81194505337135,0.8292204800388255,0.846495906706301,0.8637713333737765,0.7946696267038744,0.81194505337135,0.8292204800388255,0.846495906706301,0.8637713333737765,0.7946696267038744,0.81194505337135,0.8292204800388255,0.846495906706301,0.8637713333737765,0.7946696267038744,0.81194505337135,0.8292204800388255,0.846495906706301,0.8637713333737765,0.7946696267038744,0.81194505337135,0.8292204800388255,0.846495906706301,0.0
1,3,13,0.824051860126085,0.8419660309983912,0.8598802018706974,0.8777943727430035,0.8957085436153097,0.824051860126085,0.8419660309983912,0.8598802018706974,0.8777943727430035,0.8957085436153097,0.824051860126085,0.8419660309983912,0.8598802018706974,0.8777943727430035,0.8957085436153097,0.824051860126085,0.8419660309983912,0.8598802018706974,0.8777943727430035,0.8957085436153097,0.824051860126085,0.8419660309983912,0.8598802018706974,0.8777943727430035,0.0
1,3,14,0.8514317428970083,0.8699411286121607,0.888450514327313,0.9069599000424653,0.9254692857576177,0.8514317428970083,0.8699411286121607,0.888450514327313,0.9069599000424653,0.9254692857576177,0.8514317428970083,0.8699411286121607,0.888450514327313,0.9069599000424653,0.9254692857576177,0.8514317428970083,0.8699411286121607,0.888450514327313,0.9069599000424653,0.9254692857576177,0.8514317428970083,0.8699411286121607,0.888450514327313,0.9069599000424653,0.0
