GenId,PlantCode,PlantName,HopeType,EIA Technology,State,County,LoadZone,Zone,Pmax (MW),AssignedBus,SplitIndex,SplitShare,PlantLatitude,PlantLongitude,AssignedBusLatitude,AssignedBusLongitude,MappingMethod,DataSource
G18,55661,Newington Energy Center,NGCC,Natural Gas Fired Combined Cycle,NH,Rockingham,NH,NNE,560.5,21,1,1.0,43.1047,-70.8061,43.162974,-71.246665,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G19,55107,Rhode Island State Energy Center,NGCC,Natural Gas Fired Combined Cycle,RI,Providence,RI,SENE,554.0,217,1,1.0,41.8017,-71.5186,41.81264,-71.429022,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G20,55042,Bridgeport Energy Project,NGCC,Natural Gas Fired Combined Cycle,CT,Fairfield,CT,ROP,538.0,103,1,1.0,41.1692,-73.1844,41.251901,-72.950888,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G21,55211,ANP Bellingham Energy Project,NGCC,Natural Gas Fired Combined Cycle,MA,Norfolk,NEMA/Boston,SENE,532.83,203,1,1.0,42.110577,-71.453468,42.201355,-71.228799,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G22,55294,Westbrook Energy Center Power Plant,NGCC,Natural Gas Fired Combined Cycle,ME,Cumberland,ME,Maine,526.77,210,1,1.0,43.6575,-70.375,43.832446,-70.099412,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G23,55126,Milford Power Project,NGCC,Natural Gas Fired Combined Cycle,CT,New Haven,CT,ROP,510.15,103,1,1.0,41.224355,-73.099728,41.251901,-72.950888,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G24,568,Bridgeport Station,NGCC,Natural Gas Fired Combined Cycle,CT,Fairfield,CT,ROP,496.62,118,1,1.0,41.1706,-73.1844,41.306378,-72.993453,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G25,55068,Maine Independence Station,NGCC,Natural Gas Fired Combined Cycle,ME,Penobscot,ME,Maine,491.6,182,1,1.0,44.8242,-68.7094,44.75404,-68.815345,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G26,55212,ANP Blackstone Energy Project,NGCC,Natural Gas Fired Combined Cycle,MA,Worcester,NEMA/Boston,SENE,487.8,220,1,1.0,42.059876,-71.515811,42.222109,-71.291674,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G27,3236,Manchester Street,NGCC,Natural Gas Fired Combined Cycle,RI,Providence,RI,SENE,471.0,218,1,1.0,41.8167,-71.4042,41.808459,-71.384699,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G28,2364,Merrimack,Coal,Conventional Steam Coal,NH,Merrimack,NH,NNE,438.5,25,1,1.0,43.1411,-71.4692,43.201215,-71.536518,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G29,6081,Stony Brook,Oil,Petroleum Liquids,MA,Hampden,WCMA,ROP,435.1,200,1,1.0,42.1978,-72.5106,42.190512,-72.421681,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G30,562,Middletown,Oil,Petroleum Liquids,CT,Middlesex,CT,ROP,417.2,19,1,1.0,41.554944,-72.579075,41.513833,-72.512384,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G31,546,Montville Station,Oil,Petroleum Liquids,CT,New London,CT,ROP,410.0,136,1,1.0,41.4281,-72.1019,41.391807,-72.153987,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G32,8002,Newington,NGCT,Natural Gas Steam Turbine,NH,Rockingham,NH,NNE,400.2,151,1,1.0,43.1,-70.790833,42.952477,-71.343013,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G33,562,Middletown,NGCT,Natural Gas Steam Turbine,CT,Middlesex,CT,ROP,353.0,19,1,1.0,41.554944,-72.579075,41.513833,-72.512384,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G34,55079,Millennium Power,NGCC,Natural Gas Fired Combined Cycle,MA,Worcester,WCMA,ROP,330.1,24,1,1.0,42.112291,-72.015113,42.152389,-72.192683,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G35,55517,Wallingford Energy,NGCT,Natural Gas Fired Combustion Turbine,CT,New Haven,CT,ROP,327.59,152,1,1.0,41.448694,-72.835364,41.473418,-72.874704,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G36,55048,Tiverton Power Plant,NGCC,Natural Gas Fired Combined Cycle,RI,Newport,RI,SENE,273.0,38,1,1.0,41.6422,-71.1706,41.697505,-71.346296,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G37,10307,Bellingham Cogeneration Facility,NGCC,Natural Gas Fired Combined Cycle,MA,Norfolk,NEMA/Boston,SENE,264.0,120,1,1.0,42.0925,-71.4833,42.356316,-71.311705,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G38,55100,Rumford Power LLC,NGCC,Natural Gas Fired Combined Cycle,ME,Oxford,ME,Maine,253.8,8,1,1.0,44.5303,-70.5219,44.419492,-70.29143,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G39,10726,Masspower,NGCC,Natural Gas Fired Combined Cycle,MA,Hampden,WCMA,ROP,245.0,200,1,1.0,42.1575,-72.5225,42.190512,-72.421681,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G40,55041,Berkshire Power,NGCC,Natural Gas Fired Combined Cycle,MA,Hampden,WCMA,ROP,229.3,200,1,1.0,42.0476,-72.6478,42.190512,-72.421681,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G41,51030,Ocean State Power,NGCC,Natural Gas Fired Combined Cycle,RI,Providence,RI,SENE,218.6,163,1,1.0,42.009722,-71.668909,41.917599,-71.547027,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G42,54324,Ocean State Power II,NGCC,Natural Gas Fired Combined Cycle,RI,Providence,RI,SENE,218.6,163,1,1.0,42.0099,-71.6701,41.917599,-71.547027,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G43,1595,Kendall Square Station,NGCC,Natural Gas Fired Combined Cycle,MA,Middlesex,NEMA/Boston,SENE,206.0,165,1,1.0,42.3633,-71.0792,42.446952,-71.129516,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G44,54805,Milford Power LP,NGCC,Natural Gas Fired Combined Cycle,MA,Worcester,NEMA/Boston,SENE,204.8,120,1,1.0,42.129361,-71.511496,42.356316,-71.311705,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G45,57070,GenConn Devon LLC,Oil,Petroleum Liquids,CT,New Haven,CT,ROP,196.0,147,1,1.0,41.2108,-73.1075,41.345805,-73.06185,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G46,2351,S C Moore,Hydro,Conventional Hydroelectric,NH,Grafton,NH,NNE,188.8,238,1,1.0,44.3356,-71.8742,44.271023,-71.340369,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G47,59882,Exelon West Medway II LLC,NGCT,Natural Gas Fired Combustion Turbine,MA,Norfolk,NEMA/Boston,SENE,187.9,203,1,1.0,42.137218,-71.4447,42.201355,-71.228799,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G48,57068,GenConn Middletown LLC,Oil,Petroleum Liquids,CT,Middlesex,CT,ROP,187.6,19,1,1.0,41.554444,-72.576666,41.513833,-72.512384,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G49,57531,Bingham Wind,WindOn,Onshore Wind Turbine,ME,Piscataquis,ME,Maine,186.0,141,1,1.0,45.103333,-69.761944,44.987546,-69.91202,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G50,50243,Bucksport Generation LLC,NGCT,Natural Gas Fired Combustion Turbine,ME,Hancock,ME,Maine,178.0,190,1,1.0,44.5738,-68.8046,44.63347,-68.693868,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G51,2349,Comerford,Hydro,Conventional Hydroelectric,NH,Grafton,NH,NNE,165.9,132,1,1.0,44.325053,-72.000975,44.113592,-71.476754,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G52,55026,Dighton Power Plant,NGCC,Natural Gas Fired Combined Cycle,MA,Bristol,SEMA,SENE,165.6,81,1,1.0,41.8312,-71.1239,41.806984,-71.113889,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G53,50002,Pittsfield Generating LP,NGCC,Natural Gas Fired Combined Cycle,MA,Berkshire,WCMA,ROP,157.7,98,1,1.0,42.4564,-73.2181,42.454238,-72.608919,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G54,57002,Oakfield Wind Project,WindOn,Onshore Wind Turbine,ME,Aroostook,ME,Maine,148.0,189,1,1.0,46.058056,-68.147222,45.494598,-68.581815,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G55,544,Devon Station,Oil,Petroleum Liquids,CT,New Haven,CT,ROP,132.4,107,1,1.0,41.209797,-73.108976,41.289084,-73.031497,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G56,56829,Kibby Wind Facility,WindOn,Onshore Wind Turbine,ME,Franklin,ME,Maine,132.0,45,1,1.0,45.3853,-70.5258,45.420575,-69.842759,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G57,55031,Androscoggin Energy Center,NGCT,Natural Gas Fired Combustion Turbine,ME,Franklin,ME,Maine,130.2,186,1,1.0,44.506315,-70.242312,44.523041,-70.068605,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G58,1592,Exelon Medway LLC,Oil,Petroleum Liquids,MA,Norfolk,NEMA/Boston,SENE,123.1,28,1,1.0,42.140028,-71.446441,42.199868,-71.174519,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G59,66955,Three Corners Solar,SolarPV,Solar Photovoltaic,ME,Waldo,ME,Maine,110.0,174,1,1.0,44.612621,-69.451817,44.654994,-69.498223,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G60,1660,Potter Station 2,NGCT,Natural Gas Fired Combustion Turbine,MA,Norfolk,NEMA/Boston,SENE,105.2,246,1,1.0,42.235,-70.9672,42.224823,-70.945728,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G61,1682,Cleary Flood Hybrid,NGCC,Natural Gas Fired Combined Cycle,MA,Bristol,SEMA,SENE,103.0,82,1,1.0,41.8653,-71.1061,41.861212,-71.080569,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G62,50406,Somerset Plant,Bio,Wood/Wood Waste Biomass,ME,Somerset,ME,Maine,99.8,174,1,1.0,44.703467,-69.647441,44.654994,-69.498223,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G63,58004,Granite Reliable Power,WindOn,Onshore Wind Turbine,NH,Coos,NH,NNE,99.0,76,1,1.0,44.704444,-71.2925,44.375793,-71.133384,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G64,56629,Waterbury Generation,NGCT,Natural Gas Fired Combustion Turbine,CT,New Haven,CT,ROP,96.0,119,1,1.0,41.5444,-73.0417,41.556756,-73.018322,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G65,542,Cos Cob,Oil,Petroleum Liquids,CT,Fairfield,CT,ROP,95.6,147,1,1.0,41.0289,-73.5989,41.345805,-73.06185,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G66,2367,Schiller,Coal,Conventional Steam Coal,NH,Rockingham,NH,NNE,95.4,128,1,1.0,43.0978,-70.7842,42.99917,-71.128549,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G67,1511,Wyman Hydro,Hydro,Conventional Hydroelectric,ME,Somerset,ME,Maine,88.5,212,1,1.0,45.0703,-69.9064,45.017596,-69.896465,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G68,1492,Harris Hydro,Hydro,Conventional Hydroelectric,ME,Somerset,ME,Maine,86.0,45,1,1.0,45.4592,-69.8658,45.420575,-69.842759,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G69,10495,Rumford Cogeneration,Bio,Wood/Wood Waste Biomass,ME,Oxford,ME,Maine,85.0,8,1,1.0,44.5513,-70.5414,44.419492,-70.29143,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G70,546,Montville Station,NGCT,Natural Gas Steam Turbine,CT,New London,CT,ROP,81.0,136,1,1.0,41.4281,-72.1019,41.391807,-72.153987,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G71,50290,SEMASS Resource Recovery,MSW,Municipal Solid Waste,MA,Plymouth,SEMA,SENE,80.0,167,1,1.0,41.8022,-70.7875,41.81633,-70.746644,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G72,64337,Farmington Solar,SolarPV,Solar Photovoltaic,ME,Franklin,ME,Maine,77.0,209,1,1.0,44.654659,-70.100835,44.621823,-70.166506,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G73,6635,A L Pierce,NGCT,Natural Gas Fired Combustion Turbine,CT,New Haven,CT,ROP,74.1,152,1,1.0,41.44823,-72.834884,41.473418,-72.874704,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G74,63132,Weaver Wind,WindOn,Onshore Wind Turbine,ME,Hancock,ME,Maine,72.6,191,1,1.0,44.722519,-68.163611,44.733143,-68.348392,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G75,54134,Great Lakes Hydro America - ME,Hydro,Conventional Hydroelectric,ME,Penobscot,ME,Maine,72.5,189,1,1.0,45.647179,-68.704368,45.494598,-68.581815,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G76,56189,"Waterside Power, LLC",Oil,Petroleum Liquids,CT,Fairfield,CT,ROP,69.9,147,1,1.0,41.0372,-73.5564,41.345805,-73.06185,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
G77,58054,Burgess BioPower,Bio,Wood/Wood Waste Biomass,NH,Coos,NH,NNE,67.5,76,1,1.0,44.471944,-71.175278,44.375793,-71.133384,"Scored HOPE bus selection in same load zone using plant coordinates, grid strength, corridor proximity, occupancy penalty, and incident transmission headroom; oversized plants may be split across nearby strong buses",EIA-860 2024 Operable generators + Plant sheet
