Bus_id,Zone_id,LoadZone,State,Source,MappingMethod,Latitude,Longitude
11,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.34752693246193,-68.5995212989898
12,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.90420951578807,-68.33818882915084
13,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.559214261754086,-68.48133515905175
14,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.29448636478394,-68.61516901383345
15,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.5708962474788,-68.61157042474727
16,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.88409084512659,-69.21262605317497
17,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.90682190513776,-69.76514122903818
18,NNE,VT,VT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.58814556852242,-72.4818325884357
19,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.49309898801991,-72.4779926623093
20,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.36474801353531,-72.65748611452159
21,NNE,NH,NH,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.14921817180836,-71.14266963225049
22,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.87359569506704,-72.70259243567334
23,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.75068085716733,-72.63979465535841
24,ROP,WCMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",42.14747081032802,-72.14053730388716
25,NNE,NH,NH,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.1883076602439,-71.52175150609183
26,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.863374858910184,-70.62232820751733
27,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.89031006229781,-71.47784549620388
28,SENE,NEMA/Boston,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",42.18836825310348,-71.22457350888098
29,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.75225213013117,-71.35535408724027
30,NNE,VT,VT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.1298979274049,-72.85234803745576
31,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.51266402693286,-69.63021158143513
32,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.93963808303154,-68.81622882518259
33,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.319153191813335,-72.82983324361632
34,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.347622827008486,-72.54487754306494
35,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.85907609560622,-72.80239238804748
36,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.417184198237194,-72.77493679645355
37,NNE,NH,NH,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",42.92984463704671,-71.54751184702674
38,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.6860406298169,-71.30987426794277
39,NNE,VT,VT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.671667059029375,-72.8030458011994
40,NNE,VT,VT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.90128468021073,-72.99838727343358
41,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.32064305349749,-68.59443245482107
42,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.75392706554314,-70.55697196728408
43,NNE,VT,VT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.417432135246735,-72.84485506420849
44,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.524709861215946,-70.18143576649027
45,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.419339345654386,-69.92805457184146
46,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.428477854185694,-70.2185567778726
47,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.03856528936608,-70.45692249704892
48,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.246919613712,-69.17548053190937
49,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.55275350027757,-70.15913278044644
50,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.892910362033035,-69.8824287082931
51,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.43225438249166,-69.01263973884744
52,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.48906997002281,-69.52633703814652
53,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.891255321817226,-69.7223381803167
54,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.54143689072972,-69.71592700090419
55,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.27569685905635,-69.95594436290183
56,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.1563896780435,-68.26141392323053
57,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.21373421677811,-70.32887779701386
58,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.87970391404946,-68.68529391475418
59,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.64356636965751,-68.4403547330119
60,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.36051747027993,-69.96104093616063
61,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.108418908579885,-69.24495708031432
62,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.32429395569295,-69.76690001270791
63,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.928733970953864,-70.26333665894218
64,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.08735562495483,-68.96889960781817
65,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.13318395617949,-70.36467733105594
66,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.05980214163114,-68.85552738090843
67,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.506342721117065,-69.58356189542982
68,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.857374814588354,-69.95070897286033
69,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.07946288308654,-68.28629839082018
70,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.24593333505188,-69.78401808208018
71,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.84913124558808,-68.98851722547423
72,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.337019905294504,-68.56871442017284
73,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",45.39593726214996,-68.80957905645047
74,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.23302262295704,-69.11369676537936
75,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.044665876087045,-69.48361535217336
76,NNE,NH,NH,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",44.419250294843195,-71.15817103821308
77,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.84521985816146,-71.41145637251869
78,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.69766046795987,-70.77884149419506
79,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.7159926016655,-70.99734105307508
80,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.69850794667725,-71.1149722125278
81,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.811743923797216,-71.11585687182932
82,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.86340317120054,-71.08762602625299
83,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.90844750076685,-70.96450390866063
84,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.887645948822595,-70.7287701885147
85,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.77199255522423,-71.46214729696445
86,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.55125240430688,-71.46680615658447
87,SENE,SEMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.793152114344714,-71.20387313422718
88,SENE,NEMA/Boston,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",42.2022010579456,-71.00333510986565
89,SENE,RI,RI,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.888609207945485,-71.52323845957982
90,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.67289520244352,-72.38592512619738
91,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.80933433726447,-72.78375019605268
92,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.34879230115639,-72.14367606263272
93,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.829180425816524,-72.58326872029662
94,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.311909572049274,-72.74423210505938
95,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.515006194679785,-72.38340887074557
96,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.700653492206285,-72.45409751903844
97,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.803042906183606,-72.17728118090811
98,ROP,WCMA,MA,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",42.45327335259599,-72.71817678920549
99,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.493701983057576,-72.36489557626004
100,Maine,ME,ME,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",43.89402258176439,-69.97482160005393
101,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.74643919094789,-72.81501971880307
102,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.335340192828504,-72.64260887473594
103,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.23599263040719,-73.00565786118756
104,ROP,CT,CT,Synthetic electrical partition of TAMU Summer90Tight with ISO-NE load-zone/state subpartition,"Capacity-zone graph partition, then within-zone force-layout embedding around real New England load-zone anchors, blended with optional OSM transmission substations/corridor priors; not official bus geography",41.35972891467217,-72.25258611498953
