Pmax (MW),Pmin (MW),Zone,Type,Flag_RET,Flag_thermal,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,Flag_RPS
1.9595617529880476,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
0.7027707808564225,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
3.9850208044382773,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
4.967189728958627,0.0,DPL_MD,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
0.8151178918169203,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
9.580079681274901,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
1.5617128463476055,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
0.8151178918169203,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
1.5617128463476055,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
0.8151178918169203,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
0.8151178918169203,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
1.5617128463476055,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
4.354581673306773,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
1.8113730929264897,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
1.8113730929264897,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
1.5617128463476055,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
2.2352353780313825,0.0,DPL_MD,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
1.9595617529880476,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
3.9850208044382773,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
10.927817403708982,0.0,DPL_MD,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
1.5617128463476055,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
1.8113730929264897,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.18,1.0,0.0,1
9.580079681274901,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
1.5617128463476055,0.0,BGE,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
1.8113730929264897,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.08,1.0,0.0,1
1.9595617529880476,0.0,APS_MD,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
1.8113730929264897,0.0,PEPCO,SolarPV,0,0,1,0,5.0,0.0,0.3,1.0,0.0,1
2000.0,0.0,DPL_MD,WindOff,0,0,1,0,5.0,0.0,0.28,1.0,0.0,1
