Line,From_bus,To_bus,From_zone,To_zone,Hour,Flow_MW,Limit_MW,Loading_pct,ShadowPrice,BindingSide,CongestionRent
1,1,2,Z1,Z1,24,-5.612171231131344,175.0,3.2069549892179112,0.0,None,-0.5772002460106929
1,1,2,Z1,Z1,25,-42.5251060851474,175.0,24.300060620084228,0.0,None,-4.377371512167487
1,1,2,Z1,Z1,26,-62.173274961947016,175.0,35.52758569254115,0.0,None,-6.399878746725521
1,1,2,Z1,Z1,27,-61.49897777445355,175.0,35.14227301397346,0.0,None,-6.330469177391149
1,1,2,Z1,Z1,28,-65.79298782967884,175.0,37.59599304553076,0.0,None,-6.772478122673213
1,1,2,Z1,Z1,29,-64.00400634202227,175.0,36.57371790972701,0.0,None,-6.886449259781763
1,1,2,Z1,Z1,30,-47.924073713027795,175.0,27.385184978873024,0.0,None,-5.1805791926388425
1,1,2,Z1,Z1,31,-9.907656180360853,175.0,5.661517817349059,0.0,None,-12.722039435783193
1,1,2,Z1,Z1,32,-7.995524854833789,175.0,4.568871345619308,0.0,None,-10.266745298914389
1,1,2,Z1,Z1,33,-9.318076815310304,175.0,5.324615323034459,0.0,None,-12.140205898850803
1,1,2,Z1,Z1,34,4.612260678149596,175.0,2.6355775303711977,0.0,None,5.83570928915898
1,1,2,Z1,Z1,35,-2.3023875290631626,175.0,1.3156500166075213,0.0,None,-2.9698304104664133
1,1,2,Z1,Z1,36,4.953390544792072,175.0,2.8305088827383265,0.0,None,6.15017810791312
1,1,2,Z1,Z1,37,6.052757211791345,175.0,3.4587184067379115,0.0,None,7.455209718048294
1,1,2,Z1,Z1,38,6.272188477483997,175.0,3.5841077014194274,0.0,None,7.725484247026359
1,1,2,Z1,Z1,39,1.1155397170905115,175.0,0.6374512669088638,0.0,None,1.4239492532687645
1,1,2,Z1,Z1,40,-4.281329041180561,175.0,2.4464737378174632,0.0,None,-5.464973768112187
1,1,2,Z1,Z1,41,0.5752487650898672,175.0,0.3287135800513527,0.0,None,0.38113311747803497
1,1,2,Z1,Z1,42,7.110817816063753,175.0,4.063324466322145,0.0,None,1.0154867817147006
1,1,2,Z1,Z1,43,7.1327239624546,175.0,4.075842264259771,0.0,None,1.0186151704140538
1,1,2,Z1,Z1,44,6.165430268345348,175.0,3.5231030104830565,0.0,None,0.8804771972844885
1,1,2,Z1,Z1,45,4.286343341643752,175.0,2.449339052367858,0.0,None,0.6121272008259006
1,1,2,Z1,Z1,46,-3.362216892779326,175.0,1.9212667958739007,0.0,None,-0.3699251103904126
1,1,2,Z1,Z1,47,-18.204782234959115,175.0,10.402732705690923,0.0,None,-1.8721519488180411
1,1,2,Z1,Z1,48,-35.386168207730755,175.0,20.22066754727472,0.0,None,-3.6390593919924976
1,1,2,Z1,Z1,49,-50.77780175770735,175.0,29.015886718689913,0.0,None,-5.221911434613844
1,1,2,Z1,Z1,50,-47.36545782170984,175.0,27.06597589811991,0.0,None,-4.87099120566689
1,1,2,Z1,Z1,51,-57.829297675308595,175.0,33.0453129573192,0.0,None,-5.947076484864678
1,1,2,Z1,Z1,52,-64.5214284845999,175.0,36.86938770548565,0.0,None,-6.635284977262946
1,1,2,Z1,Z1,53,-64.0225834657795,175.0,36.584333409016864,0.0,None,-6.88844804747426
1,1,2,Z1,Z1,54,-47.916483720368326,175.0,27.38084784021047,0.0,None,-5.179758716519066
1,1,2,Z1,Z1,55,-9.920792259225177,175.0,5.669024148128672,0.0,None,-12.738445780418273
1,1,2,Z1,Z1,56,-8.01395963736087,175.0,4.579405507063354,0.0,None,-10.290044147638959
1,1,2,Z1,Z1,57,-9.29312354159527,175.0,5.310356309483011,0.0,None,-12.107256789673567
1,1,2,Z1,Z1,58,4.565164287556505,175.0,2.6086653071751456,0.0,None,5.775904895412269
1,1,2,Z1,Z1,59,-1.495423323474741,175.0,0.8545276134141376,0.0,None,-1.9288652532848558
1,1,2,Z1,Z1,60,5.001468664127156,175.0,2.8579820937869465,0.0,None,6.209636539572419
1,1,2,Z1,Z1,61,6.046340124423693,175.0,3.455051499670682,0.0,None,7.447020635589254
1,1,2,Z1,Z1,62,6.266488176656317,175.0,3.580850386660752,0.0,None,7.71816765248276
1,1,2,Z1,Z1,63,6.323151472621135,175.0,3.6132294129263633,0.0,None,8.071002482823916
1,1,2,Z1,Z1,64,-10.412348940570768,175.0,5.949913680326153,0.0,None,-13.290539458884625
1,1,2,Z1,Z1,65,2.532162241472953,175.0,1.446949852270259,0.0,None,1.680237689580416
1,1,2,Z1,Z1,66,7.308131762470891,175.0,4.176075292840509,0.0,None,0.822370725930565
1,1,2,Z1,Z1,67,7.161788550951526,175.0,4.092450600543729,0.0,None,0.8059029914939461
1,1,2,Z1,Z1,68,-4.863126082520282,175.0,2.7789291900115893,0.0,None,-0.547238700225884
1,1,2,Z1,Z1,69,-2.6457828123198315,175.0,1.5118758927541895,0.0,None,-0.2977251098831345
1,1,2,Z1,Z1,70,-7.247837711499366,175.0,4.141621549428209,0.0,None,-0.8155859464440518
1,1,2,Z1,Z1,71,-16.858702349812454,175.0,9.633544199892832,0.0,None,-1.733723153146828
1,1,2,Z1,Z1,72,-28.766879797583726,175.0,16.4382170271907,0.0,None,-2.95834190046172
1,1,2,Z1,Z1,73,-15.823847497825483,175.0,9.04219857018599,0.0,None,-1.6273002636617364
1,1,2,Z1,Z1,74,-29.940797690615685,175.0,17.109027251780393,0.0,None,-3.0790658202992094
1,1,2,Z1,Z1,75,-52.777255001863736,175.0,30.15843142963642,0.0,None,-5.427532146759622
1,1,2,Z1,Z1,76,-58.89990228369272,175.0,33.657087019252984,0.0,None,-6.057175824594396
1,1,2,Z1,Z1,77,-62.745902052302675,175.0,35.85480117274438,0.0,None,-6.452692555804147
1,1,2,Z1,Z1,78,-20.50054187185687,175.0,11.714595355346784,0.0,None,-2.1082443569974534
1,1,2,Z1,Z1,79,1.3268736301016446,175.0,0.7582135029152255,0.0,None,3.040193174653123
1,1,2,Z1,Z1,80,0.14629181720545503,175.0,0.08359532411740288,0.0,None,0.3351904613113431
1,1,2,Z1,Z1,81,-8.937479663972757,175.0,5.107131236555861,0.0,None,-20.66386343726777
1,1,2,Z1,Z1,82,4.458598272289953,175.0,2.5477704413085442,0.0,None,10.15378940730413
1,1,2,Z1,Z1,83,5.531847254813924,175.0,3.1610555741793847,0.0,None,12.402442838017063
1,1,2,Z1,Z1,84,5.785217964666446,175.0,3.3058388369522547,0.0,None,12.97050186080357
1,1,2,Z1,Z1,85,6.980352366979989,175.0,3.9887727811314226,0.0,None,15.650002111925335
1,1,2,Z1,Z1,86,6.667006387509513,175.0,3.8097179357197217,0.0,None,14.834467429513309
1,1,2,Z1,Z1,87,6.530801488577184,175.0,3.7318865649012483,0.0,None,14.31018613335497
1,1,2,Z1,Z1,88,4.837774320307851,175.0,2.7644424687473435,0.0,None,11.084528424900114
1,1,2,Z1,Z1,89,-17.28426129621725,175.0,9.876720740695571,0.0,None,-2.2348881101157483
1,1,2,Z1,Z1,90,3.6818814252077017,175.0,2.1039322429758296,0.0,None,0.4143153953500412
1,1,2,Z1,Z1,91,10.424137250195676,175.0,5.956649857254672,0.0,None,1.173009135065852
1,1,2,Z1,Z1,92,-3.0376844727700103,175.0,1.7358196987257202,0.0,None,-0.3418250883007159
1,1,2,Z1,Z1,93,8.118058025168947,175.0,4.638890300096541,0.0,None,0.9135102497176996
1,1,2,Z1,Z1,94,5.632940963020426,175.0,3.2188234074402433,0.0,None,0.6338645633992939
1,1,2,Z1,Z1,95,-7.222152310214401,175.0,4.126944177265372,0.0,None,-0.8126956151272294
1,1,2,Z1,Z1,96,-17.57133396129297,175.0,10.040762263595983,0.0,None,-1.8070090976312712
1,1,2,Z1,Z1,97,-15.842596329454746,175.0,9.052912188259855,0.0,None,-1.6292283648176695
1,1,2,Z1,Z1,98,-43.98853242611496,175.0,25.136304243494262,0.0,None,-4.52371336521959
1,1,2,Z1,Z1,99,-41.26225958968958,175.0,23.578434051251186,0.0,None,-4.243347638354584
1,1,2,Z1,Z1,100,-53.839801414252626,175.0,30.765600808144356,0.0,None,-5.536802793943928
1,1,2,Z1,Z1,101,-55.454915372602954,175.0,31.68852307005883,0.0,None,-5.702898642038283
1,1,2,Z1,Z1,102,-20.416544239070316,175.0,11.66659670804018,0.0,None,-2.099606168971337
1,1,2,Z1,Z1,103,-0.7672308423134808,175.0,0.4384176241791319,0.0,None,-1.75791418057357
1,1,2,Z1,Z1,104,2.9969091295821,175.0,1.7125195026183428,0.0,None,6.866654422933384
1,1,2,Z1,Z1,105,-8.92383245875653,175.0,5.09933283357516,0.0,None,-20.63231047205933
1,1,2,Z1,Z1,106,4.4514403265983855,175.0,2.543680186627649,0.0,None,10.137488258668963
1,1,2,Z1,Z1,107,5.50159997453869,175.0,3.1437714140221087,0.0,None,12.334628209857815
1,1,2,Z1,Z1,108,5.791958793722079,175.0,3.30969073926976,0.0,None,12.985614849863545
1,1,2,Z1,Z1,109,6.973621379227339,175.0,3.9849265024156217,0.0,None,15.63491118714018
1,1,2,Z1,Z1,110,6.660179410804723,175.0,3.805816806174127,0.0,None,14.819277019052778
1,1,2,Z1,Z1,111,6.525603295627432,175.0,3.728916168929961,0.0,None,14.298795937404618
1,1,2,Z1,Z1,112,4.5850713937531005,175.0,2.620040796430343,0.0,None,10.505523992904756
1,1,2,Z1,Z1,113,-17.64921341936906,175.0,10.085264811068035,0.0,None,-2.282077119053723
1,1,2,Z1,Z1,114,-1.5995728605256545,175.0,0.9140416345860883,0.0,None,-0.1799970139077733
1,1,2,Z1,Z1,115,-0.5510283730546295,175.0,0.31487335603121686,0.0,None,-0.062006216894488944
1,1,2,Z1,Z1,116,9.609119465509492,175.0,5.490925408862567,0.0,None,1.0812966716041799
1,1,2,Z1,Z1,117,-3.8690548072526,175.0,2.2108884612872,0.0,None,-0.4353776743387139
1,1,2,Z1,Z1,118,-0.5324575338519555,175.0,0.30426144791540316,0.0,None,-0.05991647426085595
1,1,2,Z1,Z1,119,-7.7840540473551485,175.0,4.448030884202942,0.0,None,-0.8759253918325481
1,1,2,Z1,Z1,120,-16.226086110072604,175.0,9.272049205755774,0.0,None,-1.668665867055778
1,1,2,Z1,Z1,121,-15.81350601381377,175.0,9.036289150750726,0.0,None,-1.6262367612700945
1,1,2,Z1,Z1,122,-31.241595718688455,175.0,17.852340410679115,0.0,None,-3.2128378990771966
1,1,2,Z1,Z1,123,-51.745182676782264,175.0,29.56867581530415,0.0,None,-5.321395408083789
1,1,2,Z1,Z1,124,-55.1236930827917,175.0,31.49925319016669,0.0,None,-5.668836248577506
1,1,2,Z1,Z1,125,-59.20916330203405,175.0,33.83380760116231,0.0,None,-6.088979754501852
1,1,2,Z1,Z1,126,-19.204719910397113,175.0,10.974125663084065,0.0,None,-1.9749840092955582
1,1,2,Z1,Z1,127,-0.07643155896280973,175.0,0.04367517655017699,0.0,None,-0.175123462110729
1,1,2,Z1,Z1,128,3.040990454910265,175.0,1.7377088313772941,0.0,None,6.9676555592526395
1,1,2,Z1,Z1,129,-8.909205955338367,175.0,5.090974831621924,0.0,None,-20.5984933244336
1,1,2,Z1,Z1,130,4.444006969865596,175.0,2.539432554208912,0.0,None,10.12055990266002
1,1,2,Z1,Z1,131,5.094105637333572,175.0,2.9109175070477553,0.0,None,11.42102286408394
1,1,2,Z1,Z1,132,6.201624215669575,175.0,3.5437852660969,0.0,None,13.904087783835854
1,1,2,Z1,Z1,133,6.939608743363774,175.0,3.9654907104935853,0.0,None,15.558654603645108
1,1,2,Z1,Z1,134,6.6530798505355335,175.0,3.8017599145917336,0.0,None,14.803480094697777
1,1,2,Z1,Z1,135,6.520895511567334,175.0,3.726226006609905,0.0,None,14.288480317446755
1,1,2,Z1,Z1,136,4.315660444406486,175.0,2.466091682517992,0.0,None,9.888237379621339
1,1,2,Z1,Z1,137,-18.019756348739836,175.0,10.297003627851335,0.0,None,-2.32998902995034
1,1,2,Z1,Z1,138,10.635686236860243,175.0,6.077534992491567,0.0,None,1.1968143563436902
1,1,2,Z1,Z1,139,-2.143046014657756,175.0,1.2245977226615747,0.0,None,-0.2411530558092784
1,1,2,Z1,Z1,140,2.7046513812628117,175.0,1.5455150750073208,0.0,None,0.3043494824792526
1,1,2,Z1,Z1,141,-3.6272353708093537,175.0,2.0727059261767735,0.0,None,-0.4081661746072537
1,1,2,Z1,Z1,142,-5.693354019108844,175.0,3.253345153776482,0.0,None,-0.6406627343143622
1,1,2,Z1,Z1,143,-7.74274758947582,175.0,4.424427193986182,0.0,None,-0.8712772515340542
1,1,2,Z1,Z1,144,-16.63210336181529,175.0,9.50405906389445,0.0,None,-1.710420059953852
1,1,2,Z1,Z1,145,-33.69789677505523,175.0,19.255941014317273,0.0,None,-3.465440141181151
1,1,2,Z1,Z1,146,-32.26833320480574,175.0,18.43904754560328,0.0,None,-3.3184260110771095
1,1,2,Z1,Z1,147,-41.33127855097137,175.0,23.61787345769792,0.0,None,-4.250445442722767
1,1,2,Z1,Z1,148,-50.95884218904239,175.0,29.11933839373851,0.0,None,-5.240529355551195
1,1,2,Z1,Z1,149,-54.71083281742209,175.0,31.26333303852691,0.0,None,-5.626378330629058
1,1,2,Z1,Z1,150,-19.223575886126913,175.0,10.984900506358235,0.0,None,-1.9769231289869555
1,1,2,Z1,Z1,151,1.448149440730564,175.0,0.8275139661317508,0.0,None,3.3180658245876318
1,1,2,Z1,Z1,152,0.3697202963581674,175.0,0.21126874077609564,0.0,None,0.8471199487420104
1,1,2,Z1,Z1,153,-8.893623594878731,175.0,5.082070625644989,0.0,None,-20.562466191430403
1,1,2,Z1,Z1,154,4.436300399589177,175.0,2.535028799765244,0.0,None,10.103009343748802
1,1,2,Z1,Z1,155,5.369456193328338,175.0,3.0682606819019074,0.0,None,12.038360865990969
1,1,2,Z1,Z1,156,5.77260608569617,175.0,3.2986320489692402,0.0,None,12.94222593401025
1,1,2,Z1,Z1,157,6.9607244985772,175.0,3.9775568563298287,0.0,None,15.60599628445317
1,1,2,Z1,Z1,158,6.705420579804034,175.0,3.8316689027451627,0.0,None,14.992783629920265
1,1,2,Z1,Z1,159,6.516679531414743,175.0,3.7238168750941387,0.0,None,14.279242330222191
1,1,2,Z1,Z1,160,5.948044745629229,175.0,3.398882711788131,0.0,None,13.628430491009206
1,1,2,Z1,Z1,161,-18.395453219848722,175.0,10.51168755419927,0.0,None,-2.378567355390994
1,1,2,Z1,Z1,162,10.658636059579555,175.0,6.090649176902603,0.0,None,1.1993968579984327
1,1,2,Z1,Z1,163,-2.147113581615656,175.0,1.2269220466375177,0.0,None,-0.24161077169353726
1,1,2,Z1,Z1,164,-1.9980058967173964,175.0,1.1417176552670836,0.0,None,-0.2248319561142531
1,1,2,Z1,Z1,165,0.28334456600321367,175.0,0.16191118057326495,0.0,None,0.03188424675498204
1,1,2,Z1,Z1,166,-5.657838329341509,175.0,3.2330504739094335,0.0,None,-0.6366662185802214
1,1,2,Z1,Z1,167,-6.895943627582487,175.0,3.9405392157614214,0.0,None,-0.775987947578258
1,1,2,Z1,Z1,168,-7.911366327069351,175.0,4.520780758325343,0.0,None,-0.8135928074213822
1,1,2,Z1,Z1,169,-15.892451958193531,175.0,9.081401118967731,0.0,None,-1.6343554413900891
1,1,2,Z1,Z1,170,-36.973301730509036,175.0,21.12760098886231,0.0,None,-3.8022777749066456
1,1,2,Z1,Z1,171,-56.37435953062398,175.0,32.21391973178513,0.0,None,-5.797452872352709
1,1,2,Z1,Z1,172,-49.07744929114639,175.0,28.044256737797934,0.0,None,-5.047049788763631
1,1,2,Z1,Z1,173,-52.91971877573842,175.0,30.239839300421956,0.0,None,-5.442182903272935
1,1,2,Z1,Z1,174,-30.004006908792082,175.0,17.145146805024044,0.0,None,-3.0855661595762682
1,1,2,Z1,Z1,175,-0.8290638615556638,175.0,0.4737507780318079,0.0,None,-1.899588804896219
1,1,2,Z1,Z1,176,3.1192642095949985,175.0,1.782436691197142,0.0,None,7.146999943938908
1,1,2,Z1,Z1,177,-8.877110101627716,175.0,5.072634343787266,0.0,None,-20.52428623665109
1,1,2,Z1,Z1,178,4.428322893957242,175.0,2.530470225118424,0.0,None,10.084841770167271
1,1,2,Z1,Z1,179,4.857004945229592,175.0,2.7754313972740525,0.0,None,10.889441342538005
1,1,2,Z1,Z1,180,6.151269281927885,175.0,3.5150110182445053,0.0,None,13.79119164651028
1,1,2,Z1,Z1,181,6.954562558405968,175.0,3.9740357476605532,0.0,None,15.592181168593136
1,1,2,Z1,Z1,182,6.760995421027097,175.0,3.863425954872627,0.0,None,15.117044525983065
1,1,2,Z1,Z1,183,6.512956604455718,175.0,3.7216894882604104,0.0,None,14.271084713146006
1,1,2,Z1,Z1,184,5.926275627951039,175.0,3.3864432159720224,0.0,None,13.578552099064346
1,1,2,Z1,Z1,185,-18.77584852606133,175.0,10.729056300606475,0.0,None,-2.4277531974949
1,1,2,Z1,Z1,186,-2.6058193927293676,175.0,1.4890396529882102,0.0,None,-0.29322809923151405
1,1,2,Z1,Z1,187,10.528588439689505,175.0,6.016336251251146,0.0,None,1.1847628367395764
1,1,2,Z1,Z1,188,-3.0521287705853553,175.0,1.7440735831916316,0.0,None,-0.3434504787652067
1,1,2,Z1,Z1,189,1.9982192225526898,175.0,1.141839555744394,0.0,None,0.22485596128106344
1,1,2,Z1,Z1,190,-4.968272816566144,175.0,2.839013038037797,0.0,None,-0.5590706702583028
1,1,2,Z1,Z1,191,-7.185609362219115,175.0,4.106062492696637,0.0,None,-0.8085835039000002
1,1,2,Z1,Z1,192,-5.619655620320835,175.0,3.2112317830404775,0.0,None,-0.5779700000155648
1,1,2,Z1,Z1,193,-38.79655839659594,175.0,22.169461940911965,0.0,None,-3.993569096696887
1,1,2,Z1,Z1,194,-64.54605199463965,175.0,36.88345828265123,0.0,None,-6.644123324665839
1,1,2,Z1,Z1,195,-63.35539276437171,175.0,36.20308157964098,0.0,None,-6.521561424765146
1,1,2,Z1,Z1,196,-64.75500420195627,175.0,37.00285954397501,0.0,None,-6.665632064417854
1,1,2,Z1,Z1,197,-63.88370042266649,175.0,36.504971670095145,0.0,None,-6.873505060556676
1,1,2,Z1,Z1,198,-48.08392955780944,175.0,27.47653117589111,0.0,None,-5.197859565510658
1,1,2,Z1,Z1,199,-10.005002887268393,175.0,5.71714450701051,0.0,None,-12.847038590141807
1,1,2,Z1,Z1,200,-8.13702928889872,175.0,4.64973102222784,0.0,None,-10.448445688768546
1,1,2,Z1,Z1,201,-9.109144539608634,175.0,5.205225451204933,0.0,None,-11.867995130877082
1,1,2,Z1,Z1,202,4.064548465899067,175.0,2.3225991233708956,0.0,None,5.143771996768325
1,1,2,Z1,Z1,203,4.479065293258438,175.0,2.5594658818619647,0.0,None,5.668351803516613
1,1,2,Z1,Z1,204,5.485086778097645,175.0,3.1343353017700823,0.0,None,6.777159495425068
1,1,2,Z1,Z1,205,6.001736440004212,175.0,3.4295636800024067,0.0,None,7.394739707794823
1,1,2,Z1,Z1,206,6.413529317945197,175.0,3.6648738959686837,0.0,None,7.977625571795834
1,1,2,Z1,Z1,207,-2.9725954921821085,175.0,1.6986259955326335,0.0,None,-3.8147100015418123
1,1,2,Z1,Z1,208,-7.818210825105037,175.0,4.467549042917164,0.0,None,-10.033052632666626
1,1,2,Z1,Z1,209,0.9909858695890073,175.0,0.566277639765147,0.0,None,0.6565812162919369
1,1,2,Z1,Z1,210,7.235421338596669,175.0,4.1345264791980965,0.0,None,1.0332812511217806
1,1,2,Z1,Z1,211,7.300382426484395,175.0,4.171647100848226,0.0,None,1.042558260852997
1,1,2,Z1,Z1,212,6.320377394306226,175.0,3.611644225317843,0.0,None,0.9026049978199625
1,1,2,Z1,Z1,213,4.43837454967777,175.0,2.536214028387297,0.0,None,0.633838582858203
1,1,2,Z1,Z1,214,-3.482142330967914,175.0,1.989795617695951,0.0,None,-0.3831198067396596
1,1,2,Z1,Z1,215,-18.33593192790351,175.0,10.477675387373434,0.0,None,-1.8856391825604604
1,1,2,Z1,Z1,216,-26.600866380540655,175.0,15.200495074594661,0.0,None,-2.735592394999574
1,1,2,Z1,Z1,217,-40.307971530554354,175.0,23.0331265888882,0.0,None,-4.145210114566016
1,1,2,Z1,Z1,218,-60.77005015617975,175.0,34.72574294638843,0.0,None,-6.249498970175504
1,1,2,Z1,Z1,219,-61.9769755876777,175.0,35.41541462153011,0.0,None,-6.373617334762011
1,1,2,Z1,Z1,220,-66.06378207063031,175.0,37.75073261178875,0.0,None,-6.793898260001987
1,1,2,Z1,Z1,221,-63.81889297492947,175.0,36.467938842816835,0.0,None,-6.866532165795806
1,1,2,Z1,Z1,222,-48.14725763872191,175.0,27.512718650698236,0.0,None,-5.204705313646541
1,1,2,Z1,Z1,223,-10.01984071395098,175.0,5.725623265114845,0.0,None,-12.865625479094652
1,1,2,Z1,Z1,224,-8.159449940003249,175.0,4.662542822858999,0.0,None,-10.47685587429952
1,1,2,Z1,Z1,225,-9.073173079823084,175.0,5.184670331327477,0.0,None,-11.820701175754945
1,1,2,Z1,Z1,226,4.056570797897111,175.0,2.318040455941206,0.0,None,5.133484842292467
1,1,2,Z1,Z1,227,4.469969373308162,175.0,2.5542682133189496,0.0,None,5.656629987891319
1,1,2,Z1,Z1,228,5.576822290010116,175.0,3.186755594291495,0.0,None,6.890241669015527
1,1,2,Z1,Z1,229,5.993306139305943,175.0,3.424746365317682,0.0,None,7.38407008753955
1,1,2,Z1,Z1,230,6.357004594371066,175.0,3.6325740539263234,0.0,None,7.907017485584702
1,1,2,Z1,Z1,231,-0.3548616729790641,175.0,0.2027780988451795,0.0,None,-0.4553751118248566
1,1,2,Z1,Z1,232,-10.441247379255143,175.0,5.966427073860082,0.0,None,-13.398697450202807
1,1,2,Z1,Z1,233,2.38274296663932,175.0,1.361567409508183,0.0,None,1.5810892649600226
1,1,2,Z1,Z1,234,6.78211224807095,175.0,3.8754927131834003,0.0,None,0.7631787102457703
1,1,2,Z1,Z1,235,7.317451906076661,175.0,4.1814010891866635,0.0,None,0.8234195046762102
1,1,2,Z1,Z1,236,6.33391792854056,175.0,3.6193816734517488,0.0,None,0.712744221666497
1,1,2,Z1,Z1,237,-2.347291870625602,175.0,1.341309640357487,0.0,None,-0.26413646912198496
1,1,2,Z1,Z1,238,-3.8946769904969494,175.0,2.2255297088553996,0.0,None,-0.438260891844833
1,1,2,Z1,Z1,239,-19.391810790099992,175.0,11.081034737199996,0.0,None,-1.9942241490854038
1,1,2,Z1,Z1,240,-35.67264396863905,175.0,20.384367982079457,0.0,None,-3.6685201208906264
1,1,2,Z1,Z1,241,-34.02103110218626,175.0,19.44058920124929,0.0,None,-3.4986707809361626
1,1,2,Z1,Z1,242,-30.27131903499368,175.0,17.29789659142496,0.0,None,-3.1130561296045824
1,1,2,Z1,Z1,243,-41.58921362051517,175.0,23.765264926008665,0.0,None,-4.276971090592787
1,1,2,Z1,Z1,244,-55.888074759523974,175.0,31.936042719727983,0.0,None,-5.747444090586573
1,1,2,Z1,Z1,245,-55.432741492236545,175.0,31.675852281278026,0.0,None,-5.700618314111375
1,1,2,Z1,Z1,246,-16.597677676158536,175.0,9.484387243519164,0.0,None,-1.7068797751175921
1,1,2,Z1,Z1,247,1.562110976289464,175.0,0.8926348435939794,0.0,None,3.5791796750095566
1,1,2,Z1,Z1,248,3.211692051830642,175.0,1.8352526010460812,0.0,None,7.35877481739932
1,1,2,Z1,Z1,249,-8.82224864902569,175.0,5.041284942300394,0.0,None,-20.485125910350174
1,1,2,Z1,Z1,250,3.155735630041443,175.0,1.8032775028808248,0.0,None,7.285039672036845
1,1,2,Z1,Z1,251,5.039100138915925,175.0,2.8794857936662432,0.0,None,11.34843704870649
1,1,2,Z1,Z1,252,5.660613521735631,175.0,3.2346362981346464,0.0,None,12.748132491428041
1,1,2,Z1,Z1,253,6.7486113369773015,175.0,3.8563493354156004,0.0,None,15.198386381015622
1,1,2,Z1,Z1,254,6.943098207623773,175.0,3.9674846900707275,0.0,None,15.593927495462077
1,1,2,Z1,Z1,255,6.504756442146368,175.0,3.7170036812264957,0.0,None,14.911664777821354
1,1,2,Z1,Z1,256,5.858163216360996,175.0,3.347521837920569,0.0,None,13.480188693975325
1,1,2,Z1,Z1,257,-19.94040193298884,175.0,11.394515390279338,0.0,None,-2.5783321848252223
1,1,2,Z1,Z1,258,10.732345916694078,175.0,6.132769095253759,0.0,None,1.207691293659102
1,1,2,Z1,Z1,259,-1.8072757016886145,175.0,1.032728972393494,0.0,None,-0.20336943545361494
1,1,2,Z1,Z1,260,-3.426321197669745,175.0,1.9578978272398546,0.0,None,-0.3855576694810823
1,1,2,Z1,Z1,261,8.26241250742214,175.0,4.721378575669793,0.0,None,0.9297541960805046
1,1,2,Z1,Z1,262,-5.687088228134158,175.0,3.249764701790947,0.0,None,-0.6399576562944443
1,1,2,Z1,Z1,263,-7.221254166896127,175.0,4.126430952512073,0.0,None,-0.8125945486992222
1,1,2,Z1,Z1,264,-16.448159736937143,175.0,9.398948421106939,0.0,None,-1.6915035790345156
1,1,2,Z1,Z1,265,-33.847189528264515,175.0,19.341251159008294,0.0,None,-3.480793179479431
1,1,2,Z1,Z1,266,-33.29895417441332,175.0,19.027973813950467,0.0,None,-3.424413494576813
