Bus,Zone,State,Hour,Line,From_bus,To_bus,PTDF,DeltaPTDF,ShadowPrice,Contribution
19,Z4,TS,1,29,16,19,-0.5478692570493988,-0.5478692570493988,4.095066874496623,-2.2435612460980683
20,Z4,TS,1,29,16,19,-0.4402468701096715,-0.4402468701096715,4.095066874496623,-1.8028403743869332
21,Z4,TS,1,29,16,19,0.3124781923101917,0.3124781923101917,4.095066874496623,1.2796190943320513
22,Z4,TS,1,29,16,19,0.31511101667336905,0.31511101667336905,4.095066874496623,1.2904006861680666
23,Z4,TS,1,29,16,19,-0.38154374996072987,-0.38154374996072987,4.095066874496623,-1.562447171635407
24,Z4,TS,1,29,16,19,0.22753676249254928,0.22753676249254928,4.095066874496623,0.9317782588134442
2,Z1,TS,2,22,13,23,0.0013949379675099968,0.0013949379675099968,76.14339366587132,0.1062153107995841
3,Z1,TS,2,22,13,23,-0.044057936669983006,-0.044057936669983006,76.14339366587132,-3.3547208159685433
4,Z1,TS,2,22,13,23,0.005423557820918518,0.005423557820918518,76.14339366587132,0.4129680982278139
5,Z1,TS,2,22,13,23,0.009147328241619682,0.009147328241619682,76.14339366587132,0.6965086152925899
6,Z1,TS,2,22,13,23,0.014558212858096666,0.014558212858096666,76.14339366587132,1.108511732725604
7,Z2,TS,2,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587132,1.044187601460286
8,Z2,TS,2,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587132,1.044187601460286
9,Z2,TS,2,22,13,23,0.0087208575746555,0.0087208575746555,76.14339366587132,0.6640356914109895
10,Z2,TS,2,22,13,23,0.018706015623099106,0.018706015623099106,76.14339366587132,1.4243395115095743
11,Z2,TS,2,22,13,23,0.03859735319885904,0.03859735319885904,76.14339366587132,2.9389334590814014
12,Z2,TS,2,22,13,23,0.016186244882466165,0.016186244882466165,76.14339366587132,1.232475616057816
13,Z3,TS,2,22,13,23,0.1732152694528845,0.1732152694528845,76.14339366587132,13.18919845089096
14,Z3,TS,2,22,13,23,-0.054822600101861026,-0.054822600101861026,76.14339366587132,-4.174378821342641
15,Z3,TS,2,22,13,23,-0.13261677431453378,-0.13261677431453378,76.14339366587132,-10.097891253329557
16,Z3,TS,2,22,13,23,-0.1417612647764547,-0.1417612647764547,76.14339366587132,-10.794183790445407
17,Z3,TS,2,22,13,23,-0.1385614837141496,-0.1385614837141496,76.14339366587132,-10.55054160137371
18,Z3,TS,2,22,13,23,-0.13702519090055856,-0.13702519090055856,76.14339366587132,-10.433563052882398
19,Z4,TS,2,22,13,23,-0.20845221325087135,-0.20845221325087135,76.14339366587132,-15.872258934083254
20,Z4,TS,2,22,13,23,-0.2656158833717999,-0.2656158833717999,76.14339366587132,-20.224894771487126
21,Z4,TS,2,22,13,23,-0.1356435942383359,-0.1356435942383359,76.14339366587132,-10.328363594343326
22,Z4,TS,2,22,13,23,-0.13678647642470318,-0.13678647642470318,76.14339366587132,-10.4153865225736
23,Z4,TS,2,22,13,23,-0.2967960670741246,-0.2967960670741246,76.14339366587132,-22.599059773707417
24,Z4,TS,2,22,13,23,-0.09877138643712446,-0.09877138643712446,76.14339366587132,-7.520788560405871
2,Z1,TS,2,29,16,19,-0.0032134779155622074,-0.0032134779155622074,1.0508368341346048,-0.003376840959350859
3,Z1,TS,2,29,16,19,0.10149498385720512,0.10149498385720512,1.0508368341346048,0.10665466751704826
4,Z1,TS,2,29,16,19,-0.012494091986331411,-0.012494091986331411,1.0508368341346048,-0.013129252068303036
5,Z1,TS,2,29,16,19,-0.0210724333092126,-0.0210724333092126,1.0508368341346048,-0.022143689106165564
6,Z1,TS,2,29,16,19,-0.033537330404057174,-0.033537330404057174,1.0508368341346048,-0.035242262107125666
7,Z2,TS,2,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341346048,-0.033197242801563845
8,Z2,TS,2,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341346048,-0.033197242801563845
9,Z2,TS,2,29,16,19,-0.020089985270773113,-0.020089985270773113,1.0508368341346048,-0.02111129651975006
10,Z2,TS,2,29,16,19,-0.04309250267256717,-0.04309250267256717,1.0508368341346048,-0.04528318908337749
11,Z2,TS,2,29,16,19,0.009162996704975068,0.009162996704975068,1.0508368341346048,0.009628814448641816
12,Z2,TS,2,29,16,19,-0.13536637396598727,-0.13536637396598727,1.0508368341346048,-0.14224797186669905
13,Z3,TS,2,29,16,19,-0.13181357493748108,-0.13181357493748108,1.0508368341346048,-0.1385145597832671
14,Z3,TS,2,29,16,19,0.17357026713008694,0.17357026713008694,1.0508368341346048,0.18239403001087823
15,Z3,TS,2,29,16,19,0.30550539552204237,0.30550539552204237,1.0508368341346048,0.3210363226414233
16,Z3,TS,2,29,16,19,0.32657129152092085,0.32657129152092085,1.0508368341346048,0.34317314210109356
17,Z3,TS,2,29,16,19,0.3192000492020198,0.3192000492020198,1.0508368341346048,0.33542716915906057
18,Z3,TS,2,29,16,19,0.31566093624983177,0.31566093624983177,1.0508368341346048,0.3317081389087385
19,Z4,TS,2,29,16,19,-0.5478692570493988,-0.5478692570493988,1.0508368341346048,-0.5757211955974683
20,Z4,TS,2,29,16,19,-0.4402468701096715,-0.4402468701096715,1.0508368341346048,-0.4626276272237158
21,Z4,TS,2,29,16,19,0.3124781923101917,0.3124781923101917,1.0508368341346048,0.32836359434334605
22,Z4,TS,2,29,16,19,0.31511101667336905,0.31511101667336905,1.0508368341346048,0.3311302631619798
23,Z4,TS,2,29,16,19,-0.38154374996072987,-0.38154374996072987,1.0508368341346048,-0.40094022629257864
24,Z4,TS,2,29,16,19,0.22753676249254928,0.22753676249254928,1.0508368341346048,0.239104011146908
2,Z1,TS,3,22,13,23,0.0013949379675099968,0.0013949379675099968,76.14339366587132,0.1062153107995841
3,Z1,TS,3,22,13,23,-0.044057936669983006,-0.044057936669983006,76.14339366587132,-3.3547208159685433
4,Z1,TS,3,22,13,23,0.005423557820918518,0.005423557820918518,76.14339366587132,0.4129680982278139
5,Z1,TS,3,22,13,23,0.009147328241619682,0.009147328241619682,76.14339366587132,0.6965086152925899
6,Z1,TS,3,22,13,23,0.014558212858096666,0.014558212858096666,76.14339366587132,1.108511732725604
7,Z2,TS,3,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587132,1.044187601460286
8,Z2,TS,3,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587132,1.044187601460286
9,Z2,TS,3,22,13,23,0.0087208575746555,0.0087208575746555,76.14339366587132,0.6640356914109895
10,Z2,TS,3,22,13,23,0.018706015623099106,0.018706015623099106,76.14339366587132,1.4243395115095743
11,Z2,TS,3,22,13,23,0.03859735319885904,0.03859735319885904,76.14339366587132,2.9389334590814014
12,Z2,TS,3,22,13,23,0.016186244882466165,0.016186244882466165,76.14339366587132,1.232475616057816
13,Z3,TS,3,22,13,23,0.1732152694528845,0.1732152694528845,76.14339366587132,13.18919845089096
14,Z3,TS,3,22,13,23,-0.054822600101861026,-0.054822600101861026,76.14339366587132,-4.174378821342641
15,Z3,TS,3,22,13,23,-0.13261677431453378,-0.13261677431453378,76.14339366587132,-10.097891253329557
16,Z3,TS,3,22,13,23,-0.1417612647764547,-0.1417612647764547,76.14339366587132,-10.794183790445407
17,Z3,TS,3,22,13,23,-0.1385614837141496,-0.1385614837141496,76.14339366587132,-10.55054160137371
18,Z3,TS,3,22,13,23,-0.13702519090055856,-0.13702519090055856,76.14339366587132,-10.433563052882398
19,Z4,TS,3,22,13,23,-0.20845221325087135,-0.20845221325087135,76.14339366587132,-15.872258934083254
20,Z4,TS,3,22,13,23,-0.2656158833717999,-0.2656158833717999,76.14339366587132,-20.224894771487126
21,Z4,TS,3,22,13,23,-0.1356435942383359,-0.1356435942383359,76.14339366587132,-10.328363594343326
22,Z4,TS,3,22,13,23,-0.13678647642470318,-0.13678647642470318,76.14339366587132,-10.4153865225736
23,Z4,TS,3,22,13,23,-0.2967960670741246,-0.2967960670741246,76.14339366587132,-22.599059773707417
24,Z4,TS,3,22,13,23,-0.09877138643712446,-0.09877138643712446,76.14339366587132,-7.520788560405871
2,Z1,TS,3,29,16,19,-0.0032134779155622074,-0.0032134779155622074,1.0508368341345915,-0.003376840959350816
3,Z1,TS,3,29,16,19,0.10149498385720512,0.10149498385720512,1.0508368341345915,0.1066546675170469
4,Z1,TS,3,29,16,19,-0.012494091986331411,-0.012494091986331411,1.0508368341345915,-0.01312925206830287
5,Z1,TS,3,29,16,19,-0.0210724333092126,-0.0210724333092126,1.0508368341345915,-0.022143689106165283
6,Z1,TS,3,29,16,19,-0.033537330404057174,-0.033537330404057174,1.0508368341345915,-0.03524226210712522
7,Z2,TS,3,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341345915,-0.03319724280156343
8,Z2,TS,3,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341345915,-0.03319724280156343
9,Z2,TS,3,29,16,19,-0.020089985270773113,-0.020089985270773113,1.0508368341345915,-0.021111296519749793
10,Z2,TS,3,29,16,19,-0.04309250267256717,-0.04309250267256717,1.0508368341345915,-0.04528318908337691
11,Z2,TS,3,29,16,19,0.009162996704975068,0.009162996704975068,1.0508368341345915,0.009628814448641693
12,Z2,TS,3,29,16,19,-0.13536637396598727,-0.13536637396598727,1.0508368341345915,-0.14224797186669724
13,Z3,TS,3,29,16,19,-0.13181357493748108,-0.13181357493748108,1.0508368341345915,-0.13851455978326535
14,Z3,TS,3,29,16,19,0.17357026713008694,0.17357026713008694,1.0508368341345915,0.18239403001087592
15,Z3,TS,3,29,16,19,0.30550539552204237,0.30550539552204237,1.0508368341345915,0.3210363226414192
16,Z3,TS,3,29,16,19,0.32657129152092085,0.32657129152092085,1.0508368341345915,0.34317314210108923
17,Z3,TS,3,29,16,19,0.3192000492020198,0.3192000492020198,1.0508368341345915,0.3354271691590563
18,Z3,TS,3,29,16,19,0.31566093624983177,0.31566093624983177,1.0508368341345915,0.33170813890873435
19,Z4,TS,3,29,16,19,-0.5478692570493988,-0.5478692570493988,1.0508368341345915,-0.5757211955974609
20,Z4,TS,3,29,16,19,-0.4402468701096715,-0.4402468701096715,1.0508368341345915,-0.4626276272237099
21,Z4,TS,3,29,16,19,0.3124781923101917,0.3124781923101917,1.0508368341345915,0.3283635943433419
22,Z4,TS,3,29,16,19,0.31511101667336905,0.31511101667336905,1.0508368341345915,0.33113026316197564
23,Z4,TS,3,29,16,19,-0.38154374996072987,-0.38154374996072987,1.0508368341345915,-0.40094022629257353
24,Z4,TS,3,29,16,19,0.22753676249254928,0.22753676249254928,1.0508368341345915,0.23910401114690494
2,Z1,TS,4,22,13,23,0.0013949379675099968,0.0013949379675099968,76.14339366587129,0.10621531079958406
3,Z1,TS,4,22,13,23,-0.044057936669983006,-0.044057936669983006,76.14339366587129,-3.3547208159685424
4,Z1,TS,4,22,13,23,0.005423557820918518,0.005423557820918518,76.14339366587129,0.4129680982278138
5,Z1,TS,4,22,13,23,0.009147328241619682,0.009147328241619682,76.14339366587129,0.6965086152925897
6,Z1,TS,4,22,13,23,0.014558212858096666,0.014558212858096666,76.14339366587129,1.1085117327256035
7,Z2,TS,4,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587129,1.0441876014602858
8,Z2,TS,4,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587129,1.0441876014602858
9,Z2,TS,4,22,13,23,0.0087208575746555,0.0087208575746555,76.14339366587129,0.6640356914109893
10,Z2,TS,4,22,13,23,0.018706015623099106,0.018706015623099106,76.14339366587129,1.4243395115095738
11,Z2,TS,4,22,13,23,0.03859735319885904,0.03859735319885904,76.14339366587129,2.9389334590814005
12,Z2,TS,4,22,13,23,0.016186244882466165,0.016186244882466165,76.14339366587129,1.2324756160578156
13,Z3,TS,4,22,13,23,0.1732152694528845,0.1732152694528845,76.14339366587129,13.189198450890954
14,Z3,TS,4,22,13,23,-0.054822600101861026,-0.054822600101861026,76.14339366587129,-4.174378821342639
15,Z3,TS,4,22,13,23,-0.13261677431453378,-0.13261677431453378,76.14339366587129,-10.097891253329554
16,Z3,TS,4,22,13,23,-0.1417612647764547,-0.1417612647764547,76.14339366587129,-10.794183790445404
17,Z3,TS,4,22,13,23,-0.1385614837141496,-0.1385614837141496,76.14339366587129,-10.550541601373707
18,Z3,TS,4,22,13,23,-0.13702519090055856,-0.13702519090055856,76.14339366587129,-10.433563052882395
19,Z4,TS,4,22,13,23,-0.20845221325087135,-0.20845221325087135,76.14339366587129,-15.872258934083249
20,Z4,TS,4,22,13,23,-0.2656158833717999,-0.2656158833717999,76.14339366587129,-20.224894771487115
21,Z4,TS,4,22,13,23,-0.1356435942383359,-0.1356435942383359,76.14339366587129,-10.328363594343323
22,Z4,TS,4,22,13,23,-0.13678647642470318,-0.13678647642470318,76.14339366587129,-10.415386522573597
23,Z4,TS,4,22,13,23,-0.2967960670741246,-0.2967960670741246,76.14339366587129,-22.59905977370741
24,Z4,TS,4,22,13,23,-0.09877138643712446,-0.09877138643712446,76.14339366587129,-7.520788560405868
2,Z1,TS,4,29,16,19,-0.0032134779155622074,-0.0032134779155622074,1.0508368341345915,-0.003376840959350816
3,Z1,TS,4,29,16,19,0.10149498385720512,0.10149498385720512,1.0508368341345915,0.1066546675170469
4,Z1,TS,4,29,16,19,-0.012494091986331411,-0.012494091986331411,1.0508368341345915,-0.01312925206830287
5,Z1,TS,4,29,16,19,-0.0210724333092126,-0.0210724333092126,1.0508368341345915,-0.022143689106165283
6,Z1,TS,4,29,16,19,-0.033537330404057174,-0.033537330404057174,1.0508368341345915,-0.03524226210712522
7,Z2,TS,4,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341345915,-0.03319724280156343
8,Z2,TS,4,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341345915,-0.03319724280156343
9,Z2,TS,4,29,16,19,-0.020089985270773113,-0.020089985270773113,1.0508368341345915,-0.021111296519749793
10,Z2,TS,4,29,16,19,-0.04309250267256717,-0.04309250267256717,1.0508368341345915,-0.04528318908337691
11,Z2,TS,4,29,16,19,0.009162996704975068,0.009162996704975068,1.0508368341345915,0.009628814448641693
12,Z2,TS,4,29,16,19,-0.13536637396598727,-0.13536637396598727,1.0508368341345915,-0.14224797186669724
13,Z3,TS,4,29,16,19,-0.13181357493748108,-0.13181357493748108,1.0508368341345915,-0.13851455978326535
14,Z3,TS,4,29,16,19,0.17357026713008694,0.17357026713008694,1.0508368341345915,0.18239403001087592
15,Z3,TS,4,29,16,19,0.30550539552204237,0.30550539552204237,1.0508368341345915,0.3210363226414192
16,Z3,TS,4,29,16,19,0.32657129152092085,0.32657129152092085,1.0508368341345915,0.34317314210108923
17,Z3,TS,4,29,16,19,0.3192000492020198,0.3192000492020198,1.0508368341345915,0.3354271691590563
18,Z3,TS,4,29,16,19,0.31566093624983177,0.31566093624983177,1.0508368341345915,0.33170813890873435
19,Z4,TS,4,29,16,19,-0.5478692570493988,-0.5478692570493988,1.0508368341345915,-0.5757211955974609
20,Z4,TS,4,29,16,19,-0.4402468701096715,-0.4402468701096715,1.0508368341345915,-0.4626276272237099
21,Z4,TS,4,29,16,19,0.3124781923101917,0.3124781923101917,1.0508368341345915,0.3283635943433419
22,Z4,TS,4,29,16,19,0.31511101667336905,0.31511101667336905,1.0508368341345915,0.33113026316197564
23,Z4,TS,4,29,16,19,-0.38154374996072987,-0.38154374996072987,1.0508368341345915,-0.40094022629257353
24,Z4,TS,4,29,16,19,0.22753676249254928,0.22753676249254928,1.0508368341345915,0.23910401114690494
2,Z1,TS,5,22,13,23,0.0013949379675099968,0.0013949379675099968,76.1433936658713,0.10621531079958407
3,Z1,TS,5,22,13,23,-0.044057936669983006,-0.044057936669983006,76.1433936658713,-3.354720815968543
4,Z1,TS,5,22,13,23,0.005423557820918518,0.005423557820918518,76.1433936658713,0.41296809822781383
5,Z1,TS,5,22,13,23,0.009147328241619682,0.009147328241619682,76.1433936658713,0.6965086152925898
6,Z1,TS,5,22,13,23,0.014558212858096666,0.014558212858096666,76.1433936658713,1.1085117327256038
7,Z2,TS,5,22,13,23,0.013713436598877358,0.013713436598877358,76.1433936658713,1.044187601460286
8,Z2,TS,5,22,13,23,0.013713436598877358,0.013713436598877358,76.1433936658713,1.044187601460286
9,Z2,TS,5,22,13,23,0.0087208575746555,0.0087208575746555,76.1433936658713,0.6640356914109894
10,Z2,TS,5,22,13,23,0.018706015623099106,0.018706015623099106,76.1433936658713,1.424339511509574
11,Z2,TS,5,22,13,23,0.03859735319885904,0.03859735319885904,76.1433936658713,2.938933459081401
12,Z2,TS,5,22,13,23,0.016186244882466165,0.016186244882466165,76.1433936658713,1.2324756160578159
13,Z3,TS,5,22,13,23,0.1732152694528845,0.1732152694528845,76.1433936658713,13.189198450890958
14,Z3,TS,5,22,13,23,-0.054822600101861026,-0.054822600101861026,76.1433936658713,-4.17437882134264
15,Z3,TS,5,22,13,23,-0.13261677431453378,-0.13261677431453378,76.1433936658713,-10.097891253329555
16,Z3,TS,5,22,13,23,-0.1417612647764547,-0.1417612647764547,76.1433936658713,-10.794183790445405
17,Z3,TS,5,22,13,23,-0.1385614837141496,-0.1385614837141496,76.1433936658713,-10.550541601373709
18,Z3,TS,5,22,13,23,-0.13702519090055856,-0.13702519090055856,76.1433936658713,-10.433563052882397
19,Z4,TS,5,22,13,23,-0.20845221325087135,-0.20845221325087135,76.1433936658713,-15.87225893408325
20,Z4,TS,5,22,13,23,-0.2656158833717999,-0.2656158833717999,76.1433936658713,-20.22489477148712
21,Z4,TS,5,22,13,23,-0.1356435942383359,-0.1356435942383359,76.1433936658713,-10.328363594343324
22,Z4,TS,5,22,13,23,-0.13678647642470318,-0.13678647642470318,76.1433936658713,-10.415386522573598
23,Z4,TS,5,22,13,23,-0.2967960670741246,-0.2967960670741246,76.1433936658713,-22.599059773707413
24,Z4,TS,5,22,13,23,-0.09877138643712446,-0.09877138643712446,76.1433936658713,-7.52078856040587
2,Z1,TS,5,29,16,19,-0.0032134779155622074,-0.0032134779155622074,1.0508368341346812,-0.0033768409593511045
3,Z1,TS,5,29,16,19,0.10149498385720512,0.10149498385720512,1.0508368341346812,0.106654667517056
4,Z1,TS,5,29,16,19,-0.012494091986331411,-0.012494091986331411,1.0508368341346812,-0.01312925206830399
5,Z1,TS,5,29,16,19,-0.0210724333092126,-0.0210724333092126,1.0508368341346812,-0.022143689106167173
6,Z1,TS,5,29,16,19,-0.033537330404057174,-0.033537330404057174,1.0508368341346812,-0.035242262107128226
7,Z2,TS,5,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341346812,-0.03319724280156626
8,Z2,TS,5,29,16,19,-0.031591243971670215,-0.031591243971670215,1.0508368341346812,-0.03319724280156626
9,Z2,TS,5,29,16,19,-0.020089985270773113,-0.020089985270773113,1.0508368341346812,-0.021111296519751594
10,Z2,TS,5,29,16,19,-0.04309250267256717,-0.04309250267256717,1.0508368341346812,-0.045283189083380776
11,Z2,TS,5,29,16,19,0.009162996704975068,0.009162996704975068,1.0508368341346812,0.009628814448642515
12,Z2,TS,5,29,16,19,-0.13536637396598727,-0.13536637396598727,1.0508368341346812,-0.1422479718667094
13,Z3,TS,5,29,16,19,-0.13181357493748108,-0.13181357493748108,1.0508368341346812,-0.13851455978327717
14,Z3,TS,5,29,16,19,0.17357026713008694,0.17357026713008694,1.0508368341346812,0.1823940300108915
15,Z3,TS,5,29,16,19,0.30550539552204237,0.30550539552204237,1.0508368341346812,0.3210363226414466
16,Z3,TS,5,29,16,19,0.32657129152092085,0.32657129152092085,1.0508368341346812,0.34317314210111854
17,Z3,TS,5,29,16,19,0.3192000492020198,0.3192000492020198,1.0508368341346812,0.33542716915908494
18,Z3,TS,5,29,16,19,0.31566093624983177,0.31566093624983177,1.0508368341346812,0.33170813890876266
19,Z4,TS,5,29,16,19,-0.5478692570493988,-0.5478692570493988,1.0508368341346812,-0.5757211955975101
20,Z4,TS,5,29,16,19,-0.4402468701096715,-0.4402468701096715,1.0508368341346812,-0.4626276272237494
21,Z4,TS,5,29,16,19,0.3124781923101917,0.3124781923101917,1.0508368341346812,0.3283635943433699
22,Z4,TS,5,29,16,19,0.31511101667336905,0.31511101667336905,1.0508368341346812,0.3311302631620039
23,Z4,TS,5,29,16,19,-0.38154374996072987,-0.38154374996072987,1.0508368341346812,-0.4009402262926078
24,Z4,TS,5,29,16,19,0.22753676249254928,0.22753676249254928,1.0508368341346812,0.23910401114692537
2,Z1,TS,6,22,13,23,0.0013949379675099968,0.0013949379675099968,76.14339366587134,0.10621531079958413
3,Z1,TS,6,22,13,23,-0.044057936669983006,-0.044057936669983006,76.14339366587134,-3.3547208159685447
4,Z1,TS,6,22,13,23,0.005423557820918518,0.005423557820918518,76.14339366587134,0.41296809822781405
5,Z1,TS,6,22,13,23,0.009147328241619682,0.009147328241619682,76.14339366587134,0.6965086152925902
6,Z1,TS,6,22,13,23,0.014558212858096666,0.014558212858096666,76.14339366587134,1.1085117327256044
7,Z2,TS,6,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587134,1.0441876014602864
8,Z2,TS,6,22,13,23,0.013713436598877358,0.013713436598877358,76.14339366587134,1.0441876014602864
9,Z2,TS,6,22,13,23,0.0087208575746555,0.0087208575746555,76.14339366587134,0.6640356914109897
10,Z2,TS,6,22,13,23,0.018706015623099106,0.018706015623099106,76.14339366587134,1.424339511509575
11,Z2,TS,6,22,13,23,0.03859735319885904,0.03859735319885904,76.14339366587134,2.9389334590814027
12,Z2,TS,6,22,13,23,0.016186244882466165,0.016186244882466165,76.14339366587134,1.2324756160578167
13,Z3,TS,6,22,13,23,0.1732152694528845,0.1732152694528845,76.14339366587134,13.189198450890965
14,Z3,TS,6,22,13,23,-0.054822600101861026,-0.054822600101861026,76.14339366587134,-4.174378821342643
15,Z3,TS,6,22,13,23,-0.13261677431453378,-0.13261677431453378,76.14339366587134,-10.09789125332956
16,Z3,TS,6,22,13,23,-0.1417612647764547,-0.1417612647764547,76.14339366587134,-10.79418379044541
17,Z3,TS,6,22,13,23,-0.1385614837141496,-0.1385614837141496,76.14339366587134,-10.550541601373714
18,Z3,TS,6,22,13,23,-0.13702519090055856,-0.13702519090055856,76.14339366587134,-10.433563052882402
19,Z4,TS,6,22,13,23,-0.20845221325087135,-0.20845221325087135,76.14339366587134,-15.87225893408326
20,Z4,TS,6,22,13,23,-0.2656158833717999,-0.2656158833717999,76.14339366587134,-20.224894771487133
21,Z4,TS,6,22,13,23,-0.1356435942383359,-0.1356435942383359,76.14339366587134,-10.32836359434333
22,Z4,TS,6,22,13,23,-0.13678647642470318,-0.13678647642470318,76.14339366587134,-10.415386522573604
23,Z4,TS,6,22,13,23,-0.2967960670741246,-0.2967960670741246,76.14339366587134,-22.599059773707424
24,Z4,TS,6,22,13,23,-0.09877138643712446,-0.09877138643712446,76.14339366587134,-7.520788560405873
2,Z1,TS,6,29,16,19,-0.0032134779155622074,-0.0032134779155622074,1.050836834134585,-0.0033768409593507953
3,Z1,TS,6,29,16,19,0.10149498385720512,0.10149498385720512,1.050836834134585,0.10665466751704625
4,Z1,TS,6,29,16,19,-0.012494091986331411,-0.012494091986331411,1.050836834134585,-0.01312925206830279
5,Z1,TS,6,29,16,19,-0.0210724333092126,-0.0210724333092126,1.050836834134585,-0.022143689106165147
6,Z1,TS,6,29,16,19,-0.033537330404057174,-0.033537330404057174,1.050836834134585,-0.03524226210712501
