Bus_id,Zone_id,LoadZone,State,Latitude,Longitude,Load_share,Demand (MW)
B68,Amprion,Amprion,DE,51.0202903,6.9591121,0.003506388268562341,95.44301207319978
B69,TenneT,TenneT,DE,54.901341,8.9151976,0.0007459500192193127,17.08881980029139
B70,TenneT,TenneT,DE,53.48959909,9.95196286,0.03511923346906344,804.5394956960805
B71,TenneT,TenneT,DE,50.20809322,11.77528079,0.005326898037091834,122.0328417521294
B72,50Hertz,50Hertz,DE,53.40707869,11.89983905,0.001617733735659018,27.195446815428692
B73,TenneT,TenneT,DE,49.3547321,12.1151127,0.0051713548471897805,118.46953392330124
B74,Amprion,Amprion,DE,49.82933039,6.70257235,0.0006383931095230419,17.37690084293982
B75,TenneT,TenneT,DE,48.27118007,13.0558206,0.002992345666414157,68.55104840274863
B76,TenneT,TenneT,DE,49.3363935,12.0882478,0.0044466805710407795,101.86811586585901
B77,TenneT,TenneT,DE,52.558759,8.981146,0.0007165565975903335,16.41545178287743
B78,Amprion,Amprion,DE,52.17730292,7.01123027,0.0030245908769376165,82.32860752252269
B79,TransnetBW,TransnetBW,DE,49.24522113,8.49124908,0.001359221149468224,13.196338334899618
B80,TenneT,TenneT,DE,52.16773029,10.39697411,0.0009246851509381206,21.183427185811215
B81,Amprion,Amprion,DE,51.03709979,6.65912362,6.423320425295731e-05,1.7484117614644348
B82,TenneT,TenneT,DE,48.29499875,12.99797197,0.0038730334658212333,88.72654906180547
B83,50Hertz,50Hertz,DE,51.06621777,11.32925067,0.005656582552068031,95.09184766378183
B84,50Hertz,50Hertz,DE,51.07372909,11.46024307,0.00444630289548488,74.74604210450408
B85,50Hertz,50Hertz,DE,51.0834349,11.6081956,0.004721343486503031,79.36970272320976
B86,Amprion,Amprion,DE,51.34664175,7.60338928,0.003944173625679743,107.35942004759617
B87,TransnetBW,TransnetBW,DE,48.6283304,8.8718148,0.013930237434568919,135.245192692871
B88,50Hertz,50Hertz,DE,50.7965636,12.04498231,0.00487558867527705,81.96269237000769
B89,TransnetBW,TransnetBW,DE,49.3119354,9.0735161,0.0018540951294654965,18.00094608819814
B90,TransnetBW,TransnetBW,DE,49.3360234,8.6894493,0.0023140157055301282,22.466199981065632
B91,TenneT,TenneT,DE,51.33165459,9.58562544,0.0038166575041148833,87.43504343026703
B92,Amprion,Amprion,DE,49.8953445,6.4969982,0.000577420633760359,15.717245295798532
B93,TenneT,TenneT,DE,50.0247387,12.1483804,0.006202593498418116,142.09397393656093
B94,TransnetBW,TransnetBW,DE,49.33342375,8.628955,0.0004458119571435803,4.328276838917735
B95,Amprion,Amprion,DE,50.30985,8.1238717,0.0036481167761811136,99.30082661845587
B96,Amprion,Amprion,DE,50.34538161,7.49992466,0.003401772675896191,92.59540179472535
B97,Amprion,Amprion,DE,49.8835779,6.5120236,0.00045145332004781756,12.288446508371582
B98,TenneT,TenneT,DE,52.03389594,9.41102321,0.0031219903389529333,71.52105227700496
B99,Amprion,Amprion,DE,51.4371488,8.6677816,0.0015779079013241897,42.95025859706911
B100,Amprion,Amprion,DE,51.4350473,8.6840986,0.001551160664465381,42.22220549658155
B101,Amprion,Amprion,DE,49.819267,6.7934258,0.0012799573873250004,34.840120093639676
B102,Amprion,Amprion,DE,50.76892131,8.04701966,0.00112352727645713,30.582131583343966
B103,Amprion,Amprion,DE,50.785155,8.0435459,0.0012700442612177088,34.57028727928073
B104,TransnetBW,TransnetBW,DE,49.5677429,8.3924707,0.0029486016730176025,28.62723649290965
B105,TransnetBW,TransnetBW,DE,49.52433517,8.29475858,0.004095344622241461,39.760677101186786
B106,TransnetBW,TransnetBW,DE,49.44027842,8.5468069,0.004246493887813421,41.22814753330856
B107,TransnetBW,TransnetBW,DE,49.498647,8.5704967,0.007905882994114106,76.75624151910533
B108,TransnetBW,TransnetBW,DE,48.50156581,7.90843964,0.01374449054694581,133.44182259766012
B109,Amprion,Amprion,DE,50.7294962,8.3209411,0.004160919617323822,113.25919175365011
B110,50Hertz,50Hertz,DE,52.1616153,14.5112165,0.0032141520222014226,54.032563239384345
B111,Amprion,Amprion,DE,50.8881845,7.953747,0.002986386422610967,81.28869182686488
B112,Amprion,Amprion,DE,50.63921885,8.0151758,0.0026264381406965165,71.49098958022401
B113,Amprion,Amprion,DE,50.04763087,8.5309437,0.002210850835382959,60.17880702641529
B114,TransnetBW,TransnetBW,DE,48.7181752,9.3940779,0.004205896804068363,40.83400059649872
B115,TransnetBW,TransnetBW,DE,48.8831812,9.3025725,0.0030488371829931007,29.600398000384267
B116,TenneT,TenneT,DE,53.2367126,8.40274878,0.00336390936196249,77.06312679132628
B117,Amprion,Amprion,DE,51.51407212,6.99593046,0.0035039144658290107,95.37567578124921
B118,TransnetBW,TransnetBW,DE,49.03055025,9.20890083,0.0021018291376743515,20.40613364039586
B119,TenneT,TenneT,DE,52.4966855,8.4019613,0.0034668101753512967,79.42046094508778
B120,TransnetBW,TransnetBW,DE,49.3096261,8.7530299,0.002849444794234459,27.664547146023803
B121,Amprion,Amprion,DE,50.8710004,8.1006391,0.0026468006132599905,72.04525099278362
B122,Amprion,Amprion,DE,50.58359492,7.09494102,0.002858936384575648,77.819533654053
B123,Amprion,Amprion,DE,50.58379301,7.09522855,0.0020905516263183786,56.90429263047969
B124,Amprion,Amprion,DE,51.75314343,6.52556474,0.003090781974921076,84.13031266185796
B125,Amprion,Amprion,DE,51.75334291,6.52585701,0.0025410233861541806,69.16602131527026
B126,TenneT,TenneT,DE,53.6909435,6.4846323,9.384185227861265e-05,2.149804225480281
B127,TenneT,TenneT,DE,50.60092148,11.47317314,0.0019406288275391013,44.45747768432776
B128,Amprion,Amprion,DE,51.05087052,6.96291436,0.003214591107876367,87.50036630861774
B129,Amprion,Amprion,DE,50.84802879,6.89433064,0.0037794027906679437,102.87439911128376
B130,50Hertz,50Hertz,DE,52.61950085,13.51501578,0.0020833283777501725,35.022479192533936
B131,TenneT,TenneT,DE,52.577227,8.9802554,0.0012176806915426327,27.895603426411864
B132,TransnetBW,TransnetBW,DE,48.8435457,9.3397477,0.007644136818532634,74.2150133369287
B133,TransnetBW,TransnetBW,DE,48.54315025,9.24019596,0.011259251478382243,109.3132577907436
B134,TenneT,TenneT,DE,53.1849108,8.8726099,0.005125928394679949,117.42886840804402
B135,Amprion,Amprion,DE,51.6888464,7.6098655,0.0008041338952449408,21.88832359509348
B136,Amprion,Amprion,DE,51.1176623,6.9109967,0.002085762951703423,56.77394610462924
B137,Amprion,Amprion,DE,51.55370065,6.65076845,0.00016626717728064608,4.525750998784866
B138,Amprion,Amprion,DE,51.62183433,6.63592878,0.0008610773193679123,23.438309363864732
B139,Amprion,Amprion,DE,51.62203354,6.6362207,0.0004831939389505703,13.152418219749787
B140,Amprion,Amprion,DE,51.36152848,6.70922439,0.0003415332426395905,9.296449481338993
B141,Amprion,Amprion,DE,51.36172752,6.70951501,0.000505597398535858,13.76223478879642
B142,Amprion,Amprion,DE,51.35566115,6.72385335,9.82614720171708e-05,2.674652702939385
B143,TenneT,TenneT,DE,52.537614,9.00027541,0.0004076745666433528,9.33933511231924
B144,TenneT,TenneT,DE,51.9968419,8.6807188,0.004517689512081391,103.49484549437017
B145,Amprion,Amprion,DE,51.0238621,6.8541511,0.0028498923313442807,77.57335678610849
B146,Amprion,Amprion,DE,51.75347834,7.83156868,0.0022838454839026984,62.16570311046048
B147,Amprion,Amprion,DE,51.50461119,7.1476955,0.002686673033270155,73.1305682973553
B148,Amprion,Amprion,DE,51.50480913,7.14798891,0.0019140909326122776,52.10107666297304
B149,Amprion,Amprion,DE,51.3260617,6.7924513,0.0009479020356532363,25.801656434972177
B150,Amprion,Amprion,DE,51.55859926,7.02087387,0.001642568346418481,44.71029974742445
B151,Amprion,Amprion,DE,51.60472885,7.00201154,0.0007536701049648254,20.514711839616304
B152,Amprion,Amprion,DE,51.56512891,6.92953437,0.0014952395714688269,40.7000473254886
B153,Amprion,Amprion,DE,50.8101557,7.0586911,0.004170691094947475,113.52516893169653
B154,Amprion,Amprion,DE,50.8360233,6.3231879,0.0037711517753880185,102.64980853811801
B155,50Hertz,50Hertz,DE,52.59015508,13.49557721,0.005828308687969976,97.97870654098632
B156,Amprion,Amprion,DE,51.67963527,6.85591238,0.0006345450502875969,17.272157632565815
B157,Amprion,Amprion,DE,51.67983393,6.85620562,0.0005294887595572301,14.412551662957913
B158,50Hertz,50Hertz,DE,52.50481428,11.76854819,0.004393233660150387,73.85390421106594
B159,50Hertz,50Hertz,DE,53.08326849,11.88107943,0.001922924980972116,32.32596495787548
B160,TransnetBW,TransnetBW,DE,49.0416916,8.321627,0.0030173218587123234,29.29442359577327
B161,50Hertz,50Hertz,DE,52.5969292,12.9076739,0.0035152615823476957,59.09446486637812
B162,TransnetBW,TransnetBW,DE,47.5783675,7.9953862,0.0009593386250344371,9.313978875803091
B163,Amprion,Amprion,DE,51.1420911,6.9357514,0.0026653978303563274,72.55146259284165
B164,Amprion,Amprion,DE,51.1891574,6.8797647,0.005414665226790357,147.38583380692683
B165,50Hertz,50Hertz,DE,52.6800484,13.21007961,0.006210207170485167,104.39873700780717
B166,Amprion,Amprion,DE,50.23374532,7.31392118,0.0034951250044333716,95.13642883942526
B167,TransnetBW,TransnetBW,DE,49.94246116,8.67838138,0.008064319619632285,78.29446310710495
B168,TransnetBW,TransnetBW,DE,48.60906051,9.35004856,0.004641026340690689,45.058564485180725
B169,TransnetBW,TransnetBW,DE,48.7104265,9.4033277,0.004574261220994015,44.41035862932564
B170,TransnetBW,TransnetBW,DE,48.67541575,9.42154427,0.003438944876890023,33.38785607350601
B171,TransnetBW,TransnetBW,DE,47.65287074,9.80126643,0.008310634370334448,80.68587144298458
B172,TenneT,TenneT,DE,53.35760588,7.24393909,0.004603580600729605,105.46250726599438
B173,TenneT,TenneT,DE,52.3052655,10.1846439,0.00215712038299037,49.41703942984979
B174,Amprion,Amprion,DE,50.9541103,7.9695049,0.0030161802179128816,82.09967148653416
B175,Amprion,Amprion,DE,51.95592941,7.4842531,0.002295498612933602,62.48289836939941
B176,Amprion,Amprion,DE,52.1976958,7.3719734,0.0032336665033963785,88.01959380582358
B177,TenneT,TenneT,DE,52.17604952,10.35713549,0.0007246392725955458,16.600616168036836
B178,50Hertz,50Hertz,DE,53.06979259,12.01210116,0.0023868096493209327,40.12425125709382
B179,50Hertz,50Hertz,DE,53.08345411,11.88140417,0.0014708063813646376,24.725476040036092
B180,TransnetBW,TransnetBW,DE,47.6546273,11.3045349,0.006246979922445005,60.65036632203794
B181,TenneT,TenneT,DE,53.54646034,9.52427847,0.0020470632219580964,46.89576193919364
B182,TenneT,TenneT,DE,53.8783433,9.3557308,7.04342744486743e-05,1.6135647064897898
B183,Amprion,Amprion,DE,51.1638967,9.0957174,0.002816029803976099,76.65162725677843
B184,Amprion,Amprion,DE,51.3762059,7.1890594,0.0036968968588234194,100.62860827295877
B185,Amprion,Amprion,DE,51.42871308,7.42741938,0.0030880618620776545,84.05627187028824
B186,50Hertz,50Hertz,DE,52.62953996,13.47625688,0.0035170413534655483,59.12438429607925
B187,50Hertz,50Hertz,DE,52.62972124,13.47658492,0.001869516644839376,31.42812649856513
B188,Amprion,Amprion,DE,50.9748683,6.6994739,0.0009156642778214413,24.924152726230176
B189,TenneT,TenneT,DE,53.56315744,9.55322365,0.002149709420632309,49.24726317538144
B190,Amprion,Amprion,DE,50.6006552,8.46479465,0.004951284671334965,134.7727309325699
B191,Amprion,Amprion,DE,50.84783021,6.89404236,0.005610404170813547,152.71379892850203
B192,50Hertz,50Hertz,DE,52.56038757,13.6943539,0.0024502150562084116,41.19014877336006
B193,50Hertz,50Hertz,DE,52.61919434,13.5334559,0.002248339851468522,37.79645902526257
B194,Amprion,Amprion,DE,51.05467131,6.62179194,0.000793476193351417,21.598223613977233
B195,Amprion,Amprion,DE,50.13520039,8.58623609,0.01673374464692448,455.48834585312267
B196,Amprion,Amprion,DE,50.5936577,7.0741578,0.0020640653742900173,56.183343471830696
B197,TransnetBW,TransnetBW,DE,49.25696865,8.30819129,0.0075355857573545845,73.16111822171632
B198,TenneT,TenneT,DE,52.65592641,7.26879235,0.007357484517408238,168.55114131240182
B199,Amprion,Amprion,DE,50.3455787,7.50021245,0.0021985006848964338,59.8426390177097
B200,TransnetBW,TransnetBW,DE,49.42132403,8.35241109,0.00279075949157855,27.094786213863244
B201,50Hertz,50Hertz,DE,50.91163215,11.42968685,0.004660888863480438,78.35341033286286
B202,TransnetBW,TransnetBW,DE,48.7070611,8.1001077,0.005109143010742278,49.60339220554409
B203,TransnetBW,TransnetBW,DE,48.9393723,8.8219795,0.002503271535506133,24.30363752034517
B204,TransnetBW,TransnetBW,DE,48.9281594,8.8342098,0.002377932678545179,23.086753892825506
B205,Amprion,Amprion,DE,51.3900981,8.9079328,0.001966480099267073,53.527096682024904
B206,TransnetBW,TransnetBW,DE,49.04220531,9.20491131,0.0017041448814364517,16.54511661764615
B207,Amprion,Amprion,DE,51.05447206,6.62150358,0.0010530869893042992,28.6647645771157
B208,TransnetBW,TransnetBW,DE,48.8663492,9.2936083,0.006325128495682828,61.40909128246066
B209,TransnetBW,TransnetBW,DE,47.6295424,11.3365743,0.004769001138556069,46.30103980395623
B210,TransnetBW,TransnetBW,DE,48.05668047,8.62762616,0.0054685495213979375,53.09278016587223
B211,TransnetBW,TransnetBW,DE,47.9148482,8.5305556,0.004144057520704115,40.23361845413608
B212,Amprion,Amprion,DE,51.6903695,7.7008697,0.001630818772365973,44.390479279108696
B213,Amprion,Amprion,DE,51.66014682,7.45643444,0.000598443938980023,16.289494408051482
B214,Amprion,Amprion,DE,51.66034398,7.45673016,0.0007421867601525246,20.202138064661682
B215,Amprion,Amprion,DE,51.51691365,7.73781377,0.002700802063854115,73.51515697759305
B216,Amprion,Amprion,DE,51.89887973,7.60715878,0.002431579491731021,66.18698587004546
B217,Amprion,Amprion,DE,51.8886873,7.6372691,0.0014976356863378975,40.76526897319599
B218,Amprion,Amprion,DE,51.62543439,7.02266974,0.0009068490479747632,24.68420437361106
B219,TransnetBW,TransnetBW,DE,48.94797138,8.79075963,0.002681811317551958,26.03703562928257
B220,TransnetBW,TransnetBW,DE,49.1616908,8.605843,0.002121415982539536,20.59629742048072
B221,TransnetBW,TransnetBW,DE,48.92687946,9.23654857,0.00193862831464567,18.82165764981615
B222,Amprion,Amprion,DE,50.0201671,7.0390246,0.0033672125068088385,91.65468263220988
B223,TenneT,TenneT,DE,53.6426478,9.6379897,0.0038988173378072867,89.31722662835956
B224,TenneT,TenneT,DE,53.8646575,9.4596775,0.001787687215397872,40.95376888010677
B225,TransnetBW,TransnetBW,DE,49.3344224,6.79703725,0.0027115502756218427,26.325763738443566
B226,TenneT,TenneT,DE,51.88199171,9.92627718,0.0032665267749499797,74.83220858197409
B227,TenneT,TenneT,DE,52.187619,10.247831,0.00031481524127608567,7.212039399345591
B228,50Hertz,50Hertz,DE,50.6568444,12.8259721,0.005353915985892763,90.00377147312565
B229,Amprion,Amprion,DE,51.64435757,7.40322144,0.0006297382076428718,17.14131657748706
B230,Amprion,Amprion,DE,52.0076022,6.9670047,0.004664822717613168,126.97530816775104
B231,Amprion,Amprion,DE,51.41709824,7.13599229,0.0018680830544167007,50.84875372045899
B232,Amprion,Amprion,DE,51.41729621,7.13628509,0.0010921427988729382,29.72785394962166
B233,50Hertz,50Hertz,DE,52.61931969,13.51468766,0.001818403574043106,30.56887335463107
B234,TenneT,TenneT,DE,52.4701048,7.4129489,0.0018909452582725444,43.31928673271406
B235,Amprion,Amprion,DE,50.8464081,6.9298681,0.006988246780556743,190.21833030505942
B236,Amprion,Amprion,DE,51.613105,7.3437134,0.000623489850168372,16.97123784912054
B237,Amprion,Amprion,DE,51.4218287,7.179217,0.0010069321343129918,27.408440962966058
B238,Amprion,Amprion,DE,51.47211704,7.17938997,0.002445124394596073,66.55567473980646
B239,Amprion,Amprion,DE,51.44652643,7.31313698,0.0030079588267357413,81.8758872740402
B240,Amprion,Amprion,DE,51.40532762,7.25255788,0.0011335284734382122,30.854361664869778
B241,Amprion,Amprion,DE,51.40552531,7.25285111,0.0006890544726409266,18.755890481667862
B242,50Hertz,50Hertz,DE,52.61937546,13.5337841,0.00180555173754315,30.352823316042514
B243,TenneT,TenneT,DE,48.2945575,13.06403468,0.002231518130337962,51.1214025442863
B244,Amprion,Amprion,DE,51.34140181,6.82103851,0.0011692344248351754,31.826268735407265
B245,Amprion,Amprion,DE,52.1789704,7.381831,0.0020000374593254103,54.44051963347284
B246,TransnetBW,TransnetBW,DE,49.85314896,8.53095903,0.007688742797135037,74.64808163168479
B247,Amprion,Amprion,DE,51.3224881,6.5227314,0.006797445074617134,185.0247555698097
B248,Amprion,Amprion,DE,51.2842253,6.5881942,0.003048105649193614,82.96867374463787
B249,Amprion,Amprion,DE,51.4531881,7.5430412,0.002546818909497331,69.32377401178998
B250,Amprion,Amprion,DE,51.4994824,7.7003377,0.002611193520408827,71.07603482714818
B251,Amprion,Amprion,DE,51.9267503,6.9454549,0.0018334812887803355,49.90690231027854
B252,Amprion,Amprion,DE,51.67632181,6.66992656,0.000245328918292254,6.67779182368558
B253,Amprion,Amprion,DE,50.8671638,6.6481563,0.0032414554443797854,88.23160683215666
B254,Amprion,Amprion,DE,49.9375246,6.8874831,0.003411248088292338,92.85332015129536
B255,Amprion,Amprion,DE,50.94376824,6.2136557,0.004988805694900012,135.7940438137546
B256,50Hertz,50Hertz,DE,54.7583177,13.93619911,0.000315648808327682,5.3063184564992465
B257,50Hertz,50Hertz,DE,54.8172808,13.67714,0.0005974208252471185,10.043139931689018
B258,Amprion,Amprion,DE,51.67612269,6.66963414,0.0007693800722303652,20.942333221092483
B259,50Hertz,50Hertz,DE,54.8059246,9.3222424,0.0005822196035851406,9.787594778537189
B260,50Hertz,50Hertz,DE,54.8057322,9.3219158,0.0006134526039015453,10.312647437246216
B261,TenneT,TenneT,DE,48.3295815,12.8651391,0.00443902145215093,101.69265464303523
B262,Amprion,Amprion,DE,51.57555407,6.68352362,0.0002747926650157268,7.479787643561829
B263,Amprion,Amprion,DE,49.80031572,6.56745469,0.000517004386312866,14.072730144339634
B264,Amprion,Amprion,DE,49.769646,6.57724345,0.001336381374498642,36.375966918509405
B265,Amprion,Amprion,DE,49.80051514,6.56773546,0.0003562379148225835,9.696706981992017
B266,Amprion,Amprion,DE,51.43803126,6.5850817,0.003363806251831629,91.56196522329398
B267,Amprion,Amprion,DE,51.3705245,6.7035127,0.0013009443273579487,35.41137935460153
B268,TransnetBW,TransnetBW,DE,49.8206828,9.5679286,0.009789272366511255,95.04159808836614
B269,TransnetBW,TransnetBW,DE,49.3092023,8.6700993,0.0010474273111863838,10.169209907480804
B270,TransnetBW,TransnetBW,DE,48.3111892,10.0546761,0.005628249983968182,54.64327203185109
B271,50Hertz,50Hertz,DE,52.56862152,11.72733359,0.005516005442851686,92.72862977885441
B272,TenneT,TenneT,DE,52.31836078,10.09297042,0.0021459167406748703,49.16037742877246
B273,TenneT,TenneT,DE,52.31855118,10.09328191,0.0022551635822752195,51.663091473626544
B274,Amprion,Amprion,DE,50.2113766,6.46002702,0.0026421573778594885,71.91886328599081
B275,TransnetBW,TransnetBW,DE,47.80631981,8.86201735,0.00374498543932579,36.35912738405426
B276,Amprion,Amprion,DE,51.32484102,6.67477654,0.001694484956162332,46.123456885499635
B277,50Hertz,50Hertz,DE,51.64064099,13.9999061,0.007722323760359454,129.81867194036354
B278,TenneT,TenneT,DE,54.51027521,9.07927042,0.004092062864847784,93.74424975822491
B279,TenneT,TenneT,DE,53.56422801,9.06768721,0.0023769436139564858,54.45292586340634
B280,Amprion,Amprion,DE,51.55481363,7.17172433,0.0027112672268827503,73.80001609894174
B281,Amprion,Amprion,DE,51.55501151,7.17201816,0.0021984833116111854,59.842166121228566
B282,50Hertz,50Hertz,DE,50.86614734,13.00307243,0.012945509927662203,217.62476665724162
B283,TenneT,TenneT,DE,50.53438273,11.64586648,0.002012419159447939,46.10210803996094
B284,TenneT,TenneT,DE,50.5345691,11.64617228,0.0012177669534127649,27.897579582342345
B285,TenneT,TenneT,DE,49.98122948,10.18793089,0.003794929540060574,86.93728184733968
B286,TenneT,TenneT,DE,53.41293643,10.41387335,0.009087412334148778,208.18171168054752
B287,TransnetBW,TransnetBW,DE,48.4183425,10.24923205,0.003118549451275295,30.277216985069018
B288,50Hertz,50Hertz,DE,53.81677406,12.18740558,0.003899482530462861,65.55353790758099
B289,50Hertz,50Hertz,DE,53.81695882,12.18773734,0.002641852082222641,44.411726239390845
B290,50Hertz,50Hertz,DE,50.93018836,13.25554595,0.014587859227651117,245.23402153997424
B291,50Hertz,50Hertz,DE,53.90949772,10.76175082,0.008524187473065265,143.29866649782977
B292,50Hertz,50Hertz,DE,53.90968633,10.76207698,0.006055890774403996,101.80455030707394
B293,TransnetBW,TransnetBW,DE,49.17769653,9.20699266,0.005837460166215756,56.67444138874722
B294,TenneT,TenneT,DE,53.84793735,9.50129911,0.001804565332134139,41.34042628079456
B295,TenneT,TenneT,DE,52.98136636,7.25616501,0.001601686941632331,36.69272580846675
B296,Amprion,Amprion,DE,51.02877719,6.97573289,0.005121475269383021,139.4052764637885
B297,Amprion,Amprion,DE,51.92843414,7.59135928,0.006585474016849924,179.25495637015072
B298,Amprion,Amprion,DE,51.67259676,7.93054967,0.0025759941365916775,70.1179163994913
